8/3R4/5K2/8/8/2k5/8/8 w - -,b5c6 b7c6 f1d1 c6c5 c2c3 f8e7 c3d4 c5d4 d1d4 e7f6,Mate
r1bqk1nr/pp1n1pbp/2pp2p1/4p3/3PP3/2NBBN2/PPP2PPP/R2QK2R w KQkq -,d4e5 d6e5 a2a4 d8e7 a4a5 g8f6 h2h3 e8h8 e1h1 d7c5,89
rnbqkbnr/p4ppp/1pp1p3/3p4/2PP1B2/4P3/PP3PPP/RN1QKBNR w KQkq -,b1c3 g8f6 g1f3 f8b4 a2a3 b4c3 b2c3 e8h8 c4d5 c6d5,91
r1bqkb1r/ppp2ppp/2np4/2n1P3/8/2N2N2/PPP1QPPP/R1B1KB1R w KQkq -,e5d6 c8e6 c1g5 d8c8 d6c7 c8c7 e1a1 h7h6 c3d5 c7a5,295
r2qk2r/ppp2ppp/2nbp3/3n1b2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq -,b1d2 d5f4 e2b5 e8h8 d2c4 f4d5 f1e1 h7h6 c1d2 d5b6,60
r2qkb1r/ppp2ppp/2nPb3/2n5/8/2N2N2/PPP1QPPP/R1B1KB1R w KQkq -,c1g5 d8b8 d6c7 b8c7 e1a1 h7h6 c3d5 c7a5 e2e1 h6g5,310
r1bqkbnr/pp3ppp/2n5/4p3/2BpN3/5N2/PPPP1PPP/R1BQK2R w KQkq -,e1h1 c8f5 f3g5 g8h6 d2d3 f8e7 f2f4 e8h8 f4e5 c6e5,103
rn1qkbnr/pbpp1pp1/1p2p2p/8/2B1P3/5Q1N/PPPP1PPP/RNB1K2R w KQkq -,b1c3 b8c6 f3g3 g8f6 d2d3 c6d4 c4b3 g7g5 c1e3 f8d6,-98
rnbq1rk1/pppp1pbp/4pnp1/8/2PPP3/2NB4/PP3PPP/R1BQK1NR w KQ -,e4e5 f6e8 g1f3 d7d6 c1g5 f7f6 e5f6 e8f6 e1h1 b8c6,150
rnb1kbnr/pp3ppp/2p3q1/3p2B1/3QP3/2N2N2/PPP2PPP/R3KB1R w KQkq -,e4d5 f8e7 f1d3 c8f5 g5e7 g8e7 f3h4 g6g4 h4f5 g4d4,617
rnbqkbnr/ppp3pp/8/3ppp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,e4d5 f8d6 d1e2 d8e7 d2d4 e5e4 f3e5 g8f6 f2f4 e8h8,139
6B1/3k4/8/2Q5/8/4K3/8/8 w - -,c4f1 f5e4 f3e5 g8f6 d2d4 f8d6 c2c4 b8d7 e5d7 d8d7,Mate
6B1/8/5k2/2Q5/8/4K3/8/8 w - -,c4f1 f5e4 f3e5 g8f6 d2d4 f8d6 c2c4 b8d7 e5d7 d8d7,Mate
6k1/2Q5/8/8/8/4K3/8/8 w - -,c4f1 f5e4 f3e5 g8f6 d2d4 f8d6 c2c4 b8d7 e5d7 d8d7,Mate
rnb1kb1r/pp2pppp/2p1qn2/8/2PP4/8/PP2BPPP/RNBQK1NR w KQkq -,g1f3 e6d6 e1h1 c8f5 f3h4 f5b1 a1b1 e7e6 b2b4 f8e7,202
rnbqkb1r/p5pp/2p1pn2/1p2Np2/2pP1B2/2N1P3/PP3PPP/R2QKB1R w KQkq -,g2g4 b8d7 g4f5 d7e5 f4e5 c8d7 f5e6 d7e6 h1g1 a8c8,126
rnbqkb1r/1p3ppp/p3pn2/3p4/2PN4/P1N5/1P2PPPP/R1BQKB1R w KQkq -,c4d5 f6d5 c3d5 d8d5 c1e3 c8d7 d4f3 d7c6 g2g3 f8e7,17
rn1qkb1r/pbpp1ppp/1p2pn2/8/4P3/3B1N2/PPPPQPPP/RNB1K2R w KQkq -,e1h1 d7d5 e4e5 f6d7 c2c3 f8e7 d3c2 c7c5 f1e1 b7a6,36
r1bqk2r/ppppnppp/8/3P4/2B5/5N2/P2Q1PPP/R3K2R w KQkq -,a1b1 e8h8 e1h1 d7d6 f1e1 b7b6 b1c1 c8d7 e1e3 a7a5,-223
r2qk2r/pppn1ppp/3pbn2/2b1p1B1/4P3/2NP1N1P/PPP2PP1/R2QKB1R w KQkq -,d3d4 e5d4 f3d4 e8h8 d1d2 h7h6 g5e3 c7c6 f1d3 d7e5,-25
rn1qk2r/ppp1ppbp/3p1np1/8/3PP3/2N2b2/PPP1BPPP/R1BQK2R w KQkq -,e2b5 c7c6 d1f3 c6b5 e4e5 d6e5 d4e5 f6d7 f3b7 d7b6,-478
r1bqk1nr/ppp2ppp/2n1p3/3p4/1b6/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq -,b2g7 g8f6 g7h8 d8e7 a2a3 b4d6 b1c3 c8d7 h8f6 e7f6,830
8/8/8/8/8/6KQ/8/4q1k1 w - -,,0
r1bqkb1r/pppp1ppp/5n2/4P3/2B5/2p5/PPPP1PPP/R1BQK2R w KQkq -,e1h1 d7d5 c4b5 c7c6 e5f6 d8f6 d2c3 c6b5 d1d5 f8e7,-586
2Q5/3N1k2/8/8/8/4K3/8/8 w - -,e1h1 d7d5 c4b5 c7c6 e5f6 d8f6 d2c3 c6b5 d1d5 f8e7,Mate
r1b1kb1r/pp4pp/3P1n2/q7/1p2N3/8/PPPB1PPP/R2QK2R w KQkq -,e4g5 a5e5 d2e3 e5d6 d1d6 f8d6 e1a1 d6c7 h1e1 e8h8,-491
r2qkbnr/pp2pppp/2n5/1B1p1b2/3P1B2/2N2N2/PPP2PPP/R2QK2R w KQkq -,f3e5 a8c8 e5c6 b7c6 b5a6 c8b8 a6d3 f5d7 f4b8 d8b8,278
r1b1kb1r/pp5p/3P1p2/q7/1p6/8/PPPB1PPP/R2QK2R w KQkq -,d2e3 h8g8 d1d4 b4b3 e3d2 a5e5 d4e5 f6e5 a2b3 g8g2,-378
rnb1kbnr/1p2pppp/pq6/2pp4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq -,c3d5 b6b2 a1b1 b2a2 d5c7 e8d8 c7a8 a2a5 e1e2 b8d7,938
rnbqkb1r/ppp3pp/5n2/3ppp2/4P3/2NP1P2/PPP3PP/R1BQKBNR w KQkq -,c1g5 d5d4 c3d5 c8e6 d5f6 g7f6 g5d2 d8d7 e4f5 e6f5,-117
r1bq1rk1/1ppn2bp/n2p4/p2Ppp2/2P5/2NNB1P1/PP3PBP/R2Q1RK1 w - -,d1e2 b7b6 g1h1 a6c5 d3c5 d7c5 c3b5 c8d7 f2f4 e5e4,-17
rnb1kb1r/ppq1pppp/2pp1n2/8/3P1B2/2N2N2/PPP1PPPP/R2QKB1R w KQkq -,e2e4 b8d7 e4e5 d6e5 f3e5 d7e5 d4e5 c8e6 d1d4 g7g5,62
rn2kb1r/ppq1pppp/2pp1n2/8/3P1Bb1/2N1PN2/PPP2PPP/R2QKB1R w KQkq -,h2h3 g4h5 g2g4 h5g6 h3h4 f6g4 h4h5 g6f5 e3e4 f5c8,92
rnbq1rk1/ppp2pbp/5pp1/3p4/2PP4/4P1P1/PP3P1P/RN1QKBNR w KQ -,h2h4 d5c4 b1c3 c7c5 d4c5 d8a5 f1c4 b8c6 g1e2 a5c5,-66
r1b1kb1r/pp3ppp/2n2n2/qB1pN3/8/3P4/PPP2PPP/RNBQK2R w KQkq -,b1c3 a5c7 e1h1 f8d6 e5f3 a7a6 b5a4 h7h6 a4b3 c8e6,94
8/8/7K/8/k7/p7/4N3/8 w - -,,0
r1bqk2r/pppnppbp/3p1np1/6B1/3P4/2PBP3/PP3PPP/RN1QK1NR w KQkq -,g1e2 e7e5 h2h3 d6d5 a2a4 a7a5 b1d2 e8h8 f2f4 e5e4,32
8/6Q1/8/2k1N3/8/4K3/8/8 w - -,g1e2 e7e5 h2h3 d6d5 a2a4 a7a5 b1d2 e8h8 f2f4 e5e4,Mate
8/Q7/8/4N3/1k6/4K3/8/8 w - -,g1e2 e7e5 h2h3 d6d5 a2a4 a7a5 b1d2 e8h8 f2f4 e5e4,Mate
8/8/8/2k1N3/Q7/4K3/8/8 w - -,g1e2 e7e5 h2h3 d6d5 a2a4 a7a5 b1d2 e8h8 f2f4 e5e4,Mate
r1bqkbnr/p1p2ppp/2pp4/4p3/3P4/6P1/PPP1PP1P/RNBQK1NR w KQkq -,e2e4 e5d4 d1d4 c6c5 d4d3 g7g6 b1c3 f8g7 g1e2 g8e7,-43
8/8/8/1N6/8/1k2K3/3Q4/8 w - -,e2e4 e5d4 d1d4 c6c5 d4d3 g7g6 b1c3 f8g7 g1e2 g8e7,Mate
8/8/8/1N6/k7/2Q1K3/8/8 w - -,e2e4 e5d4 d1d4 c6c5 d4d3 g7g6 b1c3 f8g7 g1e2 g8e7,Mate
r1b1qrk1/pppnppbp/3p1np1/8/2BPPB2/2N2N2/PPP2PPP/R2Q1RK1 w - -,d1d2 e7e5 d4e5 d7e5 f3e5 d6e5 f4g5 c8e6 c4e6 e8e6,94
rnb1qrk1/ppp1ppb1/3p1npp/8/2PPP2B/2N2N2/PP3PPP/R2QKB1R w KQ -,e4e5 d6e5 d4e5 f6d7 c3d5 d7e5 f1e2 e8d7 d5e7 g8h7,60
r1b1kb1r/pp2pppp/2n2n2/2pp4/3P1B2/2P1P3/Pq1NNPPP/R2QKB1R w KQkq -,g2g4 c5d4 a1b1 b2a2 b1a1 a2b2 a1b1 b2a3 b1a1 a3c5,-166
r1bqkbnr/pppp1p1p/2n3p1/8/2BPP3/8/PPP2PPP/RNBQK2R w KQkq -,h2h4 f8g7 c1e3 d7d5 c4d5 g8f6 b1c3 e8h8 h4h5 f6h5,-263
rn1qkb1r/ppp2ppp/5n2/4p3/2B1P1b1/5Q2/PPP2PPP/RNB1K1NR w KQkq -,b1c3 g4f3 g1f3 f8d6 e1h1 c7c6 f3h4 g7g6 h4f3 b7b5,-797
r1bqk2r/ppp2ppp/1bn1pn2/3p4/1P1P1B2/P1N2N2/2PQPPPP/R3KB1R w KQkq -,e2e3 e8h8 f1d3 c6e7 h2h3 e7f5 e1h1 c7c6 f1d1 f5d6,91
8/3N4/4k3/Q7/8/4K3/8/8 w - -,g2g3 f6e4 d2d3 g7g5 f4e3 g5g4 f3e5 c6e5 d4e5 e4c3,Mate
8/8/1N3k2/Q7/8/4K3/8/8 w - -,g2g3 f6e4 d2d3 g7g5 f4e3 g5g4 f3e5 c6e5 d4e5 e4c3,Mate
r2q1rk1/1pp2pp1/2npbn1p/p1b1p3/P1B1P3/2PP1N1P/1P1N1PP1/R1BQ1RK1 w - -,f1e1 e6c4 d2c4 f8e8 c1e3 b7b6 e3c5 b6c5 a1a3 d8d7,23
r2qkb1r/pp3ppp/2n1pn2/3p1b2/3P1B2/2N2N2/PPPQ1PPP/R3KB1R w KQkq -,f3h4 f5g6 f2f3 a8c8 e1a1 d8a5 c1b1 f8b4 a2a3 b4c3,-84
1k6/3R4/8/2K5/8/8/8/8 w - -,f3h4 f5g6 f2f3 a8c8 e1a1 d8a5 c1b1 f8b4 a2a3 b4c3,Mate
r2qkb1r/pp1n1ppp/2p1pn2/3p4/2P3b1/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq -,c4d5 c6d5 d1b3 f8e7 d2d4 d8b6 b3b6 d7b6 f3e5 g4h5,44
rnbqk2r/ppppb1pp/5n2/4pp2/2P5/4P1P1/PP1P1PBP/RNBQK1NR w KQkq -,g1e2 e8h8 b1c3 c7c6 e1h1 d7d6 d2d4 e5e4 f2f3 d6d5,26
8/3k4/6Q1/8/1K6/8/8/8 w - -,b2b3 d7d5 g1e2 b8c6 e1h1 c6b4 c4d5 f6d5 d2d3 d5f6,Mate
r1b1kbnr/pppp1ppp/8/4P3/4q3/8/PPP2PPP/RNBQKB1R w KQkq -,e1d2 e4e5 d1e1 d7d6 e1e5 d6e5 f1d3 g8e7 c2c3 c8f5,-171
r2qkbnr/pp2pppp/8/2Ppn3/6b1/P4N2/1PP2PPP/RNBQKB1R w KQkq -,f3e5 d8a5 c1d2 g4d1 d2a5 a7a6 e1d1 e7e6 e5d3 a8c8,992
r1bqk2r/pp1p1pp1/2nbpn1p/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq -,d1e2 f6g4 c3b5 d6b8 h2h3 g4e5 f3e5 b8e5 f2f4 e5b8,78
8/8/R7/1k6/5K2/8/8/8 w - -,c4b3 e8h8 f1e1 d6b8 b3a4 e6e5 c3d5 d7d6 d5f6 d8f6,Mate
r2qkbnr/pp2pppp/8/2PpN3/8/P7/1PP2PPP/RNBbKB1R w KQkq -,f1b5 d8d7 b5d7 e8d8 c1d2 e7e6 c5c6 b7c6 d2a5 d8e7,1032
8/8/8/8/6K1/5R2/8/4k3 w - -,b1d2 a7a6 e1d1 d8c7 f2f4 c7c5 b2b4 c5c7 c1b2 g8f6,Mate
8/8/8/8/5K2/1R6/3k4/8 w - -,b1d2 a7a6 e1d1 d8c7 f2f4 c7c5 b2b4 c5c7 c1b2 g8f6,Mate
r1b1k2r/pp1nqppp/2pbpn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 w kq -,d1c2 e8h8 c4c5 d6c7 e3e4 d5e4 c3e4 h7h6 f1e1 f6e4,45
r2qkb1r/pp1bpppp/2n2n2/3p4/3P4/1B3N2/PPP2PPP/RNBQK2R w KQkq -,f3e5 e7e6 e1h1 d8c7 f1e1 f8d6 e5d7 d6h2 g1h1 f6d7,20
r1bqkbnr/pp1npppp/2p5/4N3/4p3/3P4/PPP2PPP/RNBQKB1R w KQkq -,d3d4 d7e5 d4e5 d8a5 c1d2 a5e5 d2c3 e5c5 f1e2 c5g5,-185
r1bqkb1r/p1p2ppp/1pnp1n2/4p3/4P3/2NP1NP1/PPP2P1P/R1BQKB1R w KQkq -,d3d4 e5d4 f3d4 c6d4 d1d4 f8e7 c1f4 e8h8 e1a1 c8g4,67
r1bqk2r/pp2b2p/2p2p2/3pP2p/8/2N1P3/PPQ2PPP/2KR2NR w kq -,f2f4 f6e5 g1f3 e8h8 f3e5 e7d6 c2d2 d6e5 f4e5 c8g4,-89
rnbqkbnr/pppp1pp1/7p/6N1/3Pp3/8/PPP1PPPP/RNBQKB1R w KQkq -,g5e4 d7d5 e4c3 g8f6 c1f4 a7a6 b1d2 c7c5 d4c5 f8c5,83
r2qk2r/ppp2ppp/2np1n2/2b3B1/4P1b1/2N2N2/PPP2PPP/R2QKB1R w KQkq -,h2h3 g4f3 d1f3 c6d4 f3d1 c7c6 f1c4 b7b5 c4d3 e8h8,34
r3kbnr/ppp1pppp/2n5/1B1qP3/3p2b1/5N2/PPPP1PPP/RNBQ1RK1 w kq -,c2c4 d5d7 d2d3 e7e6 b5a4 a7a6 b1d2 a8b8 h2h3 g4h5,89
rnbqk1nr/ppp1ppbp/3p2p1/8/8/1PP1P3/P2P1PPP/RNBQKBNR w KQkq -,c1b2 g8f6 d2d4 e8h8 g1f3 e7e5 f1e2 e5e4 f3d2 f8e8,-45
r1bqk2r/ppp2ppp/2n2n2/3pp3/1b6/4P1P1/PPPPNPBP/RNBQ1RK1 w kq -,d2d3 h7h5 a2a3 b4d6 h2h4 c8g4 b1d2 c6e7 c2c4 c7c6,-69
r1bqkbnr/pp1p2pp/2n5/4pp2/Q7/6B1/PPP1PPPP/RN2KBNR w KQkq -,f2f3 f5f4 g3f2 d7d5 b1d2 g8f6 g2g3 f8d6 g3f4 e5f4,-192
r1b1kb1r/ppqnpppp/2pp1n2/8/3P1B2/2P2N1P/PP2PPP1/RN1QKB1R w KQkq -,e2e3 g7g6 b1d2 f8g7 f1d3 e8h8 e1h1 b7b5 e3e4 a7a5,98
6B1/8/2k5/4B3/3K4/8/8/8 w - -,d1b3 g7g6 e2e3 b7b5 a2a4 b5a4 b3a4 c6c5 f1d3 f8g7,Mate
r1b1kbnr/p4ppp/2p1p3/2qpP3/8/2P2N2/PP3PPP/RNBQK2R w KQkq -,e1h1 c5b6 a2a3 a7a5 c1e3 b6b2 b1d2 g8h6 a1b1 b2a3,20
r1b1kbnr/p4ppp/1qp1p3/3pP3/8/2P2N2/PP3PPP/RNBQ1RK1 w kq -,f1e1 g8e7 b2b4 e7f5 b1a3 h7h6 a3c2 a7a5 a2a3 c6c5,17
rnb1k2r/ppp1qNpp/3p1n2/2b5/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq -,f7h8 e7e4 d1e2 e4e2 c4e2 b8c6 c2c3 c8e6 d2d4 c5b6,456
r1b1k2r/pppp1ppp/5n2/2q1n3/4P3/P1N5/1PP2PPP/R1BQKB1R w KQkq -,f2f4 e5g4 d1e2 e8h8 h2h3 g4h6 c1e3 c5c6 g2g4 f6e4,376
r1bqkbnr/pp1n1ppp/4p3/3pP3/3p1P2/5N2/PPP3PP/RNBQKB1R w KQkq -,f3d4 f8c5 c1e3 g8e7 c2c3 e7f5 d4f5 e6f5 e3d4 e8h8,60
rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P4/3B1N1P/PPP2PP1/RNBQK2R w KQkq -,e1h1 b8d7 c2c4 d5c4 d3c4 d7b6 c4b3 e7d5 b3c2 f8e7,46
rnbq1rk1/ppppnpbp/4p1p1/8/3PP3/1PN5/PBP2PPP/R2QKBNR w KQ -,d1d2 d7d5 e1a1 b8d7 h2h4 c7c5 d4c5 d5d4 c3a4 e6e5,87
r2qkbnr/pp3ppp/2n1b3/2p1p3/3pP3/3P2P1/PPP1NPBP/R1BQK1NR w KQkq -,h2h3 f7f6 f2f4 f8d6 g1f3 g8e7 e1h1 e6f7 c2c3 e8h8,-81
r2qkb1r/pp3ppp/2n1pn2/3p1b2/3P1B2/2N1P2P/PP3PP1/R2QKBNR w KQkq -,a1c1 d8b6 f1b5 f8b4 b5c6 b7c6 g1e2 b4e7 c3a4 b6a6,-23
rnb1kbnr/ppp1qppp/8/3p4/3PPp2/2N2N2/PPP3PP/R1BQKB1R w KQkq -,c1f4 c7c6 e4e5 e7d8 f1d3 g8e7 f4d2 e7g6 f3g5 f8e7,251
rnbqkb1r/ppp2ppp/5n2/3p4/3PpB2/8/PPP1PPPP/RN1QKBNR w KQkq -,f4g5 h7h6 g5f6 d8f6 e2e3 f6b6 b1d2 b6b2 a1b1 b2a3,-105
Q2R4/2P5/8/8/8/4k3/8/1K6 w - -,f4g5 h7h6 g5f6 d8f6 e2e3 f6b6 b1d2 b6b2 a1b1 b2a3,Mate
r1b1kb1r/pp1ppppp/1qn2n2/8/3P1B2/N7/PPP2PPP/R2QKBNR w KQkq -,g1h3 e7e6 c2c3 f8a3 b2a3 b6a5 a1c1 b7b6 f1d3 c8a6,-147
rnbq1rk1/ppp2ppp/4pn2/8/2PPp3/5N2/PPQN1PPP/R3KB1R w KQ -,f3h4 d8d4 g2g3 b8c6 f1e2 e4e3 f2e3 d4e3 c2c3 e3c3,-693
r1bq1rk1/1ppnbpp1/p3pn1p/8/2BP3B/2N1PN2/PP3PPP/R2QK2R w KQ -,c4d3 b7b5 c3e4 c8b7 e4f6 e7f6 h4f6 d8f6 b2b4 e6e5,-62
rnbqkb1r/ppp2ppp/8/4P3/8/2n5/PPP2PPP/R1BQKBNR w KQkq -,d1d3 d8d3 f1d3 c3a4 g1f3 b8c6 e1h1 a4c5 d3b5 c8d7,-363
r1bqk2r/pp1n1ppp/2p1pn2/3p4/2PP4/5NP1/PPQbPPBP/RN2K2R w KQkq -,b1d2 e8h8 e1h1 f8e8 a1c1 e6e5 c4d5 c6d5 d4e5 d7e5,94
8/5R2/4K3/1k6/8/8/8/8 w - -,c2d2 d5c4 a2a4 d8e7 f3e5 e8h8 e1h1 f8d8 d2c2 d7e5,Mate
r1bqkbnr/pp4pp/2np4/2p1pp2/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq -,c2c4 g8f6 b1c3 f8e7 a2a3 e8h8 e2e3 g8h8 a1b1 a7a5,60
rnb1kbnr/ppq2ppp/3p4/4p3/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,d1b3 b8c6 e1h1 c6a5 c4b5 c8d7 b3a3 d7b5 c3b5 c7b6,169
5k2/8/6KN/8/8/3B4/8/8 w - -,d1a4 c7d7 a4c2 f8e7 e1h1 g8f6 f1d1 b8c6 c4b5 e8h8,Mate
rn1qk2r/pp3ppp/4bn2/2bp2B1/8/P1N5/1P2PPPP/R2QKBNR w KQkq -,e2e4 e8h8 g1f3 d5e4 d1d8 f8d8 g5f6 g7f6 c3e4 c5e7,-57
rn1qk2r/ppp2ppp/4pn2/3p4/3P2b1/4PNP1/PPP2PP1/RN1QKB1R w KQkq -,f1e2 b8d7 b1c3 c7c6 f3d2 g4e2 d1e2 h7h6 g3g4 d8b6,36
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP1N1PPP/R1BQKBNR w KQkq -,d2f3 c5d4 f3d4 g8e7 g1f3 b8c6 h2h4 c6d4 d1d4 d8c7,118
r1b1k2r/ppqp1ppp/2n1pn2/8/1bPNP3/2N2P2/PP4PP/R1BQKB1R w KQkq -,c1e3 d7d5 d1b3 c7e7 c4d5 e6d5 f1b5 c8d7 e1a1 d5e4,43
r2qk2r/ppp2pp1/2npbn1p/2b1p3/4P3/P1NP1N1P/1PPB1PP1/R2QKB1R w KQkq -,b2b4 c5b6 c3a4 e8h8 f1e2 a7a6 a4b6 c7b6 e1h1 b6b5,12
r1bqkb1r/pp1p1ppp/2n1p3/4n3/2BN4/2N5/PPP2PPP/R1BQK2R w KQkq -,d4c6 b7c6 c4e2 d7d5 e1h1 f8d6 c3a4 e8h8 c1e3 d8c7,-281
r1bqkbnr/pppppppp/n7/8/3PP3/2P5/PP3PPP/RNBQKBNR w KQkq -,b1d2 c7c6 e4e5 a6c7 d2e4 d7d5 e4g3 g7g6 h2h4 h7h5,165
8/4B3/8/4K2k/2B5/8/8/8 w - -,b1d2 c7c6 e4e5 a6c7 d2e4 d7d5 e4g3 g7g6 h2h4 h7h5,Mate
r1bqk2r/pp2ppbp/2np1np1/2p5/2B1P3/3PBN2/PPPQ1PPP/RN2K2R w KQkq -,d2c1 c8g4 f3d2 d6d5 c4b3 b7b6 e1h1 g4c8 e3g5 d5e4,-87
8/8/2R5/3k4/1K6/8/8/8 w - -,d2c1 c8g4 f3d2 d6d5 c4b3 b7b6 e1h1 g4c8 e3g5 d5e4,Mate
r1bqkb1r/ppp2ppp/2n2n2/4p3/4p3/5Q2/PPPP1PPP/RNB1KBNR w KQkq -,f3d1 f8c5 f1b5 d8d4 d1e2 e8h8 b5c6 b7c6 b1c3 c5b6,-409
r1bqkbnr/pppppppp/2n5/8/3PP3/2P5/PP3PPP/RNBQKBNR w KQkq -,g1f3 d7d6 h2h3 e7e6 c1e3 g8f6 b1d2 f8e7 f1d3 e8h8,151
rnbqkb1r/1p3ppp/p3pn2/2pp4/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq -,e1h1 f8e7 f3e5 d8c7 d2d4 e8h8 c2c4 d5c4 b1d2 c4b3,29
rnbqkb1r/ppp3pp/5n2/5p2/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,d2d4 c8e6 g1h3 b8c6 f1b5 a7a6 b5c6 b7c6 e1h1 f8b4,-113
rn1k1b1r/ppN1pppp/2p5/5b2/3P4/1q3N2/PP2PPPP/R1B1KB1R w KQ -,g2g4 b3b4 e1d1 d8c7 g4f5 c6c5 c1f4 c7d8 b2b3 c5d4,-793
rnbqkbnr/pp2pp1p/2p3p1/3P4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq -,d5c6 b8c6 f1c4 g8f6 e1h1 f8g7 d2d4 c8g4 c2c3 e8h8,116
r1bq1rk1/pppp1ppp/2nb1n2/8/2BPP3/5N2/PP3PPP/RNBQK2R w KQ -,b1c3 d6b4 c1g5 h7h6 g5f6 b4c3 b2c3 d8f6 e1h1 d7d6,51
rn1q1rk1/pbp1bppp/1p1ppn2/8/3PP3/2PB1N2/PP1N1PPP/R1BQ1RK1 w - -,d1e2 c7c5 e4e5 f6e8 d2e4 c5d4 c3d4 b8d7 h2h4 a8c8,143
r2qkbnr/ppp1pppp/8/3P4/1np3b1/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,d1a4 c7c6 a4b4 b7b5 d5c6 a7a6 b4c5 e7e6 c5d4 d8d4,715
r1bqkb1r/pp1npppp/2pp1n2/6B1/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq -,c2c3 h7h6 g5h4 e7e5 b1d2 e5d4 f3d4 f8e7 d1c2 e8h8,40
rn1qk2r/pbppppbp/1p3np1/8/8/2P2NP1/PP1PPPBP/RNBQ1RK1 w kq -,a2a4 e8h8 d2d3 f8e8 a4a5 d7d6 e2e4 b6b5 d1b3 a7a6,7
rnb1kbnr/pp3ppp/6q1/3p2B1/3Q4/2N2N2/PPP2PPP/R3KB1R w KQkq -,c3d5 g6d6 f1b5 b8c6 e1a1 c8e6 h1e1 h7h6 g5h4 f8e7,901
r1bqk2r/pppnbppp/5n2/4p1B1/8/3BP3/PPP2PPP/RN1QK1NR w KQkq -,g5f6 e7f6 b1c3 c7c6 g1f3 d7c5 e1h1 e8h8 c3e4 c5e4,-63
rn1qkb1r/pb2pppp/1p1p1n2/2p5/3P1B2/2P1P3/PP1N1PPP/R2QKBNR w KQkq -,g1f3 g7g6 f1c4 f8g7 d4c5 d6c5 h2h3 e8h8 d1e2 f6h5,64
r1b2rk1/2qp1ppp/4pn2/p1p5/NbQ1P3/4B3/PPP1BPPP/R4RK1 w - -,a4c3 b4c3 c4c3 f6e4 c3a3 d7d6 f1e1 c8b7 a1d1 h7h6,-128
r2qk1nr/pp1n1ppp/2p1p3/3p4/1b2P3/2NP1Q1P/PPP1BPP1/R1B1K2R w KQkq -,f3g3 d8f6 e1h1 g8e7 c1g5 f6g6 g3h4 h7h6 g5d2 b4c5,66
r3kb1r/pp1q1ppp/2np1n2/2p1p3/4P1b1/2NP1NP1/PPP2PBP/R1BQ1RK1 w kq -,c1g5 f8e7 g5f6 e7f6 c3d5 f6e7 c2c3 e8h8 a2a4 g4e6,51
r3kbnr/pp3ppp/1q2p3/3pPb2/3n4/2N1B3/PPP1BPPP/R2Q1RK1 w kq -,e3d4 b6a5 g2g4 f5g6 f2f4 f7f5 e5f6 g8f6 e2b5 e8d8,408
rn1qkbnr/ppp2p1p/3p2p1/4p3/2BPP1b1/5N2/PPP2PPP/RNBQK2R w KQkq -,h2h3 g4f3 d1f3 d8d7 d4e5 d6e5 f3b3 c7c6 a2a4 d7e7,287
rnb1kbnr/ppp2ppp/5q2/3pp3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq -,e4d5 c7c6 b1c3 f8b4 c1d2 f6e7 d1e2 g8f6 e2e5 e7e5,186
r2qkbnr/ppp2ppp/8/3pn3/8/2P1PQ2/PP3PPP/RNB1KB1R w KQkq -,f3h3 h7h5 b1d2 g8f6 f1e2 f8d6 c3c4 d5c4 d2c4 d6b4,-41
rn1q1rk1/ppp1bpp1/3p1n1p/4p3/2B1P1b1/2PPBN2/PP3PPP/RN1Q1RK1 w - -,b1d2 c7c6 d3d4 b8d7 h2h3 g4h5 f1e1 a7a5 a2a4 d8c7,26
r1bqk1nr/pppp1ppp/2n5/4p3/4P3/bP6/P1PP1PPP/RN1QKBNR w KQkq -,b1a3 g8f6 f1b5 d8e7 b5c6 b7c6 a3c4 f6e4 d2d3 e4g5,-186
r1bqkb1r/pp2pp1p/2n2np1/1B1p4/3P4/2N2Q2/PPP2PPP/R1B1K1NR w KQkq -,h2h3 c8f5 c1f4 f5c2 a1c1 c2f5 b5c6 b7c6 f3e3 f5e4,-48
8/8/4k3/R7/R7/4K3/8/8 w - -,h2h3 c8f5 c1f4 f5c2 a1c1 c2f5 b5c6 b7c6 f3e3 f5e4,Mate
8/3k4/R7/8/R7/4K3/8/8 w - -,h2h3 c8f5 c1f4 f5c2 a1c1 c2f5 b5c6 b7c6 f3e3 f5e4,Mate
