8/8/6Kp/5p2/6kP/8/8/8 b - -,e8h8 f3e5 b8d7 e5d7 d8d7 f2f3 b7b5 c4b3 f5g6 e3e4,Mate
1r6/7R/bpk1p1p1/p7/P5P1/1P1n4/7P/3R2K1 b - -,d3c5 h7g7 a6d3 g1g2 d3e4 g2g3 b8f8 g3h4 c5b3 h4g5,-316
4r1k1/1R3ppp/3B4/1B2p1q1/8/1QP2bP1/5P1P/6K1 b - -,g8h8 b3f7 f3h5 f7c7 g5c1 b5f1 c1g5 h2h4 g5f6 b7b8,723
2kr3r/pb1n1p2/1qp1pP1B/1p6/2pP4/2N3P1/PP3PBP/R2Q1RK1 b - -,c6c5 g2b7 b6b7 h6g7 h8g8 f1e1 d7b8 d1h5 c5d4 c3b5,429
3rn1k1/p4pp1/2n4p/1p1q4/2p2P2/2P3P1/PPQN1P2/4RBK1 b - -,d5d7 d2e4 a7a6 f1g2 d7e7 c2c1 g8f8 e1d1 f7f5 e4d2,71
2r4k/2Q3pp/3P4/8/8/1B5n/P5PP/6RK b - -,d5d7 d2e4 a7a6 f1g2 d7e7 c2c1 g8f8 e1d1 f7f5 e4d2,Mate
2r3k1/p3ppbp/1r2qnp1/4N3/2pP4/4P2P/PP2QPP1/2R2RK1 b - -,f6d5 c1c4 g7e5 d4e5 c8c4 e2c4 e6e5 b2b3 d5f6 f1c1,-357
r1r3k1/4ppbp/q2p2p1/1N1Pn3/P1p1P3/5PP1/1PQ1N1KP/R6R b - -,h7h5 e2d4 e5d3 h1d1 g7d4 b5d4 a8b8 d1b1 a6a7 d4c6,13
r1b1k2r/pppp1ppp/8/1B2P3/5B1q/2P1K3/PP4PP/RN1Q4 b kq -,e8h8 b1d2 d7d6 d2f3 h4e7 d1d4 f7f6 e5e6 a7a6 b5d3,83
8/8/8/1K1k4/8/1R6/8/8 b - -,e8h8 b1d2 d7d6 d2f3 h4e7 d1d4 f7f6 e5e6 a7a6 b5d3,Mate
8/4k3/1p1p1p1p/5B1P/1P3P2/2P5/4K3/8 b - -,e8h8 b1d2 d7d6 d2f3 h4e7 d1d4 f7f6 e5e6 a7a6 b5d3,Mate
8/6pp/1k2n3/1p2P3/1P6/PN2K3/4B2P/8 b - -,g7g5 b3d4 e6f4 e3e4 b6c7 e4f5 c7d7 f5f6 h7h5 e2b5,855
1nbq1rk1/4ppbp/3n3p/2r5/5P2/3B4/p3K1PP/6NR b - -,g7g5 b3d4 e6f4 e3e4 b6c7 e4f5 c7d7 f5f6 h7h5 e2b5,Mate
8/4k3/1p2Bp1p/3p3P/1P3P2/2P5/4K3/8 b - -,d5d4 e6c4 b6b5 c4b5 d4c3 e2d3 e7e6 d3c3 e6f5 c3d4,834
7k/b7/P1K5/8/7P/3B4/8/8 b - -,a7g1 h4h5 h8g7 d3f5 g7h6 f5g6 h6g7 c6b7 g7g8 g6d3,39
8/8/1p1p1p1p/5k2/1P3P1P/2P5/5K2/8 b - -,f5f4 f2e2 f4e4 h4h5 d6d5 b4b5 f6f5 e2d2 f5f4 d2e2,-610
rnbqkb1r/1p1npppp/2p5/p2pP3/3P4/PB6/1PP2PPP/RNBQK1NR b KQkq -,a5a4 b3a2 e7e6 c2c3 c6c5 g1e2 b7b5 e1h1 b8c6 c1e3,5
2kr1n1r/1bpq2N1/1p1pp1np/pP3p2/P2P4/3B1N2/2PB1PPP/R2QR1K1 b - -,d7g7 c2c4 c8b8 a1a3 h8g8 g2g3 b7f3 d1f3 g7d4 f3d1,-83
4k2N/6p1/4p3/4R1Np/Pb1n3P/2n5/5PP1/6K1 b - -,b4d6 e5e1 c3a4 g5e6 d4e6 e1e6 e8d7 e6e1 a4b2 h8f7,476
4b1k1/1r4pp/4p3/p1Q1P3/2B2PP1/Pq6/6KP/2R5 b - -,b3a4 c4e6 b7f7 e6f7 g8f7 c5c4 a4c4 c1c4 f7e6 c4c5,627
2R3k1/1b1q1p2/6p1/1P1n4/3Bp3/4P1Pp/5P1N/1Q4K1 b - -,b7c8 b5b6 c8b7 b1b3 g8f8 b3c2 d7e6 c2a4 f7f6 a4d1,Mate
1rbq1rk1/p3ppb1/2np1np1/1pp2P1p/4P3/P2P2PP/1PP1N1BN/R1BQ1RK1 b - -,e7e6 c2c3 c6e5 d3d4 c5d4 c3d4 d8b6 g1h1 e6f5 e4f5,46
r2q1rk1/1b2bppp/p2pp3/1p2n1P1/3QP2P/2N1BP2/PPP1B3/1K1R3R b - -,d8c7 h4h5 e5c4 e2c4 c7c4 d4c4 b5c4 h5h6 g7g6 d1d4,93
rnbqr1k1/pp3pbp/3p1np1/2pP4/2P2B2/2NB4/PP2NPPP/R2Q1RK1 b - -,f6g4 d1d2 g4e5 f4g5 f7f6 g5h4 b8a6 a2a3 a6c7 b2b4,30
2r1r1k1/pp3p1p/1q4p1/1b1Pp3/4PP2/1B2B3/P2Q2PP/5RK1 b - -,b6d6 f1e1 e5f4 e3f4 d6c5 g1h1 c5c3 d2f2 b5c4 d5d6,-49
8/5B2/1p1k1p1p/3p3P/1P3P2/2P5/4K3/8 b - -,b6d6 f1e1 e5f4 e3f4 d6c5 g1h1 c5c3 d2f2 b5c4 d5d6,Mate
7k/1K6/P7/8/7P/3Bb3/8/8 b - -,h8g7 h4h5 e3g1 d3g6 g1f2 a6a7 f2a7 b7a7 g7h6 a7b6,30
r1b1r1k1/1p3pp1/2p2P1p/p7/2BP4/2R5/PP4PP/5RK1 b - -,g7g6 d4d5 b7b5 c4b3 c6d5 b3d5 a8b8 c3c5 c8d7 f1d1,-2
r3r1k1/bppb1ppp/p2p1qn1/5P2/P1NPP3/3QB3/1P2B1PP/R4R1K b - -,g6f8 e4e5 f6e7 d3d2 f7f6 e5e6 f8e6 f5e6 e7e6 f1f3,230
5nk1/1p2qrr1/p1p1p1p1/P1PpP3/1P2pPP1/4P1B1/4Q1R1/5RK1 b - -,e7d7 g2h2 g6g5 h2h6 g5f4 g3f4 g7g6 h6g6 f8g6 e2h2,-14
4r1k1/1R3ppp/3B4/4p3/8/1QP2bP1/5P1P/2q2BK1 b - -,c1f1 g1f1 f3b7 b3b7 h7h5 c3c4 e5e4 f1e2 h5h4 g3h4,847
r1bq1knr/ppp2ppp/2n1p3/b2pP3/3P2Q1/P1N2N2/1PP2PPP/R1B1KB1R b KQ -,a5c3 b2c3 b7b6 a3a4 g8e7 c1a3 f8g8 h2h4 h7h5 g4h3,131
r1bqk2r/pp1n1ppp/2pb1p2/8/3PN3/3B4/PPP2PPP/R2QK1NR b KQkq -,d6e7 g1f3 f6f5 e4d2 g7g6 e1h1 e8h8 c2c3 c6c5 a2a4,-37
8/4k1pp/4pp2/8/1K1PP3/1p3P2/2r3PP/R7 b - -,b3b2 a1b1 c2g2 h2h3 g2f2 b4b5 g7g5 b5c5 h7h5 d4d5,-461
1r1qr1k1/Rp2bbpn/3pn2p/1PpNpp2/N1P5/3PP1PP/3B1PBK/3Q1R2 b - -,h7f6 d2a5 d8c8 a4b6 c8d8 d1f3 f6d5 b6d5 b7b6 a5b6,256
rnb1k2r/pp4pp/8/1Bp1qp2/1Q1N4/8/PPP5/R2K3R b kq -,e8e7 h1e1 c5b4 e1e5 e7f6 e5d5 b8c6 b5c6 b7c6 d5c5,-407
6k1/pp3p2/2p4p/4q1pr/5R2/P2P2QP/1P4PK/5R2 b - -,f7f6 f4f6 e5g3 h2g3 g5g4 h3g4 h5b5 f6h6 g8g7 h6e6,626
3rk3/3p2pp/1p1Pp3/5p2/2P2P2/1K3P2/P6P/1R6 b - -,h7h6 b3c3 e8f7 b1b6 g7g5 f4g5 h6g5 c3d4 f7f6 b6b7,134
6k1/6p1/1b1p3p/r2Pp3/1pP3q1/5p2/1B1R1P1Q/7K b - -,g8h7 d2d3 a5a2 d3b3 b6c5 h2g1 g4h3 g1h2 h3f1 h2g1,-851
8/8/2K5/8/4pk2/3q4/8/1r6 b - -,g8h7 d2d3 a5a2 d3b3 b6c5 h2g1 g4h3 g1h2 h3f1 h2g1,Mate
rnbqkb1r/1p2pppp/1np5/p2pP3/3P4/PB3N2/1PP2PPP/RNBQK2R b KQkq -,c8g4 h2h3 g4f3 d1f3 e7e6 b1c3 b8d7 c1e3 f7f6 f3g4,63
1nbq1rk1/4ppbp/3n3p/2r5/5P2/3B4/5KPP/q5NR b - -,c8g4 h2h3 g4f3 d1f3 e7e6 b1c3 b8d7 c1e3 f7f6 f3g4,Mate
r1b2rk1/pp4pp/2p1n3/5p2/2P2q1P/N2PQ2B/PP3P2/1K1R3R b - -,h7h6 d1e1 c8d7 a3c2 f4e3 f2e3 a8e8 b1c1 g7g5 h4g5,-47
7k/K7/8/8/7P/3B4/8/8 b - -,h8g8 a7b7 g8g7 h4h5 g7h6 d3g6 h6g7 b7b6 g7h8 h5h6,30
8/8/8/1nN5/3kN3/1P6/3K4/8 b - -,d4e5 d2d3 e5f5 b3b4 f5e5 c5a6 e5e6 e4c3 b5a7 a6b8,3551
r1bqkb1r/pp1n3p/2n1p1B1/2ppP1pQ/3P4/2P5/PP3PPP/RNB2RK1 b kq -,e8e7 c1g5 d7f6 g5f6 e7d7 f6d8 d7d8 d4c5 f8c5 g6d3,656
8/6p1/1k2n2p/1p2P3/1P1N4/P3K3/4B2P/8 b - -,e6f8 e5e6 f8g6 d4b5 b6c6 e3e4 c6b7 a3a4 b7c6 a4a5,957
5nk1/1p2qr1r/p1p1p1p1/P1PpP3/1P2pPP1/4P1B1/4Q2R/5RK1 b - -,,0
8/5B2/1p1k1p1p/7P/1PPp1P2/8/4K3/8 b - -,h7h2 e2h2 f7h7 h2e2 e7d7 e2d1 g6g5 f4f5 h7f7 f5f6,Mate
r1q2b1r/1p2p1pp/p4n2/3Np1Nk/8/3B3P/PP3PP1/R1BR2K1 b - -,a6a5 g2g4 f6g4 d3e2 h5g6 e2g4 e7e6 g4e6 c8e8 e6f7,471
2kr3r/1pqbbpp1/p1nppn1p/8/4PPP1/1NN1B2P/PPP1Q1B1/2KR3R b - -,d8g8 e2f2 e6e5 e3b6 c7b8 d1d3 e7d8 c3a4 d8c7 d3c3,292
2r3k1/p3ppbp/1r2q1p1/3n4/2NP4/4P2P/PP2QPP1/2R2RK1 b - -,b6c6 b2b3 g7d4 c1c2 d4f6 f1c1 d5b6 e2g4 e6g4 h3g4,-393
rnbqr1k1/pp3pbp/3p2p1/2pP3n/2P5/2NB4/PP1BNPPP/R2Q1RK1 b - -,,0
1r1r2k1/3n1pbp/p3b1p1/qp1pP3/3B1P2/1PN5/P2QB1PP/2RR2K1 b - -,f7f6 e5f6 d7f6 e2f3 f6e4 d2e3 g7d4 e3d4 e6f7 h2h3,104
8/4k1pp/4pp2/8/1K1PP2P/5P2/1p4r1/1R6 b - -,g7g5 h4h5 g2f2 h5h6 f6f5 e4f5 e6f5 b1e1 e7d6 b4a3,-505
5nk1/1p2qr2/p1p1p1p1/P1PpP3/1P2pPP1/4P1B1/7Q/5RK1 b - -,,0
r2q1rk1/pp3ppp/2nBp3/3p2P1/3Pn2P/2PN4/PP1N1P2/R2QK2R b KQ -,d8d6 d1e2 e6e5 d3e5 c6e5 d4e5 d6e5 d2e4 d5e4 e1a1,6
2r2rk1/4pNbp/p1n2np1/2R5/1q4P1/p1N1B2P/BP2QP2/3R2K1 b - -,e7e6 f7d6 a3b2 d6c8 c6d8 c5c4 b4b7 c8d6 b7e7 c4c8,627
2kr1n1r/2p3q1/1p1pp1np/pP3p2/P2P4/2PB1Q2/3B1PPP/R3R1K1 b - -,d6d5 a1c1 h8g8 g2g3 c8b8 f3e2 h6h5 e2h5 d8d7 d3f1,103
r1bq1k1r/ppp1nppp/2n1p3/b2pP3/3P2Q1/P1NB1N2/1PP2PPP/R1B1K2R b KQ -,a5c3 b2c3 h7h6 h2h4 b7b6 h1h3 h6h5 g4f4 a7a5 a3a4,132
8/4kppp/8/4P3/p4P2/2r3P1/PR4KP/8 b - -,g7g6 g2h3 e7f8 b2b8 f8g7 b8b7 g7g8 b7b4 c3a3 b4b2,60
3Q4/2p5/1p1p2pk/1q1Pp3/4P3/3P2P1/5PK1/8 b - -,g6g5 d8c7 b5b4 c7d8 b4c5 d8f6 h6h7 f6f7 h7h6 g3g4,586
r1b1r1k1/1p3p2/2p2Ppp/p2P4/2B5/2R5/PP4PP/5RK1 b - -,b7b5 c4b3 c6d5 b3d5 a8b8 c3c5 c8d7 f1d1 d7e6 d5c6,-3
2r3k1/p3ppbp/2r1q1p1/3n4/2NP4/1P2P2P/P3QPP1/2R2RK1 b - -,g7d4 c1c2 d4f6 e2g4 e6g4 h3g4 g8g7 g2g3 d5b6 c4b6,-394
8/6bk/3p2bp/2qNp1p1/3nP3/3B4/5BPP/1Q4K1 b - -,g5g4 d5e7 h6h5 e7g6 h7g6 d3f1 g6h7 b1a2 c5c1 a2c4,-10
r4b1r/1p2p1pp/p1q2n2/3Np1Nk/6P1/3B3P/PP3P2/R1BR2K1 b - -,f6g4 h3g4 h5g4 g1g2 c6c1 a1c1 g4g5 g2f3 h7h5 d1g1,Mate
8/4k3/1p3p1p/3B3P/1PPp1P2/8/4K3/8 b - -,f6g4 h3g4 h5g4 g1g2 c6c1 a1c1 g4g5 g2f3 h7h5 d1g1,Mate
2rr2k1/pp3p1p/1n3ppb/3P4/1PbN1P2/B5P1/P2P2BP/3RR1K1 b - -,c4a2 d5d6 d8d6 a3b2 a2d5 d4b5 d6d7 b5a7 c8a8 a7b5,-79
r1bq1k1r/ppp2ppp/2n1p1n1/b2pP3/3P2QP/P1NB1N2/1PP2PP1/R1B1K2R b KQ -,h7h5 g4h3 c8d7 c1g5 d8e8 g2g4 f7f6 g4h5 h8h5 h3g4,207
2r2r2/p4pkp/1p1np1p1/3pR3/3N2P1/2P4P/PP5K/5R2 b - -,h7h6 h3h4 d6e4 h2g2 a7a6 g2h3 g7g8 h3g2 f8e8 h4h5,-352
4b1k1/6pp/1r2p3/p3PP2/2B3P1/P7/6KP/2R5 b - -,e8d7 c1d1 b6c6 d1d7 c6c4 f5e6 g8f8 d7f7 f8g8 f7f5,386
3r2k1/p1n2pp1/2n4p/1p1q4/2p2P2/2P3P1/PPQNRP2/5BK1 b - -,a7a6 f1g2 d5c5 d2e4 c5b6 e2d2 c7e8 d2d8 c6d8 c2d2,67
3b4/2kb4/1p6/4Q3/1K5P/8/8/8 b - -,c7c6 h4h5 d7g4 e5e4 c6d6 e4d4 d6c7 d4f4 c7c6 f4g4,3353
4r1k1/1Q3ppp/3B4/4p3/8/2P3P1/5P1P/2q2BK1 b - -,h7h5 b7b5 e8e6 d6e5 h5h4 b5d5 c1g5 f2f4 g5e7 d5a8,400
2rr2k1/1b1nqpp1/pp1bpn1p/2p1N3/N1PP4/3BP2P/PB2QPP1/2R2RK1 b - -,c5d4 e3d4 d6b8 f1d1 b7a8 f2f4 b6b5 c4b5 a6b5 d3b5,-54
3q1b2/3r1b1k/1pp2pp1/p3p2p/2PnP3/1PN1BNPP/P2R1PK1/2Q5 b - -,g6g5 f3g1 f8b4 g1e2 d4e2 d2e2 f7g6 f2f3 d7d3 c3a4,-118
8/8/1p1k1p1p/3B3P/1PPp1P2/3K4/8/8 b - -,f8c5 h3h4 h7g8 e3d4 e5d4 c3e2 d4d3 e2f4 c5b4 d2d1,Mate
8/1q1b1ppk/2p1p3/2PpP1Q1/3P4/8/3N1P1P/3K4 b - -,,0
r1bq1k1r/ppp2pp1/2n1p1n1/b2pP2p/3P3P/P1NB1NQ1/1PP2PP1/R1B1K2R b KQ -,a5c3 b2c3 d8e8 a3a4 c8d7 g3g5 e8d8 c1a3 f8g8 d3g6,163
1nbq1rk1/4ppbp/3n1q1p/2r5/5P2/3B4/4K1PP/6NR b - -,a5c3 b2c3 d8e8 a3a4 c8d7 g3g5 e8d8 c1a3 f8g8 d3g6,Mate
8/4K3/8/8/3k3Q/8/8/8 b - -,a5c3 b2c3 d8e8 a3a4 c8d7 g3g5 e8d8 c1a3 f8g8 d3g6,Mate
r1rn2k1/3nqp1p/4p1pP/1b1pP3/pp3QN1/1P3NP1/P1PR1PB1/4R1K1 b - -,a8b8 f3g5 b8b7 e1d1 e7f8 g2f1 b5f1 d1f1,151
6k1/1pp2ppp/8/8/8/8/PP3PPP/5K2 b - -,g8f8 f1e2 f8e7 e2d3 b7b5 b2b3 e7d6 a2a4 d6c5 a4a5,43
5nk1/1p2qr1r/p1p1p1p1/P1PpP3/1P2pPP1/4P1B1/5R1R/3Q2K1 b - -,,0
r1bqk2r/pp1pppbp/2n2np1/8/5B2/2N1PN2/PPPQ1PPP/R3KB1R b KQkq -,f6h5 f4g5 h7h6 g5h4 g6g5 h4g3 d7d5 c3d5 h5g3 h2g3,-38
r2q1rk1/1p3pp1/1Qn1bn1p/p2p4/8/P1N1B1P1/1P2PPBP/R4RK1 b - -,d8b6 e3b6 f6d7 b6c7 f8c8 c7f4 g7g5 f4d2 d5d4 c3e4,52
r1b1k1nr/pppQ2pp/1b1p1p2/4p3/4P2B/2PP4/PP2BPPP/RN2K2R b KQkq -,c8d7 b1d2 g8e7 f2f3 h7h5 a2a4 a7a5 h4f2 b6f2 e1f2,-21
2r2rk1/p3b1pp/1p2p3/3n1p2/b1NP4/4P1P1/PB3P1P/R1R2BK1 b - -,h7h6 c4e5 e7d6 f1a6 c8c7 c1c7 d5c7 a6f1 f8d8 a1c1,8
r4rk1/pp1nq1pp/2p5/2b1pb2/2P1N3/5NPP/PP2QRB1/R1B3K1 b - -,f5e4 e2e4 d7f6 e4e2 e5e4 c1e3 e4f3 e3c5 e7c5 g2f3,-125
2r1r1k1/pp3p1p/3q2p1/1b1PP3/4P3/1B2B3/P2Q2PP/5RK1 b - -,d6e5 f1f4 e5a1 g1f2 g6g5 f4f3 e8e4 d5d6 e4g4 b3d1,-152
5rk1/1brpqpp1/pp3n1p/4pP2/2PbP1P1/1PN2B2/P1RB3P/3RQ2K b - -,e7d6 h2h4 b6b5 g4g5 b5c4 g5f6 d6f6 e1g3 c4b3 a2b3,131
8/2k5/1p3p1p/3B3P/1PPK1P2/8/8/8 b - -,e7d6 h2h4 b6b5 g4g5 b5c4 g5f6 d6f6 e1g3 c4b3 a2b3,Mate
5k2/1pp2ppp/8/8/8/8/PP2KPPP/8 b - -,f8e7 e2d3 b7b5 b2b3 e7d6 a2a4 d6c5 a4a5 c5d5 d3e3,35
r1bq1k1r/ppp2pp1/2n1p1n1/b2pP2p/3P3P/P1NB1N1Q/1PP2PP1/R1B1K2R b KQ -,c8d7 c1g5 d8c8 g2g4 c6d4 d3g6 c7c5 g6d3 d4f3 h3f3,211
8/2n3p1/1k5p/1B2P3/1P1N4/P3K3/7P/8 b - -,g7g6 b5c4 h6h5 a3a4 b6b7 a4a5 g6g5 e3e4 g5g4 e4f5,836
r2q1rk1/pppbbppp/2np1n2/1B2p3/P2PP3/2P2N2/1P3PPP/RNBQR1K1 b - -,e5d4 c3d4 c6b4 b5d7 d8d7 b1c3 a7a5 c1g5 c7c6 d1d2,33
2kb4/3b4/1p6/4Q2P/1K6/8/8/8 b - -,e5d4 c3d4 c6b4 b5d7 d8d7 b1c3 a7a5 c1g5 c7c6 d1d2,Mate
8/4kb2/1p1p1p2/7p/1P3P1P/2P3KB/8/8 b - -,f7e6 h3f1 d6d5 f1e2 e6f7 g3f3 e7d6 f3e3 f7e8 e2f3,50
1b6/5k1p/2B2p1B/1Pp3p1/2b5/P3N1P1/5PP1/6K1 b - -,c4d3 b5b6 b8d6 b6b7 d6e5 c6d5 f7e7 a3a4 e7d8 h6f8,608
2rr2k1/pp3p1p/1n1P1ppb/8/1P1N1P2/B5P1/b2P2BP/3RR1K1 b - -,a2d5 g2d5 b6d5 d4b5 a7a6 b5c3 d8d6 b4b5 d6d8 c3d5,-76
2rr2k1/1bbnqpp1/pp2pn1p/2p1N3/N1PP4/3BP2P/PB2QPP1/2RR2K1 b - -,c5d4 e3d4 d7e5 d4e5 f6d7 f2f4 e7b4 d3c2 b7c6 a2a3,-52
rnbqk2r/pp1p1ppp/2p5/4P3/4n3/P1P2Q2/2P2PPP/R1B1KBNR b KQkq -,e4g5 f3g3 g5e6 f1d3 d7d5 e5d6 d8f6 g1e2 e8h8 e1h1,298
rnbqk2r/ppp1ppbp/3p1np1/8/1PP5/P5P1/1B1PPP1P/RN1QKBNR b KQkq -,,0
r4b1r/1p2p1pp/p1q2n2/3Np1N1/6Pk/7P/PP3P2/R1BR1BK1 b - -,c6d5 d1d5 f6g4 h3g4 e7e6 d5e5 f8d6 e5e4 h8f8 g5e6,1272
8/8/4K3/8/7Q/2k5/8/8 b - -,c6d5 d1d5 f6g4 h3g4 e7e6 d5e5 f8d6 e5e4 h8f8 g5e6,Mate
8/2k5/5p1p/1pPB3P/1P1K1P2/8/8/8 b - -,c6d5 d1d5 f6g4 h3g4 e7e6 d5e5 f8d6 e5e4 h8f8 g5e6,Mate
2Q4K/3k4/8/5q1P/8/8/8/8 b - -,c6d5 d1d5 f6g4 h3g4 e7e6 d5e5 f8d6 e5e4 h8f8 g5e6,Mate
5nk1/1p2qr1R/p1p1p3/P1PpP1p1/1P2pPP1/4P1B1/5R2/3Q2K1 b - -,,0
r1b1r1k1/5p2/2p2Ppp/pp1P4/8/1BR5/PP4PP/5RK1 b - -,c8a6 c3c6 a5a4 b3c2 a6b7 c6c5 a8d8 f1d1 e8e2 g1f1,27
1r3rk1/p1q1bpp1/2p1p2p/2PpNb2/PP1PnB2/7P/4NPP1/2RQ1RK1 b - -,e7g5 f4g5 h6g5 d1e1 f7f6 e5c6 c7c6 b4b5 c6d7 f2f3,23
rnbqk1nr/pp2ppbp/3p2p1/2P5/4P3/2NB4/PPP2PPP/R1BQK1NR b KQkq -,c8e6 c5d6 d8d6 d3b5 b8c6 d1d6 e7d6 g1e2 g8f6 c1f4,139
4r1k1/5ppp/3B4/1Q2p3/8/2q3P1/5P1P/5BK1 b - -,e8a8 d6e5 c3d2 e5f4 d2a5 b5b7 a8d8 f1c4 a5f5 h2h4,262
8/6pp/3kpp2/8/2KPPr1P/8/1R6/8 b - -,f4e4 b2b6 d6c7 b6a6 c7b7 a6a2 e6e5 c4d5 e4d4 d5e6,-483
2r3k1/4prbp/Q1n2np1/2R5/1q4P1/p1N1B2P/BP3P2/3R2K1 b - -,c8b8 b2a3 b4b7 a6b7 b8b7 c5c6 e7e6 a2e6 b7e7 e6f7,673
r2qk1nr/p2b1ppp/Q3p3/1p6/1bpP4/4PN2/1P1B1PPP/RN2KB1R b KQkq -,b4e7 f3e5 g8f6 e5c6 d8c7 c6e7 e8e7 f1e2 h8c8 e1h1,403
8/1pp1kppp/8/8/8/3K4/PP3PPP/8 b - -,b7b5 b2b3 e7d6 a2a4 d6c5 a4a5 c5d5 d3e3 c7c5 a5a6,35
8/6pk/1b1p3p/r2Pp3/1pP3q1/5p2/1B1R1P2/6QK b - -,g4h3 g1h2 h3f5 h2g3 b6d8 d2d1 d8f6 h1h2 f6g5 h2h1,-901
r2qk2r/pppn1ppp/3bpn2/3p1b2/4P3/1P1P2P1/PBPN1PBP/R2QK1NR b KQkq -,f5g6 d1e2 d5e4 d3e4 d6b4 f2f3 d8e7 a2a3 b4c5 g1h3,54
r3r1k1/bppbnppp/p2p1q2/4PP2/P1NP4/3QB3/1P2B1PP/R4R1K b - -,d6e5 d4e5 f6h4 e3a7 d7f5 d3d4 h4e4 d4e4 f5e4 e5e6,339
3Q3K/3k4/8/5q1P/8/8/8/8 b - -,d6e5 d4e5 f6h4 e3a7 d7f5 d3d4 h4e4 d4e4 f5e4 e5e6,Mate
1r6/3p1kpp/1p1Pp3/5p2/P1P2P2/2K2P2/7P/1R6 b - -,g7g5 a4a5 g5f4 a5b6 e6e5 c4c5 e5e4 c3b4 e4e3 b4b5,383
5nk1/1p2q2r/p1p1p3/P1PpPPp1/1P2p1P1/4P1B1/5R2/3Q2K1 b - -,,0
2r2rk1/4ppbp/p1n2np1/q5N1/1p2N1P1/P3B2P/BP2QP2/2RR2K1 b - -,c6e5 c1c8 f8c8 g5f7 e5f7 e4g5 b4a3 b2a3 h7h6 a2f7,539
8/4kb2/1p1p1p2/5B1p/1P3P1P/2P2K2/8/8 b - -,d6d5 f5h7 d5d4 c3d4 f7d5 f3e2 d5e6 e2e3 e7d6 h7g6,76
4rrk1/p5pp/1p6/q1nP4/1b1Qp2B/4P3/PP2BPPP/R4RK1 b - -,c5d7 d5d6 a5c5 d4c5 b4c5 e2b5 g7g5 h4g5 c5d6 a1d1,837
6k1/4b3/p6p/1p2pqp1/PPp1N3/2Pr1P1P/4Q1PK/2B5 b - -,h6h5 a4a5 g8f7 c1d2 f7e6 h2g1 g5g4 f3g4 h5g4 h3g4,-128
2rr2k1/1bbnqpp1/pp2pn1p/4N3/N1PP4/3B3P/PB2QPP1/2RR2K1 b - -,d7e5 d4e5 f6d7 f2f4 b7c6 a4c3 d7c5 d3c2 d8d1 c1d1,-52
6k1/5bpp/1r2p3/p2BPP2/6P1/P7/6KP/2R5 b - -,e6d5 c1c8 f7e8 c8e8 g8f7 e8a8 f7e7 a8a7 e7f8 e5e6,460
rn1q1rk1/pp2npp1/2p3b1/3P1pPp/2B5/P1B5/1PP1Q2P/2KR2NR b - -,d8d6 d5c6 d6f4 c3d2 f4c7 c6b7 c7b7 g1h3 f8e8 d2c3,206
8/2Q5/1p1p2pk/1q1Pp3/4P3/3P2P1/5PK1/8 b - -,b5d3 c7d6 d3e4 g2h2 e4f3 h2g1 e5e4 d6e5 g6g5 e5h8,17
2bq1rk1/5pbp/r1np2p1/1NpB4/4P3/4BP2/PP4PP/R2Q1RK1 b - -,c8e6 d5e6 f7e6 d1e2 d8e7 g1h1 f8a8 f1d1 a6b6 b5d6,110
5k2/6p1/1p1p2PP/pPpP2K1/P7/2P5/8/8 b - -,f8g8 c3c4 g7h6 g5h6 g8h8 h6g5 h8g7 g5f5 g7g8 f5e6,Mate
3k4/8/8/8/4K3/2N5/3R4/q2B4 b - -,d8c7 e4d3 c7d6 d2a2 a1c1 a2a6 d6e7 a6a5 e7f7 d3c4,20
2kr3r/pq4pp/2b1pp2/1p1n4/2pP4/2P1PBP1/PP1NQ2P/1K1R3R b - -,c8b8 b1a1 h8e8 e3e4 d5b6 h2h4 e8f8 g3g4 e6e5 d4d5,25
6k1/1p1nq2r/p1p1pP2/P1PpP1p1/1P2p1P1/4P1B1/5R2/3Q2K1 b - -,,0
r3r1k1/bppbnppp/p4q2/4PP2/P1N5/3QB3/1P2B1PP/R4R1K b - -,f6c6 e5e6 d7e6 f5e6 c6e6 e3a7 b7b6 e2f3 a8d8 d3c3,436
rnbq1rk1/pp3ppp/3b4/3p4/2PP4/1Pn2N2/1B1NBPPP/R2Q1RK1 b - -,c3d1 f1d1 f8e8 f3e5 c8e6 c4d5 e6d5 d2c4 b8c6 e2f3,-488
3k4/8/8/8/8/2NK4/4R3/q2B4 b - -,a1a7 e2e4 a7h7 c3d5 h7h3 d3d4 h3a3 d4e5 a3a1 e4d4,25
8/1R4pp/3kpp2/8/2KPr2P/8/8/8 b - -,e6e5 b7b6 d6e7 b6b7 e7e6 c4c5 e4d4 h4h5 d4d7 b7d7,-628
r1bq1r2/pp3p1k/2p2bpP/7n/4PB2/2NP3P/PP1QN3/2KR3R b - -,h5f4 e2f4 a7a5 d3d4 f6g5 h3h4 g5h6 c1b1 b7b5 d2f2,-28
2bQ2k1/1q3pp1/2p1p3/2PpP3/3P4/8/3N1P1P/3K4 b - -,,0
2r3k1/pp3p1p/1n1r1ppb/8/1P1N1P2/6P1/bB1P2BP/3RR1K1 b - -,a2d5 d4b5 d6d7 b5a7 c8a8 a7b5 d5g2 g1g2 f6f5 b2d4,-74
