8/8/2K5/8/2B3P1/8/4kp2/8 b - -,e2e3 c6d5 e3f4 c4e2 f4e3 e2f1 e3f4 f1c4 f4g4 d5e4,Mate
5KQ1/8/8/3q4/5k2/8/8/8 b - -,,0
4qrk1/2pn1pbp/1p1p2p1/1b1Pp2n/P3P3/1B3N2/3B1PPP/R2QR1K1 b - -,h7h6 a4b5 f7f5 e4f5 d7c5 b3c2 e5e4 a1a3 f8f5 f3h4,477
rn1qkb1r/3p1ppp/B2n4/2pN4/8/5Q2/PP3PPP/R1B1K1NR b KQkq -,f8e7 a6d3 b8c6 g1e2 a8a5 c1f4 c5c4 d3c2 d6b5 f3e4,500
1k1r3r/ppp1b1pp/1qn5/3pP3/3N2nP/2P3P1/PBQN2K1/4RR2 b - -,c6e5 b2c1 e7f6 d2f3 b6a6 f3e5 g4e5 c1g5 f6g5 h4g5,-266
r1bq1r2/ppb1npp1/2n1p1k1/1N1pP1N1/3P4/B1PQ4/5PPP/R3K2R b KQ -,e7f5 b5c7 d8g5 a3f8 a8b8 g2g4 g5g4 e1f1 c8d7 h1g1,315
4r1k1/1p4r1/3R4/1PpP4/p1P5/P6b/5KP1/3RN3 b - -,e8f8 f2g1 f8e8 d6f6 h3g4 e1f3 e8e2 f3h4 e2e3 d1a1,139
3rr1k1/1ppq1pp1/1pnp3p/3Pp3/8/3P1N1P/PPPQ1PP1/3RR1K1 b - -,c6a5 b2b4 d8a8 d1a1 d7a4 b4a5 a4a5 c2c4 a5d2 f3d2,267
1r5k/7p/1q4R1/pp1p3R/2pP4/b1P1B3/1nQK4/8 b - -,b2d3 g6b6 b8b6 d2d1 d3b2 d1e2 b2d3 c2a2 b6e6 a2a3,Mate
8/2k2p2/p1n1p2p/3pP3/3P2K1/r4N2/5P1P/3R4 b - -,a6a5 f3g1 a3a4 g1e2 a4a2 e2c3 a2f2 h2h4 c7d7 g4h5,-333
r2q1rk1/pp1nbppp/2pp1n2/4p2b/4P3/1BPPBN1P/PP1N1PP1/R2Q1RK1 b - -,d6d5 f1e1 h7h6 b3c2 f8e8 d2f1 e7c5 e3c5 d7c5 e4d5,-7
8/8/6Q1/2P1q3/4kp1p/8/7K/8 b - -,e4d5 c5c6 e5e2 h2h1 e2f3 h1g1 f3e3 g1f1 e3c1 f1f2,-2
1r3rk1/2q2ppp/p3b3/3pp3/1P2P3/2N2NQP/1PP2PP1/1R2R1K1 b - -,d5e4 g3e5 c7e5 f3e5 b8b4 c3e4 e6f5 f2f3 f5e4 e1e4,541
8/1Br3p1/R2k1p1p/Pp6/8/2PPb3/1P5P/7K b - -,d6d7 b7e4 b5b4 e4f5 d7e8 c3b4 c7c1 h1g2 c1c2 g2f3,240
8/5K1k/8/5Np1/5pP1/5P1P/8/8 b - -,d6d7 b7e4 b5b4 e4f5 d7e8 c3b4 c7c1 h1g2 c1c2 g2f3,Mate
1R6/5p1k/2b1r3/2Bp2pp/p2P1p2/P4P2/5PKP/8 b - -,e6e1 c5d6 h5h4 h2h3 f7f6 b8b6 c6e8 b6b7 h7g6 b7e7,-56
1r1qr1k1/pbpnbpp1/1p1ppn1p/8/2PPP3/1PN2NP1/PBQ2PBP/R3R1K1 b - -,f6h7 a1d1 a7a6 h2h4 c7c5 d4d5 e6e5 g2h3 b7c8 c2d3,104
r4rk1/pQ1p3p/1p1R4/2p5/4P3/2N5/PPP2PP1/4KB2 b - -,f6h7 a1d1 a7a6 h2h4 c7c5 d4d5 e6e5 g2h3 b7c8 c2d3,Mate
8/7R/4pkp1/P7/3PKP2/6r1/1P5p/8 b - -,g3b3 h7h2 b3b5 b2b4 b5b4 h2a2 b4b7 a5a6 b7a7 a2a1,521
4n3/pp2k3/2p3pp/2P2P2/3N4/5K2/PP3P2/8 b - -,g6g5 d4e6 e8f6 b2b4 f6d5 a2a3 a7a6 f3g3 d5c3 g3g4,-43
1k1r3r/ppp1b1pp/1qn5/3pP3/6nP/1NP2NP1/PBQ3K1/4RR2 b - -,g4e3 e1e3 b6e3 f1e1 e3b6 b2c1 b6a6 c1f4 d8e8 e5e6,-253
8/8/K7/8/6k1/4Q3/8/8 b - -,h8f8 b2c1 b6a6 c1f4 g7g6 c2e2 a6e2 e1e2 b8c8 f1c1,Mate
r2r2k1/pp3ppp/8/3qn3/3PpNb1/2P1P3/1PQ2PPP/1R2R1K1 b - -,d5a5 b1a1 a5c7 d4e5 c7e5 a1a4 g4f5 e1d1 g7g5 f4e2,126
r1b1kb1r/2qn1ppp/1n1pp3/1N4B1/4P1P1/5P2/PPPQ3P/2KR1B1R b kq -,c7a7 b5a7 a8a7 c1b1 d6d5 e4d5 f8c5 d5e6 f7e6 d2e1,540
2q2rk1/4Rpp1/pR2pP1b/1b1pP2p/r2B1N1P/2P3P1/P7/3Q2K1 b - -,a4a2 f6g7 h6g7 b6b7 c8c4 f4h5 b5a4 d1f3 a2a1 g1h2,103
3rr1k1/1ppqnpp1/1p1p3p/3Pp3/2P5/3P1N1P/PP1Q1PP1/3RR1K1 b - -,e7g6 d2c2 f7f5 a2a4 d7f7 b2b4 c7c6 d5c6 b7c6 a4a5,-69
3k4/pp4pp/2pbb3/4pp2/2P1P3/1P4P1/PBB2P1P/6K1 b - -,g7g6 e4f5 g6f5 f2f3 d8e7 g1g2 b7b5 c4b5 c6b5 g3g4,4
rn1qkbnr/pp3ppp/4p3/2p2b2/2B2P2/6N1/PPPP2PP/R1BQK1NR b KQkq -,f5g6 g1f3 f8d6 d2d3 b8c6 e1h1 d8c7 d1e2 e8a8 e2f2,-35
r2qkb1r/3p1ppp/n2n4/2pN4/8/5Q2/PP2NPPP/R1B1K2R b KQkq -,a6b4 d5c7 d8c7 f3a8 d6c8 e1h1 f8d6 a8e4 c8e7 c1f4,309
2r1r1k1/p3bpp1/2q1p2p/1BppBb2/3Pn3/2N3P1/P4P1P/R2QR1K1 b - -,c6b7 b5e8 e4c3 d1f3 f7f6 f3c3 f6e5 g3g4 f5e4 f2f3,-561
2k1r2r/pppqn3/P2bnp2/1P1p2pp/3P2b1/2PBNN2/5PPP/R1BQR1K1 b - -,e6f4 e3g4 h5g4 f3e5 d6e5 d4e5 f4d3 d1d3 d7f5 a6b7,119
r1b2rk1/pp2qppp/2p1p3/2Pp4/P1PPn3/4PN2/2Q1BPPP/R4RK1 b - -,b7b6 c4d5 e6d5 c5b6 a7b6 c2c6 c8e6 c6b6 f8b8 b6c6,141
8/8/6Q1/2Pkq3/5p1p/7K/8/8 b - -,b7b6 c4d5 e6d5 c5b6 a7b6 c2c6 c8e6 c6b6 f8b8 b6c6,Mate
r1bq1rk1/3nbppp/p3p3/1p1pP3/3B2P1/2N4P/PPP1QPB1/2KR3R b - -,c8b7 e2e3 b5b4 c3e2 a6a5 f2f4 b7a6 c1b1 a5a4 f4f5,-77
8/8/7R/2k5/6KP/8/8/r7 b - -,,0
3r1rk1/p2p3p/1p1R4/2pQ4/4P3/2N5/PPP2PP1/4KB2 b - -,c5d5 g4f5 a1f1 f5g6 d5e6 g6g7 e6e7 h6g6 f1f7 g7h6,Mate
r1bk1bnr/pp3ppp/4p3/1B1pP3/3q4/1Q6/PP3PPP/RNB2RK1 b - -,d4e5 c1e3 g8f6 b1d2 e5b8 f2f4 f8d6 e3d4 d8e7 d2f3,-24
3r1rk1/p4ppp/2p2bb1/4p3/2B5/2P1PN1P/PP2K1P1/3R1R2 b - -,a7a5 g2g4 a5a4 h3h4 d8d1 f1d1 e5e4 f3d4 c6c5 d4c6,35
5rk1/pp2bppp/2p2n2/3Q2N1/1P3B2/P6P/2P2PP1/4R1K1 b - -,f6d5 f4c1 f8e8 g5f3 g8f8 c2c4 d5b6 c4c5 b6d5 f3e5,-11
r5r1/1ppknp1p/1p1p4/8/4bB2/1N3BP1/PPPK1P1P/R5R1 b - -,e4f3 b3d4 f3d5 a2a4 c7c5 d4e2 e7g6 b2b3 d5c6 h2h4,-39
2kr1b1r/ppp2ppp/3q1n2/3P4/3Q4/P1N2B1P/1PP2PP1/R4RK1 b - -,c7c5 d4c4 c8b8 c3b5 d6b6 f1e1 f8d6 b5d6 b6d6 h3h4,214
r1bkn3/pp1pnBp1/8/8/8/8/P2NK3/8 b - -,e8d6 f7h5 b7b6 e2f2 c8a6 h5e2 a6e2 f2e2 a8c8 a2a4,-870
r2qkb1r/ppp1ppp1/2n4p/3pB2n/3P2b1/4PN1P/PPPN1PP1/R2QKB1R b KQkq -,c6e5 h3g4 e5f3 d1f3 h5f6 g4g5 f6g8 g5g6 f7g6 f3g4,173
3rnrk1/1bpq1p1p/pp2p1pb/3pP3/P1P5/1P1BP3/1BQN1PPP/2R1R1K1 b - -,d7e7 c4c5 e7c5 c2c5 b6c5 e1d1 d5d4 e3d4 f7f6 c1c5,144
2r1r1k1/p3bpp1/2B1p2p/2ppBb2/3P4/2n3P1/P4P1P/R2QR1K1 b - -,c3d1 c6e8 c8e8 a1d1 c5c4 g3g4 f5c2 d1c1 c2h7 e1e3,-513
8/8/7R/2k4K/7P/8/8/1r6 b - -,,0
rnbqk2r/ppp3pp/4pn2/3p1p2/3P4/NP3NP1/P1P1PPBP/R2QK2R b KQkq -,d8e7 d1c1 e8h8 e1h1 b7b6 f3e5 c8b7 c2c4 c7c5 f1d1,27
r1bkn2n/pp2Rp2/3P3p/8/8/5B2/PP3PPP/2R3K1 b - -,e8d6 e7e3 a7a5 f3e2 c8e6 e3d3 d8d7 e2f3 h8g6 f3b7,113
3rr2k/1b2q2p/p3PppP/1ppp4/6B1/2P1Q1R1/PP3PP1/4R1K1 b - -,d5d4 c3d4 d8d4 g4f3 h8g8 f3b7 e7b7 g3f3 b7e7 g2g3,150
3r2k1/p2p1r1p/1p1R4/2pQ4/2B1P3/2N5/PPP2PP1/4K3 b - -,d5d4 c3d4 d8d4 g4f3 h8g8 f3b7 e7b7 g3f3 b7e7 g2g3,Mate
6k1/1p3r1n/1p1p2p1/p2P1bPp/2P2p1P/2N2B2/PP1K4/4R3 b - -,f7f8 c3b5 f8d8 f3g2 g8f7 g2e4 h7f8 e4f5 g6f5 b5d4,237
4rk2/1R3pb1/2p1q3/p4pB1/3P1Q2/5P2/6PK/8 b - -,c6c5 b7a7 g7d4 g5h6 f8g8 f4g3 g8h7 h6f4 d4c3 a7c7,-94
2r1B1k1/p3bpp1/4p2p/2ppBb2/3P4/6P1/P4P1P/R2nR1K1 b - -,c8e8 a1d1 c5c4 g3g4 f5c2 d1c1 e7b4 e1e3 c2g6 e5f4,-538
8/7R/P3pkp1/8/3PKP2/8/1P4rp/8 b - -,g2g1 h7h2 g1a1 b2b4 a1a6 b4b5 a6b6 h2b2 f6e7 e4e5,296
rnb3k1/1p3rpp/pq1Q4/5N2/6P1/8/P1P1BP2/R4K1R b - -,b6c7 a1d1 c7d6 d1d6 b8c6 e2c4 h7h6 d6c6 b7c6 f5d6,405
8/8/1Pk5/6pp/3K4/8/2P4P/8 b - -,c6b6 d4e5 g5g4 e5f4 b6c5 f4g5 c5b4 g5h5 g4g3 h2g3,3582
r4rk1/1pp3pp/p2p1pn1/3P4/5Pq1/1Q5P/PPPB2P1/R3R1K1 b - -,g4h4 e1f1 b7b5 a1e1 f8e8 b3c3 e8e1 d2e1 h4h5 c3c6,66
r2q1rk1/pbppbppp/3n4/8/8/2N2B2/PPP2PPP/R1BQ1RK1 b - -,a8b8 a1b1 f8e8 c3d5 d6f5 d1d3 f5h4 d5e7 d8e7 f3b7,32
7R/1pp5/2p2p1R/p3b1p1/4P2k/1P3P2/2r5/6K1 b - -,h4g3 g1f1 g3f3 f1e1 c2b2 h6h3 f3e4 e1d1 b7b6 h8e8,-636
1r1qrnk1/pbp1bpp1/1p1ppn1p/4P3/2PP4/1PN2NP1/PBQ2PBP/R3R1K1 b - -,f6h7 d4d5 h7g5 a1d1 f7f6 e5d6 g5f3 g2f3 e7d6 f3h5,145
r3r1k1/pp1nqpp1/2p4p/3p1b2/3Pn3/2NBPN1P/PPQ2PP1/1R3RK1 b - -,,0
2r3r1/4kp2/P3p3/3p1n2/3P3P/1RPP2p1/3B4/1R2K3 b - -,f5h4 e1e2 g3g2 b1g1 e7f6 a6a7 c8a8 b3b7 g8g4 d2e1,133
r2qk2r/3pNppp/n2n4/2p5/8/5Q2/PP2NPPP/R1B1K2R b KQkq -,a8a7 e7d5 e8h8 e1h1 f8e8 e2g3 d8a8 f3d3 a6b4 d5b4,517
r2q1rk1/1b1nbppp/p3pn2/1pp5/P2P4/1P2PN2/1B1NBPPP/R2Q1RK1 b - -,c5d4 b2d4 d8b8 d1b1 b7c6 a4b5 a6b5 a1a8 b8a8 f1c1,7
8/pp4n1/2p2kPp/2P5/3N1K2/8/PP3P2/8 b - -,a7a5 f4g4 f6g6 d4b3 g7e6 b3a5 e6c5 b2b3 c5e4 a5b7,7
r5r1/1ppknp1p/1p1p4/8/3N1B2/5bP1/PPPK1P1P/R5R1 b - -,f3d5 a2a4 c7c5 d4e2 d5f3 b2b3 a8e8 g1e1 e7d5 f4e3,-34
5rk1/p2R1r1p/1p6/2pQ4/2B1P3/2N5/PPP2PP1/4K3 b - -,f3d5 a2a4 c7c5 d4e2 d5f3 b2b3 a8e8 g1e1 e7d5 f4e3,Mate
1R2b3/5p1k/4r3/2Bp2pp/p2P1p2/P4P1P/5PK1/8 b - -,h7g6 c5b4 f7f6 b8d8 e8c6 d8g8 g6f7 g8f8 f7g7 f8d8,-74
8/8/3k3K/6R1/7P/8/8/1r6 b - -,,0
7R/1pp5/2p2p2/p3b1p1/4P3/1P3PkR/2r5/6K1 b - -,g3f4 h8f8 c2b2 h3h6 f4g3 g1f1 g3f3 h6h3 f3e4 f8g8,-644
3kn3/p2p2p1/1p4n1/r7/8/8/P7/4NK2 b - -,a5a2 e1f3 a2a5 f1e2 a5c5 e2d2 g6e7 d2e2 c5f5 f3d2,-902
r4rk1/pp3ppp/2n2n2/8/2B5/5P2/PP1B1P1P/2R1RK2 b - -,f8c8 e1d1 c6d4 f1g2 h7h6 d2f4 d4c6 g2f1 c6e7 f4e5,82
r1b2rk1/ppq1b1pp/4pp2/2P5/2N1pP1B/2P1P3/PP4PP/R2QK2R b KQ -,f8d8 c4d2 b7b6 d1e2 a7a5 e1h1 c8a6 c3c4 c7c5 f1c1,-157
4r1k1/p3bpp1/4p2p/2ppBb2/3P4/6P1/P4P1P/R2R2K1 b - -,c5c4 a2a4 e8c8 d1c1 c4c3 f2f3 c3c2 g1f2 c8c3 f2e2,-571
r1bk1bnr/pp3ppp/4p3/1B1pP3/1q6/3Q4/PP3PPP/RNB2RK1 b - -,a7a6 b1c3 a6b5 f1d1 b4a5 c1d2 b5b4 c3b5 c8d7 b5d6,-221
2r5/5pp1/4pkb1/2Np3p/1Pr5/2P1R3/1K1R1PPP/8 b - -,,0
3Rr1k1/4rp2/p4n1p/8/5p2/2N5/PPP2PPP/4R1K1 b - -,c4c5 b4c5 c8c5 d2d4 g6e4 f2f3 e4f5 h2h4 e6e5 d4b4,Mate
3rr2k/1b2q2p/p3PppP/1p6/3p1QB1/6R1/PP3PP1/4R1K1 b - -,d8d5 g4f3 g6g5 f4d2 d5d6 f3g4 e8d8 g3d3 h8g8 f2f4,246
r1b1k2r/ppnpb1pp/2n2q2/8/2B5/3Q4/P7/RN2K1NR b - -,d7d5 b1c3 d5c4 d3f3 c8f5 a1d1 h8f8 g1e2 f5d3 f3f6,-896
8/P6R/4pkp1/8/3PKP2/8/1r5p/8 b - -,h2h1b h7h1 b2a2 h1h7 a2a3 h7b7 a3a5 e4d3 f6f5 b7f7,505
r1b2rk1/pp2q1pp/2p1p3/P1Pp1p2/2PPn3/4PN2/2Q1BPPP/R4RK1 b - -,a7a6 f3e5 g8h8 f2f4 g7g6 e2d3 e4f6 h2h3 f8g8 a1b1,188
2r3r1/4kp2/P3p3/3p4/3P3n/1RPP2p1/3BK3/1R6 b - -,g3g2 b1g1 f7f6 a6a7 e7d6 d2e3 h4f5 e3f4 e6e5 f4h2,150
8/5pp1/4pkb1/2Pp3p/2r5/2P1R3/1K1R1PPP/8 b - -,,0
8/p2R3p/6pk/1P2Np2/5K1P/4QP2/6P1/4q2r b - -,h1h4 e5g4 h4g4 f3g4 g6g5 f4f3 e1f1 e3f2 f1a1 d7d6,789
r3k2r/ppq1b1pp/2b1Np1n/2ppP3/3P4/2P2N2/PP3PPP/R1BQK2R b KQkq -,c7d7 e6g7 e8d8 c1h6 c6a4 d1d3 a4b5 d3f5 d7f5 g7f5,605
4r1k1/p3bpp1/4p2p/2ppBb2/3P4/6P1/P4P1P/3RR1K1 b - -,c5c4 g3g4 f5c2 d1c1 c2g6 e1e3 f7f6 e5f4 e7b4 e3h3,-584
7k/5K2/8/5Np1/5pPP/5P2/8/8 b - -,c5c4 g3g4 f5c2 d1c1 c2g6 e1e3 f7f6 e5f4 e7b4 e3h3,Mate
8/pp6/2p1k3/2b1pp1p/2P5/1P1K1PPP/PB6/8 b - -,,0
2k1r2r/p1pqn3/Pp1bnp2/1P1p2pp/3P2b1/2PBNN1P/5PP1/R1BQR1K1 b - -,g4f3 d1f3 e6f4 d3c2 c8b8 c1a3 d6a3 a1a3 d7d6 a3a1,23
r1r3k1/p1qb1ppp/4p3/3pP3/np1N1P2/4Q3/PPP3PP/K2R1B1R b - -,a7a5 f1d3 a4c5 g2g4 a5a4 a1b1 b4b3 a2a3 b3c2 d4c2,-53
8/7K/3k4/6RP/8/8/8/1r6 b - -,,0
3rr1k1/1ppqnpp1/1p1p3p/3Pp3/3P4/5N1P/PPPQ1PP1/3RR1K1 b - -,e7g6 d4e5 d6e5 c2c4 b6b5 d2c3 d7f5 c4b5 e5e4 f3d4,-30
5r1k/p4R1p/1p6/2pQ4/2B1P3/2N5/PPP2PP1/4K3 b - -,e5d4 d2d4 e7g6 c2c4 d7a4 a2a3 a4c2 d1c1 e8e1 c1e1,Mate
8/8/1Pk5/7p/6p1/4K3/2P4P/8 b - -,g4g3 h2g3 c6b6 e3f4 b6b5 f4g5 b5b4 g5h5 b4c3 g3g4,3583
1r1qrnk1/pbp1bppn/1p1pp2p/4P3/2PP4/1PN2NP1/PBQ2PBP/3RR1K1 b - -,h7g5 d4d5 f7f6 f3g5 h6g5 e5f6 e7f6 g2f3 e8e7 f3g4,144
r4r2/1b4pk/1p2ppqp/p2pP1PR/3P2Q1/2P2N2/PP5P/2R3K1 b - -,f6e5 f3e5 g6e4 g4g3 e4f4 c1e1 a5a4 a2a3 f4g3 h2g3,211
r5r1/1p1knp1p/1p1p4/2pb4/5B2/P5P1/1PPKNP1P/R5R1 b - -,e7g6 a3a4 a8e8 b2b3 d5e4 g1e1 e8e6 c2c4 g8e8 a4a5,-61
1r3rk1/1b1qbppp/p2p4/2pPp3/P2P4/1QP2N2/1P1B1PPP/R3R1K1 b - -,f8e8 d4c5 d6c5 f3e5 d7d5 b3d5 b7d5 c3c4 d5e6 d2c3,34
r2qr1k1/pbppbppp/3n4/8/8/2N2B2/PPP2PPP/R1BQR1K1 b - -,c7c6 d1d3 e7f8 c1f4 e8e1 a1e1 d6e8 c3e4 d7d5 e4g5,39
8/3K4/8/8/8/8/1kp1Q3/8 b - -,,0
rnbqk1nr/p1pp1ppp/1p6/2b5/2Q1P3/2N5/PPP2PPP/R1B1KBNR b KQkq -,g8f6 g1f3 f6g4 c1g5 c5f2 e1d2 f7f6 h2h3 g4h2 g5f4,60
k1K5/2N5/8/8/8/n1B5/8/1q6 b - -,,0
2r5/5pp1/4pkb1/3p3p/1Pr5/1NP1R1P1/1K1R1P1P/8 b - -,,0
r1b2rk1/pp2q1pp/2p1p3/P1Pp4/2PPnp2/R3PN2/2Q1BPPP/5RK1 b - -,f4e3 a3e3 e4g5 f3e5 f8f4 c2d2 g5f7 c4d5 c6d5 e3b3,224
3q1rk1/4Rpp1/p1b1pP1b/3pP2p/2rB3P/1RNQ2P1/P1P5/6K1 b - -,g7g6 d4e3 h6e3 d3e3 g8h7 e3a7 h7g8 a7a6 d8c8 a6c8,38
3rr2k/1b2q2p/p3P1pP/1p2Qp2/3p2B1/6R1/PP3PP1/4R1K1 b - -,h8g8 g4f5 d8d5 e5e4 d5d8 e4d3 g8h8 f5h3 b7c6 d3d2,Mate
7R/1pp5/2p2p2/p3b1p1/4Pk2/1P3P2/2r4R/6K1 b - -,c2h2 h8h2 f4f3 h2f2 f3e4 g1g2 c6c5 g2h3 e4d3 h3g4,-714
2r3r1/4kp2/P3p3/3p4/3P3n/1RPP4/3BK1p1/6R1 b - -,e7f6 a6a7 f6f5 b3b7 f7f6 d2e1 h4g6 e1g3 e6e5 e2f3,149
r4rk1/1b1nbppp/1q2p3/p2nP3/1p1N2N1/2PB4/PP1BQ1PP/4RRK1 b - -,b7a6 f1f3 b4c3 b2c3 a6d3 e2d3 e7c5 g1h1 c5d4 c3d4,13
r1b2rk1/pp4pp/3qpp2/8/3PpP1B/4P3/PP4PP/R2QK2R b KQ -,d6a6 d1e2 b7b6 e2a6 c8a6 a1c1 h7h5 e1d2 f8c8 c1c8,-32
4qrk1/2p2pbp/bp1p2p1/2BPp2n/P3P3/5N2/2B2PPP/R2QR1K1 b - -,h5f4 c5e3 a6c8 h2h3 e8e7 a1a3 c8d7 e3c1 g7h6 a4a5,553
2n5/4k1p1/P6p/5K2/7P/1B4P1/8/8 b - -,c8a7 h4h5 e7f8 f5e5 f8e7 b3a4 e7d8 e5e6 d8c7 e6f7,664
3Rb3/5p2/4r1k1/2Bp2pp/p2P1p2/P4P1P/5PK1/8 b - -,e8b5 d8d6 e6d6 c5d6 b5c6 d6c7 c6e8 c7e5 f7f6 e5d6,-82
8/2pp2pp/6p1/1pPP1Pk1/8/PP6/8/6K1 b - -,h7h5 a3a4 b5a4 b3a4 g5f5 a4a5 f5e5 a5a6 e5d5 a6a7,516
r1bq1rk1/pp3ppp/3R4/2p5/4PB1b/2N2Q2/PPP2nPP/2K2B1R b - -,c8d7 h1g1 d7g4 f3e3 d8a5 g2g3 f2e4 g3h4 e4d6 f4d6,380
8/Rpr3p1/3k1p1p/Pp6/8/1PPP1B2/7P/2b4K b - -,c7c3 a7b7 c3b3 b7b6 d6e5 a5a6 b3a3 b6b5 e5f4 f3b7,-10
r2r2k1/pp3ppp/8/4q3/4pNb1/2P1P2P/1PQ2PP1/1R2R1K1 b - -,g4f5 c2b3 b7b6 b1d1 h7h6 b3a4 a7a5 d1d8 a8d8 e1d1,105
7k/5K2/7N/8/5pPp/5P2/8/8 b - -,g4f5 c2b3 b7b6 b1d1 h7h6 b3a4 a7a5 d1d8 a8d8 e1d1,Mate
r2qr1k1/1b3pbp/pnpp1np1/1p1Pp3/2P1P3/1P1B1NNP/P4PP1/R1BQR1K1 b - -,d8b8 f3h2 h7h5 c1e3 b6d7 d3c2 a6a5 h2f3 e8c8 d1d2,67
2K5/k1N5/8/8/3B4/n7/8/1q6 b - -,,0
r1r3k1/p1qb1ppp/4p3/2npP3/1p1N1P2/3BQ3/PPP3PP/K2R3R b - -,a7a5 g2g4 a5a4 a1b1 b4b3 a2a3 b3c2 d4c2 c5b3 c2b4,-55
r5r1/1p1k1p1p/1p1p2n1/2pb4/8/P3B1P1/1PPKNP1P/R5R1 b - -,g6e5 g1d1 e5c4 d2c1 d5f3 d1e1 g8e8 e2f4 d6d5 e3d2,-123
r2q1rk1/pp2bppp/2pp1n2/2B1p2b/4P3/1BPP1N1P/PP1N1PP1/R2Q1RK1 b - -,d6c5 g2g4 f6g4 h3g4 h5g4 d2c4 d8c8 c4e3 e7g5 g1h1,179
3rr1k1/1b2q2p/p3P1pP/1p2QB2/3p4/6R1/PP3PP1/4R1K1 b - -,d8d7 e6d7 e7d7 e5e8 d7e8 e1e8 g8f7 e8h8 b7d5 h8h7,1453
rnb3k1/1p3rpp/p4n2/8/3N2P1/2q1B3/P1P1BP1P/R3QK1R b - -,c3c7 h2h3 b8c6 a1d1 c6e5 d4f3 e5f3 e2f3 c8d7 f1g1,-20
8/1pp5/2p2p2/p3b1p1/4Pk2/1P3P2/7R/6K1 b - -,f4f3 h2c2 c6c5 c2c1 e5d4 g1h2 f3e4 h2g3 b7b6 g3g4,-755
1R6/1p2k1r1/8/1PpP4/p1P5/P4R2/4r1PK/8 b - -,e7d6 f3g3 g7g3 h2g3 e2c2 b8b7 c2c4 b7b8 c4c3 g3f4,10
1b1r2k1/p2q1p2/2p2p1P/P5N1/2PPr2n/4B2P/5P2/2RQR1K1 b - -,f6g5 d1h5 d7h3 h5g5 h4g6 h6h7 g8h7 g5h6 h3h6 e3h6,-674
8/6K1/3k4/6RP/8/8/8/5r2 b - -,,0
r5r1/1p1k1p1p/1p1p4/2pbn3/5P2/P3B1P1/1PPKN2P/R5R1 b - -,e5c4 d2d3 c4b2 d3c3 b2c4 c3d3 c4a3 e2c3 d5c4 d3d2,-526
8/Rpr3p1/3k1p1p/Pp6/2P5/1P1P1B2/3b3P/7K b - -,,0
1rq1rnk1/pbp1bppn/1p1pp2p/3PP3/2P5/1PN2NP1/PBQ2PBP/3RR1K1 b - -,h7g5 f3g5 h6g5 d5e6 f7e6 e5d6 c7d6 c3e4 e8d8 b2a3,208
8/P7/4pkp1/8/3PKP2/8/r6R/8 b - -,a2a5 h2h7 a5a4 e4d3 a4a3 d3c4 f6f5 h7f7 f5e4 c4b4,506
r2qr1k1/1b3pbp/pn1p1np1/1p1Pp3/4P3/1P1B1NNP/P4PP1/R1BQR1K1 b - -,h7h5 c1g5 b6d7 a2a4 b5a4 a1a4 a6a5 a4a3 d8b6 f3d2,112
4qrk1/2p2pbp/bp4p1/2pPp2n/P3P3/3B1N2/5PPP/R2QR1K1 b - -,a6c8 a4a5 b6b5 a5a6 c5c4 a6a7 c8b7 d3c4 b5c4 d1a4,273
6R1/5p2/2b1r1k1/2Bp2pp/p2P1p2/P4P1P/5PK1/8 b - -,g6f5 g8d8 f7f6 d8d6 e6d6 c5d6 c6b5 d6c5 f5e6 c5b6,-63
1k6/pP3Pp1/8/7p/8/N1P5/PP3PK1/R2bq3 b - -,e1e4 g2g1 e4g4 g1f1 d1e2 f1e1 g4f3 f7f8r f3f8 e1e2,-381
8/8/1Pk5/8/5Kpp/8/2P4P/8 b - -,c6b6 f4g4 b6c5 g4h4 c5d5 h4g4 d5e5 h2h4 e5f6 h4h5,3583
r1bq1rk1/ppp2pbp/2n2np1/3pp3/1P1P4/B1PBPN2/P4PPP/RN1Q1RK1 b - -,e5e4 d3e2 e4f3 e2f3 a7a6 b1d2 c6e7 c3c4 c7c6 c4d5,-406
r1b2rk1/pp2q2p/2p1p3/P1PpN1p1/2PPnp2/R3P3/2Q1BPPP/5RK1 b - -,a8b8 e3f4 g5f4 f1b1 a7a6 e2d3 e4f6 e5c6 b7c6 b1b8,312
r5r1/1p1k1p1p/1p1p4/2pb4/2n2P2/P2KB1P1/1PP1N2P/R5R1 b - -,c4b2 d3c3 b2c4 c3d3 c4a3 e2c3 d5c4 d3d2 b6b5 e3f2,-535
6R1/8/8/7p/6k1/5n2/3r4/5K2 b - -,f3g5 g8b8 h5h4 b8g8 d2a2 g8e8 h4h3 e8e2 a2e2 f1e2,-1434
r5r1/PR3p2/4pk2/3p4/3P3n/2PP4/3BK1p1/6R1 b - -,h4g6 d2c1 e6e5 d4e5 g6e5 c1e3 f6f5 g1b1 f7f6 b7b8,149
8/2pp2pp/5kP1/1pPP4/8/PP6/8/6K1 b - -,f6e5 g6h7 e5d5 h7h8q d5c5 h8a8 d7d5 a8a5 c5d6 a5a6,670
8/1pp5/2p2p2/p3b1p1/4P3/1P3k2/R7/6K1 b - -,b7b6 a2f2 f3e4 f2d2 c6c5 g1g2 e5d4 g2g3 e4e3 d2g2,-813
