8/1K6/P2k4/8/8/4p3/8/8 b - -,c4d5 g5h7 d5e6 c2b3 e6f7 h7g5 f7f6 g5h3 f6f5 b3a3,Mate
8/6p1/4k1Pp/5P1P/6K1/8/8/8 b - -,e6e5 g4g3 e5f5 g3f3 f5f6 f3e4 f6e6 e4d3 e6d5 d3e3,Mate
8/5p2/1pk3p1/2P3P1/1PK5/8/8/8 b - -,c6b7 c4b5 b6c5 b4c5 b7c7 c5c6 c7d8 b5b6 d8e7 b6c5,1589
r1b2rk1/1pq1bpp1/pn1p1n1p/4p3/4P3/1NN1BP2/PPP1B1PP/3RQRK1 b - -,b6c4 e2c4 c7c4 b3a5 c4b4 a5b3 a6a5 e1e2 b7b5 e2b5,-30
r5k1/pb1Rpr1p/1p4p1/nBp5/P7/2P1PN2/2P3PP/5RK1 b - -,,0
r4rk1/pb1n2pp/1ppqp3/3p1p2/2PPnN2/4PNP1/PPQ2PBP/R4RK1 b - -,f8c8 h2h4 c6c5 b2b3 h7h6 h4h5 d5c4 c2c4 c5d4 c4d4,40
r1bk1b1r/ppp2Bpp/5n2/4N3/3n1q2/2PPQ3/PP1K1P2/RNB5 b - -,f4e5 e3d4 e5d4 c3d4 f6g4 b1c3 f8e7 f7c4 h8f8 c3e4,-571
2b2nk1/5ppp/ppB1p3/2p1P3/4pPPB/2P1P3/PP5P/6K1 b - -,c5c4 c6e4 f8d7 h4e7 d7c5 e7c5 b6c5 e4c6 g8f8 g1f2,165
8/6p1/5k2/7R/1p1P4/1P5P/rPP3P1/7K b - -,f6e7 h5c5 a2b2 c5c4 b2b1 h1h2 b1c1 h2g3 e7f6 g3f3,526
8/6N1/8/3n4/1p5P/2k1p1P1/2P1K3/8 b - -,c3b2 e2d3 e3e2 d3e2 b2c2 g7e6 c2c3 h4h5 d5f6 h5h6,13
6k1/pp4p1/2b2pq1/7p/6r1/4BP1Q/PP4PP/3RN2K b - -,g4a4 h3e6 g8h7 e3f2 a4b4 e6e2 b4b5 h1g1 g6f5 a2a3,464
r3r1k1/1bp1qppp/8/2pPp3/8/4Q1P1/4PPBP/1R3RK1 b - -,b7a6 d5d6 c7d6 g2a8 e8a8 b1a1 e7b7 f1b1 b7c6 e3a3,85
r3k2r/5pp1/1npBp2p/p4b2/8/2P5/PP2BPPP/R3R1K1 b kq -,h6h5 a1d1 f7f6 e2f3 a8c8 b2b4 a5a4 h2h3 h5h4 d6c5,72
6r1/3r1k1p/p1R1R1p1/1p1p4/1b3B2/8/B4PPP/6K1 b - -,b4c3 c6a6 c3d4 g2g3 g8c8 e6e2 d4c3 a2b3 f7g7 e2a2,420
rn2rbk1/1pq4p/p2p2p1/2pP3n/P1N1P3/2NQ2PP/1P5B/R4RK1 b - -,g8g7 g3g4 h5f6 e4e5 d6e5 f1f6 g7f6 d5d6 c7d8 h2e5,407
2r1r1k1/p1qbpp1p/Pp1p1bp1/3P4/8/2PBB2P/1P2QPP1/R3R1K1 b - -,e7e5 d5e6 e8e6 e2d2 c8e8 d3f1 h7h5 a1d1 c7c8 e3f4,48
r5k1/pp3pp1/7p/6rq/2PPQ3/4P3/PB1N1R2/4K3 b - -,a8c8 d4d5 b7b5 d5d6 b5c4 d6d7 g5g1 f2f1 g1f1 d2f1,69
r3q1k1/3b3p/4ppp1/1PPpP3/P7/1Q2BN1P/5PP1/6K1 b - -,f6f5 f3d4 e8e7 c5c6 d7c8 b5b6 c8a6 b3c3 g6g5 a4a5,460
rn1qk2r/5ppn/p2pb2p/1p1Np1B1/4P1P1/1N5P/PPPQBP2/R3K2R b KQkq -,d8g5 d5c7 e8e7 c7a8 g5d2 e1d2 h7f6 f2f3 h8c8 a8b6,444
b5k1/2q2ppp/1p2pn2/2b1N3/8/2PB4/P1P2PPP/R1B1R1K1 b - -,c5d6 e5f3 f6g4 c1e3 d6h2 g1f1 h2f4 e3f4 c7f4 d3e2,-254
r1b2rk1/p4p1B/1pq1pp2/2bp4/8/PP2P3/2P2PPP/RN1Q1RK1 b - -,,0
3Q4/1p3pk1/2p3p1/p1n1q3/4PN2/5PPP/P6K/8 b - -,e5b2 f4g2 a5a4 h3h4 c5e6 d8e7 b2a2 f3f4 a2c2 h4h5,-187
1r6/N2k2p1/5p2/3R4/3P4/2K4P/1P3PP1/8 b - -,d7e7 a7c6 e7e6 c6b8 e6d5 b8d7 d5d6 d7c5 d6d5 b2b4,802
r3k2r/5pp1/1npBp2p/p4b2/8/1BP5/PP3PPP/R3R1K1 b kq -,a5a4 b3d1 b6c4 d6e5 c4e5 e1e5 e8e7 d1f3 e7d6 a1e1,-36
2r1r1k1/p1qb1p1p/Pp1pPbp1/8/8/2PBB2P/1P2QPP1/R3R1K1 b - -,e8e6 e2d2 c8e8 a1c1 h7h5 d3f1 c7c6 c3c4 c6c8 b2b4,47
r1b1k1nr/ppp1pp1p/2nb2p1/8/8/5N2/PPP1BPPP/R1BN1RK1 b kq -,e7e5 e2c4 f7f6 c2c3 c6d8 f3d2 f6f5 f1e1 c8e6 d1e3,-109
r1b1k2r/3pqppp/2p2n2/p1b1p3/4P3/1PN3P1/P1P2PBP/R1BQR1K1 b kq -,h7h5 c3a4 c5d4 c2c3 d4a7 c1e3 e8h8 d1d2 h5h4 a1d1,68
1Q6/8/8/7p/3n4/7p/P4kN1/7K b - -,h7h5 c3a4 c5d4 c2c3 d4a7 c1e3 e8h8 d1d2 h5h4 a1d1,Mate
6k1/pp4p1/2b2pq1/7p/r7/P3BP1Q/1P4PP/3RN2K b - -,a7a6 h3e6 g8h7 h1g1 a4a5 e6c4 a5e5 e3f2 c6b5 c4c1,465
8/1p3p2/p4k2/3K1Pp1/3P2r1/1P6/1P1R4/8 b - -,g4f4 d5d6 g5g4 d6c7 g4g3 d4d5 f4f2 d2d1 g3g2 d5d6,-268
r4rk1/1pq1bpp1/pn1pbn1p/4p3/4P3/1NN1BP2/PPP1BQPP/3R1RK1 b - -,b6c4 e2c4 c7c4 b3a5 c4b4 a5b3 a6a5 a2a3 b4c4 a3a4,-37
r3k2r/pp1b1ppp/4p3/1B6/1Q1PP3/5N2/3BKPPP/q6R b kq -,a1a6 b5a6 b7a6 h1c1 a6a5 b4b7 e8h8 b7d7 h7h6 d2a5,818
r1q1k2r/1p2n1pp/pbn5/5p2/B1Q2B2/2N5/PPP2PPP/4RRK1 b kq -,c8d8 f4g5 e8f8 a4b3 d8e8 c3d5 b6d8 d5f4 h7h6 g5e7,742
rn2r1k1/1pq3bp/p2p2p1/2pP3n/P1N1P1P1/2NQ3P/1P5B/R4RK1 b - -,b7b5 a4b5 b8d7 g4h5 d7e5 h2e5 g7e5 b5a6 e5c3 b2c3,464
r2q1rk1/1pp2pp1/p1n1pn1p/3p1b2/2PP4/P1N1PNP1/1P2BPP1/R2QK2R b KQ -,d5c4 e2c4 d8e7 a1c1 f8d8 e1h1 e6e5 f1e1 f5e6 d1d3,19
2r3k1/p1qb1p1p/Pp1prbp1/8/8/2PBB2P/1P1Q1PP1/R3R1K1 b - -,c8e8 a1c1 h7h5 d3f1 c7c6 c3c4 c6c8 b2b4 c8a6 c4c5,41
5rk1/p1bq2p1/1pn4p/2p1p3/2P1Nnr1/P2P1PN1/1B4PP/3RRQK1 b - -,g4g3 h2g3 f4e6 f1f2 d7f7 b2c3 h6h5 d1b1 f7g6 a3a4,178
r1b2rk1/5pp1/p1p2n1p/b3N3/P2PN3/3B2Pq/2Q2P1P/R3R1K1 b - -,f6d5 d3f1 h3h5 e1e2 a8b8 e5c6 d5b4 c6e7 g8h8 c2c3,103
rn1q1k1r/pbp2pp1/1p3n1p/3p4/7B/1BPP4/P1P1QPPP/2KR2NR b - -,a7a5 a2a4 d5d4 g1f3 d4c3 e2e5 b7f3 g2f3 b8c6 e5c3,17
1r1Q1rk1/pb2ppbp/5np1/8/2p5/1PN2PP1/PB2P1BP/R3K2R b KQ -,e7e6 d8a5 f6d5 c3d5 g7b2 d5e7 g8g7 a1b1 b2f6 b3c4,628
4r1k1/2r1qp2/pQ3n1p/4nbp1/2P5/1PN1B1PP/P4PB1/3R1RK1 b - -,c7d7 e3c5 e7e6 b6e6 e8e6 d1d7 f6d7 c5d4 e5d3 d4e3,395
rn3rk1/ppQ1ppbp/4b1p1/3q4/3P1B2/4PN2/PP3PPP/R3KB1R b KQ -,f8c8 c7e7 g7f8 e7g5 f8b4 f3d2 b4d2 e1d2 e6f5 f1d3,-125
1n4k1/q4pp1/3Qb2p/P2p4/2pP4/5N1P/4NPP1/6K1 b - -,g8h7 e2f4 c4c3 f4e6 f7e6 d6e6 a7a5 e6f5 h7g8 f5c8,91
1Q6/8/8/7p/3n4/8/P4kpK/8 b - -,g8h7 e2f4 c4c3 f4e6 f7e6 d6e6 a7a5 e6f5 h7g8 f5c8,Mate
rnbq1rk1/ppp2pbp/3p1np1/3Pp3/4P3/P2B1N1P/1PP2PP1/RNBQK2R b KQ -,a7a5 c2c4 f6h5 e1h1 b8d7 c1g5 f7f6 g5e3 f6f5 e4f5,25
r1bqr1k1/ppp2ppp/2np4/3P4/1b2p2N/5PP1/PP1PP1BP/R1BQ1RK1 b - -,c6d4 e2e3 d4f3 h4f3 c8g4 d1b3 e4f3 g2f3 g4f3 f1f3,32
8/8/4k3/8/4N3/3BK3/8/8 b - -,e6d5 d3b5 d5e5 b5c4 e5f5 c4b3 f5e5 e4c5 e5d6 e3d4,20000
3rr1k1/1ppbqp2/p2p2np/6p1/P3Pn2/1BB1RP2/2PQ2PP/3R2NK b - -,b7b5 a4b5 a6b5 c3a5 d8c8 a5c3 g8h7 c3b2 c8d8 g2g3,-48
rn1q1rk1/pppb1p2/5p1p/2b5/2B1P1N1/2N4P/PPP2PP1/R2Q1RK1 b - -,c5d6 c3d5 g8g7 g4f6 b8c6 f2f4 d7e6 g1h1 d6c5 d1h5,473
2r3k1/5ppp/4p3/3pQ3/8/4P2P/5PPK/2r5 b - -,c1c2 f2f4 c2e2 h3h4 h7h6 h2h3 h6h5 e5h5 e2e3 h3h2,-354
r3rbk1/1pqn3p/p2p2p1/2pP3n/P1N1P1P1/2NQ3P/1P5B/R4RK1 b - -,a8b8 g4h5 b7b5 a4b5 a6b5 c3b5 b8b5 h5g6 h7g6 e4e5,435
r5k1/p2Rpr1p/1p4p1/nBp3N1/P3b3/2P1P3/2P3PP/5RK1 b - -,f7f1 g1f1 a7a6 b5d3 e4d3 c2d3 h7h6 g5e4 g8f8 f1e2,28
1r2q1k1/3b3p/4pPp1/1PPp4/P7/1Q2BN1P/5PP1/6K1 b - -,e8f8 e3d4 d7e8 b3e3 h7h6 e3e5 e8f7 b5b6 f8c8 c5c6,685
3rr1k1/1p3pb1/p3qn2/3p2Pp/1P1Bp3/3PP1PP/2P3BK/R2Q1R2 b - -,h5h4 g5f6 g7h6 d1h5 g8h7 h5h4 e4d3 c2d3 e8g8 e3e4,615
1r1q1rk1/1p1bppb1/3p1np1/p6p/P2BP2P/1BN2P2/1PP1Q1P1/R3K2R b KQ -,d8c8 e1a1 d7e6 b3d5 c8d7 h1e1 e6d5 e4d5 f8e8 e2d3,92
rn1q1k1r/1bp2pp1/1p3n1p/p2p4/P6B/1BPP4/2P1QPPP/2KR2NR b - -,d5d4 g1f3 d4c3 e2e5 b7f3 g2f3 b8c6 e5c3 c6d4 h1e1,18
1Q6/8/8/7p/8/5n1K/P4kp1/8 b - -,d5d4 g1f3 d4c3 e2e5 b7f3 g2f3 b8c6 e5c3 c6d4 h1e1,Mate
rn1qk2r/pp1bppbp/3p1np1/8/3NP3/1BN5/PPP2PPP/R1BQ1RK1 b kq -,d8c8 f1e1 b8c6 d4c6 d7c6 c3d5 c8d7 a2a4 e8h8 d1f3,37
1n1qkbnr/1r6/1p2p3/pPp1Pp1p/P1Pp1PpP/3P2P1/3KN3/RNBQ3R b - -,,0
8/6p1/4k3/2R5/1p1P2P1/1P5P/2P3K1/1r6 b - -,b1a1 g2g3 a1e1 g3h4 e6f6 c5b5 e1e2 b5b6 e2e6 b6b4,573
8/3q1p1p/2r3p1/4Q3/2k3P1/7P/5P2/2R3K1 b - -,b1a1 g2g3 a1e1 g3h4 e6f6 c5b5 e1e2 b5b6 e2e6 b6b4,Mate
1r6/N5p1/4kp2/1R6/3P4/2K4P/1P3PP1/8 b - -,b8f8 d4d5 e6e5 a7c6 e5d6 c6a5 f8h8 a5c4 d6c7 d5d6,763
6k1/1p4p1/2p1pR1p/p3N3/4q3/4P1QP/6PK/3r4 b - -,,0
4rrk1/8/3P3p/5n2/5Qp1/5PPq/PP3B1P/3R1RK1 b - -,f5e3 f4f8 e8f8 f2e3 g4f3 f1f2 h6h5 e3f4 h3d7 f2f3,160
2r3k1/5ppp/4p3/3pQ3/8/4P1KP/2r2PP1/8 b - -,h7h6 e5d6 c2b2 d6d7 c8c2 d7e8 g8h7 e8f7 c2f2 f7e6,-359
rnbqkb1r/ppp3pp/5p2/3pN3/4nP2/3P4/PPP1Q1PP/RNB1KB1R b KQkq -,f6e5 d3e4 b8c6 b1c3 d5d4 c3d5 c8e6 e2c4 e6f7 f1e2,-13
rnbq1rk1/1p2ppbp/2pp2p1/p2nP3/P2P4/1B3N1P/1PP2PP1/RNBQ1RK1 b - -,d6e5 f3e5 b8d7 e5f3 h7h6 b3d5 c6d5 b1c3 d7f6 f3e5,27
r1bq1rk1/pp3pp1/2pp3p/n3p3/4P3/1B1PPN1P/PPP3P1/R2QK2R b KQ -,b7b5 e1h1 a5b3 a2b3 a7a5 f1f2 f8e8 d1d2 c8e6 d3d4,-36
4r1k1/p1qb1p1p/Pp1prbp1/8/8/2P1B2P/1P1Q1PP1/R3RBK1 b - -,h7h5 e1d1 d7c6 e3f4 c7c8 d1e1 d6d5 e1e6 c8e6 d2d3,36
r1bk1b1r/ppp2Bpp/5n2/4q3/3Q4/2PP4/PP1K1P2/RNB5 b - -,e5d4 c3d4 f8e7 b1c3 a7a5 d2c2 h8f8 f7c4 c8d7 c1d2,-577
5k2/5p1p/3P2p1/p3p3/4P3/6KP/6P1/8 b - -,e5d4 c3d4 f8e7 b1c3 a7a5 d2c2 h8f8 f7c4 c8d7 c1d2,Mate
2k2b1r/ppp2ppp/4b3/5r2/2P5/3PR3/P1P2PPP/RNB3K1 b - -,f8c5 e3e2 c5d4 c2c3 d4f6 c1e3 h8d8 e2d2 f5a5 c4c5,-79
r5k1/p2Rp2p/1p4p1/nBp3N1/P3b3/2P1P3/2P3PP/5K2 b - -,a7a6 b5d3 e4d3 c2d3 h7h6 g5e4 g8f7 f1e2 f7e8 d7d5,23
r1bqkbnr/1p3ppp/p7/2p1n3/3pP3/3P1N2/PPP1B1PP/RNBQK2R b KQkq -,f8d6 e1h1 e5c6 c2c3 h7h6 b1d2 g8e7 d2b3 e8h8 d1e1,-56
b5k1/2q2ppp/1p1bpn2/8/8/2PB1N2/P1P2PPP/R1B1R1K1 b - -,f6g4 c1e3 d6h2 g1f1 h2f4 e3f4 c7f4 d3e2 g7g6 a1d1,-260
rn1q1k1r/1bp2pp1/1p3n1p/p7/P2p3B/1BPP1N2/2P1QPPP/2KR3R b - -,d4c3 e2e5 b7f3 g2f3 b8c6 e5c3 c6d4 h1e1 c7c5 e1e3,34
1r4k1/p1p1q1pp/3p2b1/P1p5/2P1p1Q1/4P3/3N1PPP/1R4K1 b - -,b8f8 d2f1 g6f7 f1d2 e7e5 d2e4 f7e6 g4h4 h7h6 f2f3,-68
4q1k1/1r1b3p/4pPp1/1PPpN3/P7/1Q2B2P/5PP1/6K1 b - -,d7c6 e3d4 b7c7 b5c6 g6g5 b3b6 e8d8 f6f7 g8g7 a4a5,831
3Q4/1p3pk1/2p3p1/p1n1q3/4PN2/5P1P/P5P1/6K1 b - -,a5a4 d8d2 b7b5 h3h4 g7h7 g1h1 c5e6 f4e6 e5e6 h4h5,-128
r2q1rk1/1ppn1ppp/p2bb3/2p1pN2/4P3/1P1P1N2/P1P2PPP/R1BQ1RK1 b - -,f7f6 f3h4 d7b8 f2f4 e5f4 d1g4 d8d7 c1f4 d6f4 f1f4,19
rnbqkb1r/pp1p1p1p/2p2pp1/8/1P6/P3P3/2PP1PPP/RN1QKBNR b KQkq -,d7d5 g1f3 f8e7 d2d4 e8h8 c2c3 a7a5 b1d2 c8e6 f1d3,-41
rn1q1k1r/1bp2pp1/1p3n1p/p3Q3/P6B/1BpP1N2/2P2PPP/2KR3R b - -,b7f3 g2f3 b8c6 e5c3 c6d4 h1e1 a8a7 e1e3 c7c5 d1e1,23
r1bqr1k1/ppp2ppp/2np4/3P4/1b6/5NP1/PP1PP1BP/R1BQ1RK1 b - -,c6e7 d2d4 f7f6 f3h4 b4a5 d1d3 e8f8 a2a3 a5b6 c1d2,31
7r/1pp1k1p1/1p3n2/4p3/4P3/2P2P2/PP3PK1/R3RN1r b - -,e7e6 a1c1 h8h3 f1e3 h1h2 g2f1 h3f3 e3d1 f3f4 c1c2,-232
8/7p/8/7k/8/p7/Rb6/3K4 b - -,h5g4 d1e1 g4f3 e1f1 f3e4 f1g1 e4d5 a2a3 b2a3 g1g2,-52
5rk1/r3q1pn/p1npbp1p/Np1Np1P1/4PP1P/8/PPPQB3/2KR1R2 b - -,e6d5 d2d5 e7f7 a5c6 f7d5 e4d5 h6g5 f4e5 f6e5 c6a7,571
r3k2r/5pp1/2pBp2p/p4b2/n5P1/2P5/PP2BP1P/R3R1K1 b kq -,f5c2 a1c1 e8a8 e2a6 c8d7 d6e5 c2h7 e5g7 h8g8 c1d1,151
r4rk1/1pq1bpp1/p2p1n1p/4p3/2b1P3/1NN1BP2/PPP2QPP/3RR1K1 b - -,b7b5 e3b6 c7b8 b3a5 f8c8 g1h1 c4e6 c3d5 f6d5 e4d5,-33
r7/1r2ppkp/q2p1np1/1bp5/2N1P3/1P3P2/PQ2N1PP/1KR4R b - -,b7a7 h1g1 h7h5 c1c2 b5c4 c2c4 a6a2 b2a2 a7a2 e2c1,-300
3R3k/p3q2p/1pp1b3/6p1/5P1r/8/PP4BP/3Q2K1 b - -,h8g7 d1d6 g7f7 f4g5 e7d6 d8d6 c6c5 g2f3 e6a2 g1g2,-68
2rr2k1/1bqnbppp/1pp1p3/p7/2NPQP2/P1N1P3/1P3PBP/2RR2K1 b - -,b7a6 c4e5 d7e5 f4e5 a6c4 e4g4 g8h8 c3e4 c4d5 e4g3,8
3rr1k1/1ppbqp2/p2p3p/2n3p1/P3Pn2/1BB1RPN1/2PQ2PP/4R2K b - -,e7f8 c3f6 d8c8 h2h4 g8h7 e3c3 c5b3 c2b3 f8g8 e4e5,67
4N1kr/4K2p/2b3pB/4p3/8/8/1P3P1P/8 b - -,e7f8 c3f6 d8c8 h2h4 g8h7 e3c3 c5b3 c2b3 f8g8 e4e5,Mate
2k2b1r/ppp2ppp/4b3/2qr4/2P5/4Q3/P1PP1PPP/RNB1R1K1 b - -,c5c4 c1a3 f8a3 e3a3 c8b8 a3b2 d5g5 b1c3 e6h3 g2g3,-132
r7/N5p1/4kp2/1R1P4/8/2K4P/1P3PP1/8 b - -,e6d7 b5b7 d7e8 c3d4 a8d8 d4c5 d8d7 b7d7 e8d7 a7b5,941
rnbq1rk1/ppp1p1bp/5np1/3p1p2/2PP4/1P3NP1/PB2PPBP/RN1QK2R b KQ -,d5c4 e1h1 c4b3 d1b3 d8d5 b3c2 c7c6 f3g5 d5d8 b1c3,71
r1bq1rk1/1p1nppbp/2pp2p1/p2nP3/P1PP4/1B3N1P/1P3PP1/RNBQ1RK1 b - -,d5b4 e5d6 e7d6 b1c3 d7f6 d4d5 c8f5 d5c6 b7c6 f3d4,-14
r2qkb1r/pppbpppp/2B2n2/3p4/3P3P/4P3/PPP2PP1/RNBQK1NR b KQkq -,d7c6 g1f3 e7e6 f3e5 c6b5 c2c4 b5c4 e5c4 d5c4 d1a4,-77
8/7p/8/8/6k1/p7/Rb2K3/8 b - -,g4g3 e2f1 g3f3 a2a3 b2a3 f1g1 f3e3 g1g2 e3d4 g2g1,-52
2r3k1/5pp1/3Qp2p/3p4/8/4P1KP/2r2PP1/8 b - -,c2b2 d6e7 c8c2 e7e8 g8h7 e8f7 c2f2 f7e6 f2g2 g3f4,-387
8/6p1/8/3k4/1pRP2PP/1P3K2/2Pr4/8 b - -,g7g5 h4g5 d2h2 f3g3 h2h1 c4b4 h1g1 g3f3 g1f1 f3g2,633
4r1k1/p1qb1p2/Pp1prbp1/7p/3B4/2P4P/1P1Q1PP1/R3RBK1 b - -,e6e1 a1e1 e8e1 d2e1 f6d4 c3d4 d7f5 f1b5 c7c2 e1b4,-10
3r2k1/1p4p1/2p1pR1p/p3N3/4q3/4P1QP/6P1/6K1 b - -,,0
5rk1/r3bppp/b1p1pn2/2P5/2N5/q4B2/P1Q2BPP/R2R2K1 b - -,a6c4 c2c4 f6d5 d1d3 a3a6 c4a6 a7a6 a2a4 e7f6 a1a3,-172
6k1/p1p1q1pp/3p2b1/P1p5/2P1p1Q1/4P3/5PPP/1N4K1 b - -,e7e8 h2h3 g6h5 g4h4 h5e2 b1d2 h7h6 d2e4 e2d3 e4g3,-33
r1b2rk1/p4p1p/1pq1pQ2/2bp1p2/1P6/P2BP3/2P2PPP/RN3RK1 b - -,c6d6 b4c5 b6c5 b1d2 d6d8 f6e5 c5c4 d3e2 c8a6 e5c3,365
r1bk4/ppp2prp/3bn3/3N4/2N5/8/PP3PPP/R1B1R1K1 b - -,e6d4 e1d1 d4c2 c1h6 g7g6 c4d6 c7d6 a1c1 g6h6 c1c2,76
r1b1r1k1/1p2qp1p/p2p1bp1/2pPn3/5Q2/PPN1RN1P/2B2PP1/R5K1 b - -,e5f3 f4f3 f6e5 a1e1 c8d7 b3b4 c5b4 a3b4 g8g7 c3e4,-189
8/7p/8/8/8/p5k1/Rb6/5K2 b - -,g3f3 a2a3 b2a3 f1g1 a3c5 g1h2 f3f2 h2h1 f2e3 h1g2,-52
2r3k1/4Qpp1/4p2p/3p4/8/4P1KP/1r3PP1/8 b - -,c8c2 e7e8 g8h7 e8f7 c2f2 f7e6 f2g2 g3f4 b2f2 f4e5,-394
r2q2k1/p3rppp/bp1p1n2/n1pP4/P7/1PQ2BP1/1B1NPP1P/R3K2R b KQ -,d8e8 e2e3 e8f8 c3c2 f6d7 d2c4 a6c4 b3c4 f7f5 f3e2,52
3rr1k1/1p1n1pb1/p3q3/3p2PQ/1P1Bp3/3PP1PP/2P3BK/R4R2 b - -,d8c8 d4g7 g8g7 f1f6 e8h8 f6e6 h8h5 e6e7 h5g5 e7d7,388
r1bqkb1r/1p3ppp/p1nppn2/2p3B1/2PPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -,h7h6 g5e3 f6g4 e3c1 c5d4 f3d4 d8h4 g2g3 h4f6 d4f3,14
r1bq1rk1/1p1nppbp/2pp2p1/p3P3/PnPP4/1BN2N1P/1P3PP1/R1BQ1RK1 b - -,d6e5 d4e5 d7e5 f3e5 d8d1 f1d1 g7e5 c1g5 f8e8 c4c5,-144
rnbq1rk1/pp2p1bp/2p2np1/3p1p2/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 b - -,a7a5 b1c3 f6e4 d1c2 c8e6 e2e3 b8d7 c4d5 c6d5 f1c1,61
4Q1k1/5pp1/4p2p/3p4/8/4P1KP/1rr2PP1/8 b - -,g8h7 e8f7 c2f2 f7e6 f2g2 g3f4 b2f2 f4e5 g2g5 e5d4,-394
r3k2r/5ppb/2pBp2p/p7/n5P1/2P5/PP2BP1P/3RR1K1 b kq -,a4b6 f2f4 h7e4 f4f5 b6d5 d1d4 d5f6 d6a3 a8d8 d4a4,198
8/2k5/1p1p1n2/p1pP1qQp/P1K1pP2/2P5/2r5/2B1R3 b - -,f5h3 g5f6 h3d3 c4b3 c5c4 b3a3 c2c3 a3a2 d3c2 a2a1,-670
5rk1/r3bppp/2p1pn2/2P5/2Q5/q4B2/P4BPP/R2R2K1 b - -,f6d5 d1d3 a3a6 c4a6 a7a6 a2a4 e7f6 a1a3 f8a8 f3d1,-183
7r/ppp1k1pr/5n2/4p3/4P3/2P1PP2/PP1N3P/R3R1K1 b - -,h7h2 d2f1 h2c2 a1d1 c2b2 d1b1 b2b1 e1b1 b7b6 c3c4,-65
r2qkb1r/ppp1pppp/2b2n2/3p4/3P3P/4PN2/PPP2PP1/RNBQK2R b KQkq -,e7e6 f3e5 c6b5 c2c4 b5c4 e5c4 d5c4 d1a4 d8d7 a4c4,-70
8/8/4N3/3n4/1p5P/4p1P1/2k1K3/8 b - -,,0
4K1kr/7p/6pB/4p3/8/8/1P3P1P/8 b - -,d5e7 g3g4 e7c6 e6c5 c6e5 g4g5 e5g6 h4h5 g6f4 e2e3,Mate
r3k1nr/pppbpp1p/2nb2p1/8/8/4BN2/PPP1BPPP/R2N1RK1 b kq -,g8f6 e3h6 f6g4 h6g7 h8g8 g7c3 g4f6 f1e1 f6e4 e2c4,-145
r1b2rk1/5pp1/p1p2n1p/4N3/P2PN3/3B2Pq/2Q2P1P/4R1K1 b - -,f6g4 e5f3 h3h5 d3f1 h5f5 f1g2 a8a7 h2h3 g4f6 f3e5,-82
2r1r1k1/p1q1b1p1/1pn2p1p/2pBpN2/8/PP1P2P1/4PP1P/R1Q2RK1 b - -,g8h7 d5e4 h7h8 f5h6 e7f8 h6f5 c6d4 c1d1 c7d7 f5d4,179
4r1k1/p1qb1p2/PB1prbp1/7p/8/2P4P/1P1Q1PP1/R3RBK1 b - -,c7b6 e1e6 d7e6 a1a4 d6d5 a4b4 b6d6 g2g3 d5d4 b4b7,-440
2r1r3/p3nk2/1p3p1p/3p3P/2pP3N/2P5/PP3P2/1K1R2R1 b - -,b6b5 b1c2 a7a5 a2a3 e8g8 f2f4 g8g1 d1g1 c8a8 c2d2,-10
1r1r2k1/1bqnbppp/1pp1p3/p7/2NP1P2/P1N1P3/1P3PBP/1QRR2K1 b - -,b8c8 b2b4 b7a8 b4b5 c6b5 c3b5 c7b8 g2a8 b8a8,21
r4rk1/2pqb1pp/4b3/1p1pPp2/p2Pn3/5P2/PPBN2PP/R1BQ1RK1 b - -,c7c5 f1e1 a8c8 f3e4 f5e4 d2e4 d5e4 d4d5 d7d5 d1d5,-132
r7/6p1/2Nk1p2/1R1P4/8/2K4P/1P3PP1/8 b - -,d6d7 c3d4 d7d6 c6a5 a8a7 a5c4 d6e7 d5d6 e7e6 d4c5,808
rn1q1rk1/pp1bppbp/3p1np1/8/3NP3/1BN5/PPP2PPP/R1BQR1K1 b - -,d8a5 c1d2 a5d8 h2h3 b8c6 d4f3 c6a5 d2f4 d7c6 e4e5,31
rnbq1rk1/p2nppbp/2pp2p1/1B2P3/3P1P2/2N1BQ1P/PPP3P1/R3K1NR b KQ -,d8a5 b5e2 b8a6 f3c6 a8b8 e2a6 b8b6 c6a4 a5a4 c3a4,125
8/p6k/1p4p1/7p/8/1P1p2PP/P4K2/8 b - -,h5h4 g3g4 h7h6 f2e3 h6g5 e3d3 g5f4 d3e2 f4g3 g4g5,-752
6k1/q4pp1/n2Qb2p/P2pN3/2pP4/7P/4NPP1/6K1 b - -,g8h7 d6c6 a6b8 c6b5 a7c7 a5a6 e6c8 b5d5 f7f6 d5e4,122
4r1k1/p1Bb1p2/P2p1bp1/7p/8/2P4P/1P1Q1PP1/R3rBK1 b - -,,0
r2q1rk1/1bpnbppp/p3pn2/1p6/3PP3/2NB1N2/PP2QPPP/R1BR2K1 b - -,,0
r1bqkbnr/pp1n1ppp/4p3/2pp4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq -,f8d6 c2c4 g8f6 c4d5 e6d5 d3d4 e8h8 b1c3 c5c4 f3e1,56
