2bn2k1/1p4p1/pqrrpbQp/3p1B2/1P1P1P2/P5P1/1B2R1KP/4R3 b - -,f6e7 g6h7 g8f8 h7h8 f8f7 f5g4 e7f6 g4h5 g7g6 h8h7,Mate
r2qk2r/pp1bbppp/4p3/3p4/2nP1B2/1PP2P2/P1B1N1PP/R2Q1RK1 b kq -,c4d6 c2d3 a8c8 a2a4 a7a6 d1c2 h7h6 f4e5 e8h8 e2f4,11
r1bk4/pp1q1ppp/2p5/b3P3/8/BQ3B2/P4KPP/RN6 b - -,d7d4 f2f1 a5b6 b3b2 d4g1 f1e2 g1e3 e2d1 b6d4 b2b4,-357
r1b1kb1r/ppqn1ppp/3pp3/2pBP3/3P4/2P2N2/PP3PPP/RNBQ1RK1 b kq -,d6e5 d5b3 e5d4 c3d4 b7b5 d4d5 c5c4 b3c2 c8b7 d5e6,418
r2qk2r/pp1bbppp/4p3/3p4/3P1B2/nPPB1P2/P3N1PP/R2Q1RK1 b kq -,e8h8 a1c1 d7c6 c3c4 d5c4 b3c4 b7b5 c4c5 b5b4 f4e5,-12
r3rbk1/pp3pp1/2p2q1p/3n4/3PR1QP/8/PPBB1PP1/4R1K1 b - -,d5c7 h4h5 c7e6 c2b3 a8d8 d2c3 f6g5 g4f3 g5f6 f3f6,157
2rqnrn1/pp3Nbk/3p2pp/2P2p2/2Q2P2/1PN1p1P1/PB2P1KP/3R1R2 b - -,d8a5 f7d6 e8d6 d1d6 c8c5 c4a4 a5a4 c3a4 c5c2 f1c1,33
8/5PQp/4p1p1/1p2P1k1/p5P1/5q2/P5NP/4b1K1 b - -,d8a5 f7d6 e8d6 d1d6 c8c5 c4a4 a5a4 c3a4 c5c2 f1c1,Mate
rnb1r1k1/pp2qppp/2pb1p2/8/2PP4/5N1P/PP2BPP1/R1BQK2R b KQ -,b8d7 d1c2 f6f5 e1f1 d7f6 e2d3 f6e4 g2g3 b7b5 b2b3,-56
r4rk1/pp2bppp/2nq4/8/3PPBb1/P4NP1/6BP/1R1Q1RK1 b - -,d6d8 d4d5 e7c5 g1h1 c6d4 b1b7 d8a5 h2h3 g4f3 g2f3,201
8/5ppk/Q6p/1p3P2/4p3/7P/pq6/7K b - -,d6d8 d4d5 e7c5 g1h1 c6d4 b1b7 d8a5 h2h3 g4f3 g2f3,Mate
r1bqkb1r/ppp1pp1p/2n3p1/3p2B1/Q1PPn3/2N2N2/PP2PPPP/R3KB1R b KQkq -,c8d7 c4d5 c6e5 a4d1 e5f3 e2f3 e4g5 h2h4 e7e6 d1e2,-72
r1b1k1nr/ppp2ppp/3p1q2/2b1n3/2BPP3/5N1P/PPP3P1/RNBQK2R b KQkq -,f6g6 f3e5 d6e5 d4c5 g6g2 h1f1 g2e4 d1e2 e4h4 f1f2,174
7k/6qp/3pP1p1/pPpP1p2/1r2nP2/1P1R4/K1R4P/3Q4 b - -,g7e7 d3e3 h8g8 c2c4 b4b5 e3e4 f5e4 c4e4 b5b8 f4f5,55
r4rk1/1pqn2bp/2ppn1p1/pP2pp2/P1P5/B1NPP1PP/1Q3PB1/1R1R2K1 b - -,a8c8 b5c6 b7c6 b2b7 d7c5 b7c7 c8c7 c3e2 f8c8 d3d4,105
r1bqk2r/p1p2ppp/2pp2n1/2b5/N3P3/3B4/PPP2PPP/R1BQ1RK1 b kq -,c5b6 d1d2 d8f6 b2b3 g6h4 d2g5 f6g5 c1g5 h4g6 h2h3,39
r4rk1/2pbnppp/pp1q4/P1NPp3/2P5/B3P3/4BPPP/R2QK2R b KQ -,b6c5 d1c2 a8e8 e1h1 e7g6 f2f3 e5e4 f3f4 g6h4 a1b1,129
r1b2rk1/p1p3p1/1p4Qp/3n1pN1/1q1Pp2P/3BP3/PP3PP1/2R2K1R b - -,h6g5 d3c4 c8b7 g6e6 f8f7 c4d5 b7d5 e6d5 a8f8 h4g5,297
r1bq1rk1/5pp1/2p4p/p7/2Q5/4PN2/P4PPP/R4RK1 b - -,c8a6 c4c6 a6f1 a1f1 d8d3 f3d4 a8b8 h2h3 b8b1 f1c1,-271
r2r1bk1/pp3pp1/2p2q1p/3nR3/3P2QP/8/PPBB1PP1/4R1K1 b - -,a7a5 h4h5 f8b4 d2b4 a5b4 e5f5 b4b3 c2b3 f6d6 g2g3,178
5r2/1K1P1kpp/8/8/p7/P5P1/5R1P/8 b - -,a7a5 h4h5 f8b4 d2b4 a5b4 e5f5 b4b3 c2b3 f6d6 g2g3,Mate
8/5k2/p1p4p/P7/1P3K2/2P5/8/8 b - -,f7e6 f4e3 h6h5 c3c4 e6d6 e3d3 h5h4 d3e2 c6c5 b4c5,-763
r1b2rk1/1pq4n/p1nbpp1Q/3N2N1/3P4/6P1/PP2PPBP/2R2RK1 b - -,f6g5 d5c7 d6c7 h6g6 g8h8 g2e4 h7f6 g6h6 h8g8 e4c6,554
6k1/4pp2/3p2p1/2qP3p/2n1PP1P/5KP1/N3Q3/8 b - -,c5d4 a2c1 c4d2 f3g2 d2e4 e2f3 d4d5 c1e2 g8f8 g2h2,-435
rn1q1rk1/pp3ppB/2p5/3p4/3P1b2/P3P3/1P2NPPP/R2Q1RK1 b - -,g8h7 e2f4 b8d7 d1b3 a8b8 a1e1 h7g8 e1e2 f8e8 b3c2,136
r1bqkbnr/1p2p2p/p1np1pp1/2pN4/2B1P3/1P3N2/PBPP1PPP/R2QK2R b KQkq -,e7e6 d5e3 f8g7 e1h1 g8h6 d2d4 f6f5 e4f5 g6f5 f1e1,52
r2qkb1r/1p3ppp/p1n2p2/3b4/3P4/2NB1N2/PP3PPP/R2QK2R b KQkq -,d5f3 d1f3 d8e7 e1f1 c6d4 f3g4 e7b4 a1d1 a8d8 d1e1,-23
5rk1/2qn1p1p/4p1p1/2p1P1P1/p1PnQ3/Pr4P1/5PB1/1RB1R1K1 b - -,f8d8 c1b2 d7b6 e1c1 c7e7 e4g4 b6d7 b2d4 c5d4 g4d4,-161
r1bq1rk1/3n1pp1/1pQ4p/p2p4/1b1P4/3BPNB1/4KPPP/R6R b - -,a8a6 c6d5 a6a7 h1b1 b4e7 f3e5 d7e5 d5d8 f8d8 g3e5,43
r1bq1rk1/2pp1ppp/p1p2n2/2P1N3/8/2P5/PP3PPP/RNBQR1K1 b - -,a6a5 c3c4 f8e8 b1c3 c8a6 c1f4 a5a4 d1d2 h7h6 h2h3,502
rn1q1r2/pp3ppk/2p5/3p4/3P1N2/P3P3/1P3PPP/R2Q1RK1 b - -,b8d7 d1b3 a8b8 a1e1 d7f6 f2f3 h7g8 b3c3 f8e8 h2h4,128
8/6Qp/4pPp1/1p2P1k1/p5q1/8/P6P/4NK2 b - -,,0
4r1k1/pp2rpp1/2p4p/2Qnb2q/1P5P/PR3NP1/5P2/2B1R1K1 b - -,h5g4 f3e5 e7e5 c1e3 g4f3 c5d4 e5e3 b3e3 d5e3 e1e3,-359
8/8/p7/1pK2k1p/1P6/6PP/8/8 b - -,h5g4 f3e5 e7e5 c1e3 g4f3 c5d4 e5e3 b3e3 d5e3 e1e3,Mate
r1b1k1nr/1p1pqppp/4p3/1Qn5/2P1P3/8/PP3PPP/RN2KBNR b KQkq -,c5e4 f1d3 g8f6 g1e2 e4c5 d3c2 b7b6 b1c3 e8h8 e1h1,-37
r2r1bk1/pp3pp1/2pq3p/3nR3/3P3P/6Q1/PPBB1PP1/4R1K1 b - -,a7a6 a2a3 d8d7 g3f3 a6a5 g2g4 d7e7 f3d3 g7g6 h4h5,129
1r3q2/4p2k/p2p2pb/4n2p/N1P1P3/1P2B1RQ/P5PP/5R1K b - -,h6g7 f1f8 b8f8 g3f3 e5f3 g2f3 g7e5 h3f1 e5g7 f3f4,592
r1bqk2r/p1p2ppp/2pp2n1/8/N2bP3/2PB4/PP3PPP/R1BQ1RK1 b kq -,d4f6 f2f4 e8h8 d1c2 f8e8 c1d2 a7a5 a1e1 c8b7 b2b3,53
7k/6qp/3pP1p1/1PpP1p2/pr2nP2/1P1R4/K1R4P/4Q3 b - -,g7a7 a2b2 h8g7 e1a1 g7g8 b2c1 a7e7 c2e2 e7h4 d3e3,-4
r1b1r1k1/pp1nqppp/2pb1p2/8/2PP4/5N1P/PPQ1BPP1/R1B1K2R b KQ -,f6f5 e1f1 d7f6 e2d3 f6e4 b2b3 a7a5 a2a4 c8e6 g2g3,-53
r1b1kb1r/ppqn1ppp/3P4/2pp4/3P4/2P2N2/PP3PPP/RNBQ1RK1 b kq -,c7b6 f1e1 e8d8 f3g5 f8d6 g5f7 d8c7 f7h8 c7b8 h8f7,634
4r2R/pp1brk2/4P1p1/3p2q1/8/2P3P1/PPK1Q1P1/7R b - -,d7e6 e2f3 e6f5 c2b3 e8h8 h1h8 g5f6 h8h7 f7f8 h7e7,-432
8/8/p1p1k2p/P7/1PP2K2/8/8/8 b - -,e6d6 f4e3 h6h5 e3f3 c6c5 b4b5 a6b5 c4b5 h5h4 f3g2,-896
r2r2k1/pp2Rp1p/3n2p1/6Q1/8/3b1B1P/PP3PP1/5RK1 b - -,d3c4 f1e1 d8e8 g5f4 a8d8 f4f6 e8e7 f6e7 d8e8 e7e8,627
8/8/pK6/1p5p/1P2k3/6PP/8/8 b - -,d3c4 f1e1 d8e8 g5f4 a8d8 f4f6 e8e7 f6e7 d8e8 e7e8,Mate
rn1r2k1/pp2qppp/2p5/3p1p2/2PP4/2Q1PN2/PP3PPP/2R2RK1 b - -,d5c4 c3c4 b8d7 b2b4 a7a6 c4b3 d7f6 c1c5 g7g6 f1c1,8
r2r1bk1/pp3pp1/2pq1n1B/4R3/3P3P/6Q1/PPB2PP1/4R1K1 b - -,a7a5 h6g5 a5a4 g3f3 f6d7 g5d8 d7e5 d4e5 d6d8 f3e4,318
1r6/4p2k/p2p2pb/4n2p/N1P1P3/1P4RQ/P5PP/5qBK b - -,f1a1 h3e6 b8f8 e6e7 h6g7 e7f8 g7f8 a4c3 f8e7 g3h3,-494
8/6Qp/4pPp1/1p2Pqk1/p7/8/P6P/4N1K1 b - -,,0
r1br3k/1p3pp1/p3p3/4P1N1/6Q1/3Bq3/PPP3PP/5R1K b - -,f5e4 g1f2 e4h4 f2f1 h4c4 f1f2 c4d4,Mate
5rk1/pbr2ppp/1p1q1n2/3pnB1N/8/1PP5/PN3PPP/2RQ1RK1 b - -,g7g6 h5f6 d6f6 f5h3 d5d4 f2f4 e5c6 d1d2 c7e7 c3c4,-121
1r1qbr2/p1p1b1pk/4Pp2/N1p5/2P3Q1/P7/1P4PP/R1B2RK1 b - -,d8d4 g4d4 c5d4 b2b4 b8b6 c1f4 c7c5 b4b5 b6e6 a1e1,50
6k1/q6p/3pP1p1/1PpP1p2/prR1nP2/1P1R4/1K5P/4Q3 b - -,a4b3 e1a1 a7a1 b2a1 b4c4 a1b2 c4a4 d3b3 a4a8 h2h4,-474
r1bqk2r/p1p2ppp/2pp1bn1/8/N3PP2/2PB4/PP4PP/R1BQ1RK1 b kq -,c8d7 b2b3 e8h8 d1c2 c6c5 a4b2 d7c6 c1d2 a7a5 a2a4,60
8/8/p1pk3p/P7/1PP5/4K3/8/8 b - -,h6h5 e3e4 h5h4 c4c5 d6e6 e4f4 e6d5 f4g4 d5c4 g4h4,-914
6k1/pp1bb3/2p1p1q1/2PpB1p1/3P2P1/P2B1Q2/1P5P/6K1 b - -,g6h6 d3e2 d7e8 b2b4 a7a6 a3a4 h6g6 e2d3 g6h6 d3f1,29
8/5ppk/7p/1p3P2/7P/5K2/8/q3q3 b - -,g6h6 d3e2 d7e8 b2b4 a7a6 a3a4 h6g6 e2d3 g6h6 d3f1,Mate
r2qk2r/ppn1ppb1/2pp2pn/7p/2PPPPb1/1QN1BN2/PP2B1PP/R4RK1 b kq -,g4f3 e2f3 c7e6 c3e2 d8b6 b3d3 h6g4 f3g4 h5g4 a1b1,99
1r6/4p2k/p2p2pb/7p/N1P1P1n1/1P3R1Q/P5PP/5qBK b - -,f1a1 h3g3 h6g7 f3f7 h7g8 f7g7 a1g7 h2h3 g7e5 g3e1,-139
4rqk1/p4ppp/3p4/1ppP1PP1/2PnN1P1/1P6/P2Q1K2/4R3 b - -,b5c4 b3b4 e8b8 b4c5 d6c5 d5d6 f8d8 d2f4 d4c2 e1d1,85
8/8/p1p4p/PP2k3/2P5/4K3/8/8 b - -,c6b5 c4b5 e5d6 b5b6 h6h5 e3f3 d6d7 f3f4 d7d6 f4g5,6
r1b2rk1/1pq4n/p1nb1p1Q/3B2N1/3P4/6P1/PP2PP1P/2R2RK1 b - -,f8f7 g5h7 c7e7 h7f6 e7f6 h6f6 c8e6 d5e6 c6d8 e6b3,Mate
8/7p/8/p3k2p/Pr2P3/1pK3P1/1R5P/8 b - -,e5e4 b2f2 e4e3 f2b2 b4b7 b2b1 b3b2 h2h3 e3f3 h3h4,-539
6k1/4pp2/3p2p1/2qP3p/2n1PP1P/6P1/N3Q1K1/8 b - -,c4e3 g2f3 e3g4 e2e1 c5d4 a2b4 d4b2 b4d3 g4h2 f3e3,-350
8/8/K7/1p5p/1P6/5kPP/8/8 b - -,f3g3 a6b5 h5h4 b5c5 g3h3 b4b5 h3g4 b5b6 h4h3 b6b7,Mate
1r6/4p2k/p2p2pb/7p/2P1P1n1/1PN2R1Q/P3q1PP/6BK b - -,b8b3 c3e2 b3b1 h3h4 h7g8 h4e7 g4e5 e7d6 h6g7 h2h3,504
r1bq1rk1/p1p2ppp/2pp1bn1/8/N3PP2/2PB4/PPQ3PP/R1B2RK1 b - -,c6c5 e4e5 f6e7 c1e3 c8d7 b2b3 g8h8 a1d1 d8e8 g2g3,50
r1b1r1k1/pp1nqppp/2pb4/5p2/2PP4/1P3N1P/P1Q1BPP1/R1B1K2R b KQ -,b7b5 c4c5 d6c7 a2a4 b5b4 e1f1 h7h6 e2c4 d7f6 g2g3,-53
8/8/8/1K5p/1P6/6kP/8/8 b - -,g3h4 b5c6 h4h3 b4b5 h3g2 b5b6 h5h4 b6b7 h4h3 b7b8q,Mate
6k1/4pp2/3p2p1/2qP3p/4PP1P/4nKP1/N3Q3/8 b - -,e3g4 e2e1 c5d4 a2b4 d4b2 b4c6 g4h2 f3e3 b2b3 e3e2,-400
8/8/p1pk4/P6p/1PPK4/8/8/8 b - -,h5h4 d4e4 c6c5 b4b5 a6b5 c4b5 h4h3 e4f3 c5c4 f3g3,-937
8/k4p2/P4rp1/3K3p/7P/6P1/R4P2/8 b - -,f6f3 d5d6 f7f6 d6d5 a7b8 a2d2 g6g5 d5e4 f3a3 h4g5,466
1r6/4p2k/p2p2pb/3N3p/2P1P1n1/1P3R1Q/P5PP/4q1BK b - -,b8e8 h3g3 e1b1 h2h3 g4e5 f3f2 b1e4 f2f6 e8f8 f6f8,90
r2qr1k1/pp3pp1/2pp1n1p/4n1N1/1b2PQPP/2N2P2/PPPB4/2KR3R b - -,d8a5 c1b1 e5c4 g5f7 g8f7 g4g5 c4d2 d1d2 h6g5 h4g5,-113
r4rk1/2pbnppp/p2q4/P1pPp3/2P5/B3P3/4BPPP/R2Q1RK1 b - -,e5e4 d1c2 d7f5 e2h5 f8e8 a1b1 f5d7 b1b7 e7f5 g1h1,117
rn1qkb1r/pppbpppp/8/3n4/3PP3/8/PP3PPP/RNBQKBNR b KQkq -,d5b6 b1c3 e7e5 d4e5 b8c6 g1f3 d8e7 f1e2 e8a8 e1h1,57
6k1/q3P2p/3p2p1/1PpP1p2/pr2nP2/1P1R4/1KR4P/4Q3 b - -,g8f7 d3h3 h7h5 e1g1 a4a3 b2a2 a7e7 c2g2 e7f6 g1a1,-86
r2r2k1/pp2pp1p/6p1/Q5b1/8/4NB1P/PP3PP1/4RbK1 b - -,g5f6 e1f1 b7b6 a5a3 a8c8 e3d5 g8g7 b2b4 c8c4 a3a7,614
8/8/p1pk4/P1P5/1P1K3p/8/8/8 b - -,d6e6 d4e3 e6d5 e3f4 h4h3 f4g3 d5c4 b4b5 c4b5 g3f3,-946
6k1/3n1ppp/3p4/P1p1p3/4P3/3n3P/5PP1/1N4K1 b - -,c5c4 g1f1 d3b4 f1e2 b4c6 a5a6 d7c5 b1a3 c4c3 a3b5,-518
5rn1/pp4bk/3P2pp/5p2/2P2P2/2N1p1P1/PB2P1KP/5R2 b - -,b7b6 f1d1 g6g5 a2a4 g5g4 d1d3 f8e8 a4a5 h6h5 d3d5,291
r3kb1r/pp3ppp/2n5/3bp1N1/2N5/2P5/P1BPKPPP/R1B4R b kq -,f8c5 c4e3 c5e3 f2e3 d5g2 h1g1 g2d5 e3e4 d5c4 d2d3,457
5rk1/pbr2ppp/1p1q1n2/3pnB1N/8/1PP5/PN3PPP/R2QR1K1 b - -,e5g6 a1c1 f6h5 d1h5 d6a3 b2d3 a3a2 f5g6 h7g6 h5d1,-51
8/8/8/7p/1PK5/7k/8/8 b - -,,0
8/2k5/p1p5/P1P5/1P5p/4K3/8/8 b - -,c7d7 e3f3 d7e6 f3g4 e6d5 g4h4 d5c4 h4g4 c4b4 g4f5,-9605
6r1/4N2k/p2p2pb/7p/2P1P1n1/1P3R1Q/P5PP/4q1BK b - -,h6e3 f3f7 g8g7 h3e3 g4e3 f7f8 g7e7 b3b4 h7h6 f8f3,-470
r7/ppp1kp2/7P/3pPb2/4r3/P1PB4/2PK4/R6R b - -,e7e6 d3e4 d5e4 a1b1 b7b6 b1f1 f5g6 f1f6 e6e5 f6c6,267
r1bqr3/pp3pkp/1np3p1/4p2P/2PP4/3B1P2/PP1QN1P1/R4RK1 b - -,e5d4 h5h6 g7g8 a1e1 d8h4 c4c5 b6d5 d3c4 d4d3 e2g3,-17
r2q1rk1/5pp1/b1p4p/p7/8/4PN2/P1Q2PPP/R4RK1 b - -,a6d3 c2c6 a8c8 c6b7 c8b8 b7c6 d3f1 a1f1 d8d3 f3e5,-305
8/8/8/1P6/2K4p/7k/8/8 b - -,,0
r1b2rk1/p1p3p1/1p3nQp/5pN1/1qBPp2P/4P3/PP3PP1/2R2K1R b - -,g8h8 g2g3 b4b2 f1g2 f5f4 g3f4 c8g4 c4b3 c7c5 c1c2,81
rn1qkbnr/1bpppppp/p7/4P3/Pp1P4/5N2/1PP2PPP/RNBQKB1R b KQkq -,e7e6 b1d2 d7d6 d2c4 b8d7 f1e2 d6e5 d4e5 f8c5 e2d3,42
r1b1r1k1/pp2qppp/2pb1n2/5p2/2PP4/PP3N1P/2Q1BPP1/R1B1K2R b KQ -,b7b5 a1a2 b5c4 b3c4 c6c5 e1h1 c5d4 f3d4 f6e4 e2d3,-57
rnbqkbnr/pp2pppp/8/3pP3/1Pp5/2N2N2/P1PP1PPP/R1BQKB1R b KQkq -,c8g4 d2d3 c4d3 a2a3 e7e6 d1d3 g4f3 d3f3 b8c6 f3e2,-4
rn1qkb1r/pppbpppp/5n2/8/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq -,e7e6 g1f3 c7c5 d4d5 e6d5 e4d5 f8d6 d1e2 d8e7 c1g5,74
r2q1rk1/1p3ppp/2n2n2/pBbp1b2/8/P1N1PN2/1P3PPP/R1BQ1RK1 b - -,a8c8 c1d2 d5d4 e3d4 c6d4 f3d4 c5d4 d1f3 f5g4 f3g3,-14
r7/ppp1kp2/7P/3prb1R/8/P1PB4/2PK4/R7 b - -,e7f6 a1f1 f6g6 f1f5 e5f5 h5f5 a8c8 f5f1 g6h6 f1f7,440
rnbqkb1r/pp2pppp/3p1n2/1Np5/4P3/3P4/PPP2PPP/R1BQKBNR b KQkq -,a7a6 b5c3 b7b5 g2g3 e7e6 f1g2 c8b7 g1e2 g7g6 e1h1,-43
rnbqkb1r/ppp1pppp/8/3pN3/2PPn3/8/PP2PPPP/RNBQKB1R b KQkq -,e7e6 g2g3 f7f6 e5f3 b8c6 f1g2 d5c4 e1h1 f8e7 b1c3,13
8/7p/8/p3k2p/P3r3/1pK3P1/3R3P/8 b - -,e4a4 c3b3 a4d4 d2c2 h5h4 c2c7 h7h6 c7a7 d4d5 a7h7,-15
2r1nrn1/ppq3bk/3N2pp/2P2p2/2Q2P2/1PN1p1P1/PB2P1KP/3R1R2 b - -,e8d6 d1d6 g8f6 b2a3 a7a6 c3d5 f6d5 d6d5 f8d8 f1d1,190
rnbqkb1r/ppp1pppp/8/4N3/2pPn3/4P3/PP3PPP/RNBQKB1R b KQkq -,e4d6 b1c3 g7g6 e5c4 f8g7 f1e2 d6c4 e2c4 b8d7 d1f3,36
r7/ppp2p2/4k2P/3prB1R/8/P1P5/2PK4/R7 b - -,e6f6 a1f1 f6e7 h6h7 a8h8 f1h1 f7f6 f5d3 e7f7 h5f5,542
rnbqk2r/ppp2pp1/3p1n1p/8/1bB1Pp2/2NP1N2/PPP3PP/R1BQ1RK1 b kq -,g7g5 c3d5 f6d5 e4d5 b4a5 d3d4 c8g4 c2c3 b8d7 h2h3,-48
r1b1r1k1/p3qppp/2pb1n2/1pP2p2/3P4/PP3N1P/2Q1BPP1/R1B1K2R b KQ -,d6c7 c1g5 a7a5 d4d5 c6d5 g5f6 e7f6 e1h1 c8d7 a1d1,-79
r2qkbnr/pp2pppp/2n5/3pP3/1Pp3b1/P1N2N1P/2PP1PP1/R1BQKB1R b KQkq -,g4f3 g2f3 c6e5 f3f4 e5c6 d2d3 c4d3 c1b2 g8f6 d1d3,-94
5rk1/pb3ppp/1p1q1n2/3pnB1N/3Q4/1Pr5/PN3PPP/R3R1K1 b - -,c3c7 e1e5 f6h5 f5h7 g8h7 e5h5 h7g8 d4h4 f7f6 h5h8,281
8/8/3K1P2/6P1/2k5/8/8/5r2 b - -,,0
r1bq1rk1/5ppp/2p2n2/p2p2B1/1b6/3B1Q2/PPP1NPPP/R4RK1 b - -,h7h6 g5f6 d8f6 f3f6 g7f6 f1d1 a5a4 c2c3 b4d6 b2b4,7
8/8/p1p1k3/PPP5/3K3p/8/8/8 b - -,h7h6 g5f6 d8f6 f3f6 g7f6 f1d1 a5a4 c2c3 b4d6 b2b4,Mate
6k1/pp1bbq2/2p1p3/2PpB1p1/3P2P1/P2B3Q/1P5P/6K1 b - -,e7f6 h3e3 f6e5 e3e5 f7g7 g1g2 g7e5 d4e5 d7e8 g2g3,5
r3r1k1/1pqn1pbp/2pp2p1/pPn1p3/P1P5/2NPP1PP/3Q1PB1/1RBR2K1 b - -,d7b6 d2c2 a8b8 h3h4 c5e6 c3e4 d6d5 e4g5 d5c4 g5e6,110
r1bq1rk1/ppp1bppp/2np1n2/8/2P1P3/P2B4/1P1NNPPP/R1BQ1RK1 b - -,f8e8 f2f4 f6d7 b2b4 a7a5 b4b5 d7c5 d2f3 c6b8 e2g3,55
r1bqkbnr/pp3ppp/8/2p1P3/1nPP4/3B1N2/PP3PPP/RNBQK2R b KQkq -,f7f6 e1h1 f6e5 f1e1 f8e7 d4d5 g8f6 b1c3 b4d3 d1d3,305
r1n1kb1r/p1q2p2/2p2pp1/2pQp3/B3P1P1/5N1P/PPP2P2/2KR3R b - -,c8e7 d5c5 c7b6 c5c3 f8g7 c1b1 a7a5 h3h4 e8f8 d1d7,327
rnbqkb1r/ppp1pppp/5n2/4N3/2BP4/4P3/PP3PPP/RNBQK2R b KQkq -,e7e6 e1h1 f8d6 b1c3 e8h8 c4e2 a7a6 e5c4 b8c6 a2a3,65
rn1r2k1/pp2qppp/2p5/3p4/2PP1p2/2Q1PN2/PP3PPP/2R1R1K1 b - -,d5c4 e3f4 e7c7 c3c4 b8d7 g2g3 d7b6 c4d3 h7h6 e1e5,103
8/8/p3k3/PpP5/7p/2K5/8/8 b - -,d5c4 e3f4 e7c7 c3c4 b8d7 g2g3 d7b6 c4d3 h7h6 e1e5,Mate
r4rk1/pppqnpbp/2npb1p1/3N4/1PP1P3/4P1P1/P3NPBP/R1BQ1RK1 b - -,g7a1 b4b5 c6d8 e2d4 a1d4 d1d4 e6d5 c1b2 f7f6 e4d5,-309
4r1k1/1Q3p1p/r3bpn1/p3q3/3R4/4P1N1/PPP2PPP/R5K1 b - -,h7h5 b7a6 h5h4 g3e4 h4h3 a6d6 h3g2 a1d1 g8g7 e4g3,377
r1b2r1k/p1p2Np1/1p3nQp/5p2/1qBPp2P/4P3/PP3PP1/2R2K1R b - -,,0
2k1rb1r/pppq1ppp/2n5/4p3/6b1/2NPBN2/PPPQ1PPP/R4RK1 b - -,g4f3 g2f3 d7h3 f3f4 e5f4 e3f4 c6d4 f2f3 d4f3 f1f3,-434
r4bk1/pp3pp1/2pr1n2/2q3B1/7P/5Q2/PPB1RPP1/4R1K1 b - -,c5d4 c2b3 a7a5 a2a4 d4d3 e2e3 d3g6 e1e2 d6d4 g2g3,173
r2q1rk1/5pp1/2p4p/p7/8/4PN2/P1Q2PPP/5RK1 b - -,a8c8 f3e5 d8d5 f2f4 f7f6 e5c4 c8d8 f1c1 f8e8 g1f2,-275
r7/ppp2p2/4k2P/3p1r1R/8/P1P5/2PK4/4R3 b - -,e6d6 h5f5 a7a5 h6h7 a8h8 f5f7 b7b5 e1g1 b5b4 g1g6,744
8/k4p2/P3r1p1/3K3p/7P/6P1/2R2P2/8 b - -,e6e7 c2c6 a7b8 c6f6 e7d7 d5e5 b8c7 a6a7 d7e7 e5f4,635
8/8/p7/PpPk4/7p/8/1K6/8 b - -,e6e7 c2c6 a7b8 c6f6 e7d7 d5e5 b8c7 a6a7 d7e7 e5f4,Mate
2r2rk1/4bpp1/1p2p2p/pNn1P3/8/P1B3P1/1P2RP1P/3R2K1 b - -,,0
r7/ppp2p2/5k1P/3p1R2/8/P1P5/2PK4/4R3 b - -,f6g6 e1f1 a8e8 f5f7 g6h6 f1h1 h6g6 f7f3 e8e5 h1g1,760
8/7p/8/p3k2p/Pr6/1p4P1/1K1R3P/8 b - -,b4a4 b2b3 a4d4 d2c2 h5h4 c2c7 h7h6 c7a7 d4d5 a7h7,-11
rnbqkb1r/ppp2ppp/2N1pn2/8/2BP4/4P3/PP3PPP/RNBQK2R b KQkq -,b8c6 e1h1 f8e7 b1c3 e8h8 d1e2 f6d5 f1d1 f7f5 c4b3,-403
6k1/1bn2ppp/p2N4/3p2B1/8/2P5/PP3PPP/4Q1K1 b - -,c7e6 d6b7 h7h6 g5e3 g7g5 e1d1 e6f4 b7d6 h6h5 e3f4,Mate
r2qr1k1/pp3ppp/2pp1n2/4n1N1/1b2PQ1P/2N2P2/PPPB2P1/2KR3R b - -,d8b6 c1b1 h7h6 c3a4 b6a5 d2b4 a5b4 a4c3 e5c4 f4c1,-149
8/8/p7/Ppk5/7p/8/8/K7 b - -,b7b5 g2g4 h7h6 c1b1 f6d7 d2e1 b4c5 g5h3 e5c4 e1f2,Mate
r1b1r1k1/p1b1qppp/2p2n2/1pP2pB1/3P4/PP3N1P/2Q1BPP1/R3K2R b KQ -,a7a6 b3b4 e7e6 g5f6 e6f6 e1h1 c8e6 f3e5 e6d5 f2f4,-84
rnbqkbnr/pp3ppp/4p3/1Bpp3Q/8/4P3/PPPP1PPP/RNB1K1NR b KQkq -,b8d7 h5d1 g8f6 g1f3 a7a6 b5d7 f6d7 d2d3 b7b5 b1d2,-89
r4r1k/1p1b4/p1nb1p2/6q1/3P4/1Q3BP1/PP2PP1P/2R2RK1 b - -,a8b8 d4d5 c6e5 f3g2 g5h6 f2f4 e5f7 e2e4 f8g8 b3b6,-408
r2qkb1r/pppbpp1p/2n3p1/3P2B1/Q2Pn3/2N2N2/PP2PPPP/R3KB1R b KQkq -,c6e5 a4d1 e5f3 e2f3 e4g5 h2h4 g5h3 g2g3 d8c8 f1h3,-73
rn1r2k1/pp2qppp/8/2pp4/2PP1P2/2Q2N2/PP3PPP/2R1R1K1 b - -,e7f6 c4d5 c5d4 c3d4 f6d4 f3d4 b8a6 d4f5 g7g6 f5e3,264
