8/8/4k3/2N5/3K4/2Q5/8/8 b - -,d8a5 h1g1 h7h5 g4g5 g8e7 c1e3 d6d5 d1d2 e7g6 a2a3,Mate
r2qkbnr/ppp2ppp/2np2b1/4p1B1/4P1P1/2NP1N1P/PPP2P2/R2QKB1R b KQkq -,g8f6 c3d5 h7h5 f3h4 f8e7 h4g6 f7g6 g5e3 h5g4 d5f6,66
rnb1kb1r/ppp1qppp/3p1n2/4p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq -,c8g4 e1h1 b8d7 b1d2 c7c6 c4d3 g7g6 h2h3 g4f3 d2f3,136
rnbqk1nr/1ppp1ppp/p7/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,b7b5 c4b3 d7d6 f3g5 g8h6 h2h3 e8h8 c2c3 b8c6 e1h1,148
rnbqkb1r/pp3ppp/4pn2/3p4/3Q4/P1N2N1P/1PP1PPP1/R1B1KB1R b KQkq -,b8c6 d4d3 d5d4 c3e4 f6e4 d3e4 e6e5 e2e3 f7f5 e4h4,-99
rn2kbnr/ppp1qppp/3pb3/3Pp3/2B1P3/5N2/PPP2PPP/RNBQK2R b KQkq -,b7b5 c4b5 e6d7 b5d3 g8f6 e1h1 g7g6 c2c4 b8a6 b1c3,255
r1b1kbnr/ppp1pp1p/2n1q1p1/8/3P4/2N1BN2/PPP2PPP/R2QKB1R b KQkq -,e6d6 d4d5 c6b8 d1d4 e7e5 d5e6 d6d4 e3d4 f7f6 f1c4,450
r1b1kbnr/ppp2ppp/2np2q1/4p1B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R b KQkq -,g8e7 c3b5 e8d8 g5e3 c6a5 e1h1 c8d7 b5c3 a5c4 d3c4,91
r1bqkb1r/1p1p1ppp/p1n1pn2/2p5/P3P3/1PN2N2/1BPP1PPP/R2QKB1R b KQkq -,d7d5 e4d5 e6d5 d2d4 c5c4 f1e2 c4b3 c2b3 f8d6 e1h1,-127
rn1qkbnr/pp3ppp/2pp4/5b2/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq -,b8a6 f1d3 f5d3 d1d3 d6d5 e1h1 f8d6 b1a3 g8e7 c2c4,33
rnbqkb1r/ppp3pp/3ppn2/8/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq -,c7c6 g1f3 f8e7 e4e5 d6e5 f1d3 e8h8 e1h1 b8d7 f1e1,70
r1b1kbnr/ppp1pp1p/2nq2p1/1N6/3P4/5N2/PPP2PPP/R1BQKB1R b KQkq -,f8h6 b5d6 c7d6 f3g5 g8f6 f1e2 e8h8 e1h1 h6g7 c2c3,830
rn1qkb1r/pbp2ppp/1p3n2/3p2B1/3P4/2N3P1/PP2PPBP/R2QK1NR b KQkq -,b8a6 d1a4 d8d7 a4d7 f6d7 c3d5 f8b4 e1f1 c7c6 d5b4,232
r1bqkb1r/pp1p1ppp/2n2n2/4p3/2P5/6B1/PP2PPPP/RN1QKBNR b KQkq -,f8b4 b1c3 d8a5 d1c1 f6e4 g1f3 e4c3 a2a3 c3b1 e1d1,-442
r1bqk2r/pp1p1ppp/2n2n2/4p3/1bP5/2N3B1/PP2PPPP/R2QKBNR b KQkq -,d7d5 c4d5 d8a5 g1f3 f6d5 a2a3 b4c3 b2c3 e5e4 f3d2,-477
r2qkbnr/pppb1ppp/2np4/4p3/4P3/2N2NP1/PPPP1PBP/R1BQK2R b KQkq -,f8e7 d2d4 g8f6 d4d5 c6b4 a2a3 b4a6 d1e2 a6c5 f3d2,70
rnbqkbnr/ppp2ppp/3p4/4p3/3P4/4P3/PPPB1PPP/RN1QKBNR b KQkq -,g8f6 c2c4 g7g6 b1c3 f8g7 f1d3 e5d4 e3d4 e8h8 g1e2,-17
rnbqkbnr/pp3ppp/3pp3/2p5/4PB2/2NP4/PPP2PPP/R2QKBNR b KQkq -,f8e7 g1f3 e6e5 f4d2 g8f6 f1e2 c8e6 f3g5 e6d7 f2f4,-44
rnbqk2r/ppppnpbp/4p1p1/8/3P1P2/3BPN2/PPP3PP/RNBQK2R b KQkq -,b8a6 e3e4 c7c5 c2c3 e8h8 e1h1 c5d4 c3d4 a6b4 d3e2,55
rnb1kbnr/ppppqppp/8/8/4P3/2N5/PP2QPPP/R1B1KBNR b KQkq -,b8a6 g1f3 a6c5 c1f4 c7c6 a1d1 b7b5 a2a3 a7a5 e2e3,48
rnb1kbnr/ppppqppp/8/8/3pP3/2P5/PPQ2PPP/RNB1KBNR b KQkq -,g8f6 c3d4 e7e4 c2e4 f6e4 b1c3 e4c3 b2c3 d7d6 a2a4,-95
r1bqkb1r/1ppp1ppp/p4n2/n3p3/B3P3/2PP4/PP3PPP/RNBQK1NR b KQkq -,f8d6 g1f3 e8h8 e1h1 b7b5 a4c2 c8b7 b2b4 a5c6 b1d2,86
rnbqk2r/pppnppbp/6p1/4N3/3P1B2/2N5/PPP2PPP/R2QKB1R b KQkq -,a7a6 f1c4 e8h8 d1e2 d7e5 f4e5 g7e5 d4e5 b8c6 e2e3,62
rn1qk2r/ppp1bppp/4pn2/3p4/2PP1B2/3QPN2/PP3PPP/RN2K2R b KQkq -,b8c6 e1h1 f6h5 f4g3 h5g3 h2g3 d5c4 d3c4 d8d5 c4d5,59
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/2N1PQ2/PP1P1PPP/R1B1KBNR b KQkq -,c8g4 f3g3 e7e6 f2f3 f8d6 g3f2 g4f5 d2d4 e8h8 g2g4,-96
rn1qkbnr/ppp1pppp/8/3P4/6b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -,g4c8 f1c4 e7e5 f3e5 f8d6 e1h1 g8e7 e5f3 e8h8 c3b5,454
rnb1kbnr/pp1p1ppp/2p1p3/4P3/3P3q/5N2/PPP2PPP/RNBQKB1R b KQkq -,h4d8 f1d3 c6c5 c2c3 d7d5 e1h1 b8c6 f1e1 c8d7 d4c5,133
rnb1kbnr/ppp2ppp/8/3q4/4p3/1P6/P1PP1PPP/RNBQKBNR b KQkq -,c8f5 b1c3 d5d7 f2f3 e4f3 g1f3 b8c6 f1c4 e8a8 e1h1,-113
rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/2N1PN2/PP2BPPP/R1BQK2R b KQkq -,c7c5 c3d5 d8d5 e1h1 b8d7 d1a4 b7c6 a4c2 f8e7 b2b3,37
r1b1kbnr/pp1p1ppp/2N1p3/q7/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,a5b6 c6e5 f8c5 d1h5 c5f2 e1d1 b6d4 c1d2 g7g6 h5f3,936
r1b1kbnr/pp1p1ppp/1q2p3/2p5/3nP3/2NB1N2/PPPP1PPP/R1BQ1RK1 b kq -,d7d6 a2a4 g8f6 f3d4 c5d4 c3e2 f8e7 a4a5 b6c7 e2d4,119
r1bqkb1r/pp3ppp/2n1pn2/3p4/3P1B2/P1P2N2/1P3PPP/RN1QKB1R b KQkq -,f8d6 f4d6 d8d6 f1d3 e8h8 e1h1 e6e5 f3e5 c6e5 d4e5,49
rnbqkb1r/pp3ppp/3p1n2/1Bp5/4P3/5N2/PPP2PPP/RNBQK2R b KQkq -,e8e7 e4e5 d6e5 d1e2 a7a6 f3e5 c8e6 b5c4 d8b6 e1h1,220
rnb1kbnr/pp2pppp/1qp5/3p4/2PP1B2/4P3/PP3PPP/RN1QKBNR b KQkq -,g8f6 d1c1 c8f5 b1c3 b8d7 h2h3 b6d8 g1f3 e7e6 a2a3,58
r1bqkbnr/pp3ppp/2n1p3/3pP3/2pP1P2/2P2N2/PP4PP/RNBQKB1R b KQkq -,a8b8 g2g3 b7b5 b1a3 f8a3 b2a3 a7a5 a1b1 g8e7 d1d2,51
rnb1kb1r/pp2pp1p/3p1np1/2q5/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq -,c5c3 b2c3 f8g7 f1d3 b8c6 e1h1 e8h8 a1b1 b7b6 h2h3,761
r2qkbnr/1pp2ppp/p1npb3/8/2B1P3/3Q1N2/PPP2PPP/RNB1K2R b KQkq -,h7h6 c4e6 f7e6 d3b3 d8c8 c1e3 f8e7 e1h1 e7f6 b1d2,47
rnbq1rk1/pp2ppbp/2pp1np1/8/3PPB2/2NB1N2/PPP2PPP/R2QK2R b KQ -,c8g4 d3e2 b8d7 e1h1 f8e8 a2a4 e7e5 d4e5 d6e5 f4e3,-38
rn1qkbnr/pp2p1pp/2p2p2/3p1b2/3P1B2/2N1PN2/PPP2PPP/R2QKB1R b KQkq -,b8d7 f1d3 f5d3 d1d3 e7e6 e1h1 f8b4 c3e2 g7g5 f4g3,137
r1bqkb1r/pp2pppp/2n5/1BPp4/1P2nB2/4P3/P1P2PPP/RN1QK1NR b KQkq -,e7e5 f4e5 d8g5 e5g3 g5f6 d1d4 f8e7 g1e2 e8h8 b5c6,102
r1bqkb1r/ppp1pppp/2n2n2/3p2B1/3P4/P1N5/1PP1PPPP/R2QKBNR b KQkq -,e7e6 g1f3 h7h6 g5f6 d8f6 e2e4 d5e4 c3e4 f6g6 e4g3,48
r2q1rk1/pb1n1ppp/2pbpn2/1p6/3PP3/P1NB1N2/1P3PPP/R1BQ1RK1 b - -,f6e8 e4e5 d6e7 d1c2 h7h6 f1d1 d8b8 c3e4 e8c7 c1f4,215
rn1qkbnr/pp3ppp/3p4/1BpPp3/4P1b1/2N2N2/PPP2PPP/R1BQK2R b KQkq -,b8c6 d5c6 b7c6 b5c6 g4d7 c6d7 d8d7 f3d2 g8f6 e1h1,974
rnbqkb1r/1p2pp1p/p2p1np1/8/3NP3/2N2P2/PPP1B1PP/R1BQK2R b KQkq -,e7e5 d4b3 c8e6 c1e3 b8d7 d1d2 h7h5 a2a4 a8c8 e1a1,70
r1bqkb1r/ppp2ppp/5n2/3P4/1nB5/2N5/PPP2PPP/R1BQK1NR b KQkq -,f8d6 a2a3 d8e7 g1e2 b4a6 c3b5 d6e5 d5d6 e5d6 b5d6,270
rnbqkb1r/pp1ppppp/5n2/2p5/8/3P2P1/PPP1PPBP/RNBQK1NR b KQkq -,d7d5 c2c4 d5d4 f2f4 g7g6 b1d2 f8g7 g1f3 b8d7 e1h1,-43
r1bqk2r/pppp1ppp/2n2n2/1Bb1P3/8/2p2N2/PP3PPP/RNBQ1RK1 b kq -,c6e5 f3e5 c3b2 c1b2 e8h8 d1c2 c5e7 f1e1 d7d6 e5f3,168
rnbqk2r/pp3ppp/5p2/2bp4/8/4PN2/PPP2PPP/RN1QKB1R b KQkq -,b8c6 c2c3 e8f8 b1d2 g7g6 d2b3 c5b6 f1e2 h7h5 e1h1,-17
r3kb1r/pp1bpppp/1qn2n2/1B6/8/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,d7g4 h2h3 g4f3 d1f3 e7e6 a2a4 a7a6 a4a5 b6c7 b5c6,149
r3k1nr/ppp2ppp/2p2q2/2b1p3/4P1b1/2PP1N2/PP3PPP/RNBQ1RK1 b kq -,g4f3 d1f3 f6f3 g2f3 e8a8 f1d1 f7f5 b2b4 c5b6 a2a4,-52
r3k1nr/ppp2ppp/2p2q2/2b1p3/3PP1b1/2P2N2/PP3PPP/RNBQ1RK1 b kq -,e5d4 c1g5 f6g6 g5h4 d4c3 b1c3 g8f6 f3e5 g4d1 e5g6,-161
r2qkbnr/ppp1p1pp/2n2p2/3p1b2/3P1B2/P3P2P/1PP2PP1/RN1QKBNR b KQkq -,g7g5 f4g3 e7e6 h3h4 g5g4 c2c4 g8e7 b1c3 d8d7 c4d5,94
r2qkbnr/ppp3pp/2n2p2/3pPb2/5B2/P3P2P/1PP2PP1/RN1QKBNR b KQkq -,f8c5 f1b5 f6e5 b5c6 b7c6 f4e5 g8e7 g1f3 e8h8 b2b4,165
rnbq1rk1/ppppppbp/5np1/8/3P4/5NPB/PPP1PP1P/RNBQ1RK1 b - -,d7d5 h3g2 c7c5 c2c3 c5d4 c3d4 b8c6 b1c3 f6e4 e2e3,-25
rnb1kb1r/pp1ppppp/1Q6/8/3pnB2/2P5/PP2PPPP/RN2KBNR b KQkq -,d4c3 b6b5 c3b2 b5b2 b8c6 f2f3 e7e5 f4e5 f8b4 b1c3,1047
rnbqk2r/ppp2ppp/3bpn2/3p4/8/3PPNP1/PPP2PBP/RNBQK2R b KQkq -,e8h8 c2c4 c7c6 b1c3 e6e5 e1h1 a7a5 b2b3 h7h6 c1b2,-44
rnbqkbnr/1p1p1ppp/p3p3/2p5/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq -,g8f6 d4c5 b8c6 f1d3 d7d5 c5d6 f8d6 h2h3 d8c7 g1f3,122
r1bqk1nr/pp1nppbp/3p2p1/1B6/3NP3/2N1B3/PPP2PPP/R2QK2R b KQkq -,h7h5 b5d3 g8f6 h2h3 a7a6 e1h1 b7b5 a2a4 b5a4 f2f4,84
rnb1kb1r/ppp1pppp/3q1n2/8/2P5/5N2/PP1PBPPP/RNBQK2R b KQkq -,e7e6 d2d4 c7c5 b1c3 c5d4 d1d4 b8c6 d4h4 f8e7 e1h1,76
r3kb1r/ppp1pppp/2nq1n2/8/2P3b1/2N2N2/PP1PBPPP/R1BQ1RK1 b kq -,g4f3 e2f3 e7e6 c3b5 d6d7 d2d4 a7a6 d4d5 e6d5 c4d5,129
rnb2rk1/ppp2pp1/4pq1p/3p4/1bPP4/2N1PN2/PP2BPPP/R2QK2R b KQ -,b4c3 b2c3 d5c4 f3d2 f8d8 d2c4 b8d7 e1h1 a8b8 a2a4,29
rn1qkbnr/pbpppppp/8/1B6/3PP3/2N5/PPP2PPP/R1BQK1NR b KQkq -,e7e6 g1f3 g8f6 d1e2 f8b4 b5d3 d7d6 e1h1 b4c3 b2c3,232
r1b1k2r/ppp3pp/8/3BNn2/4n2q/5K2/PPPP2PP/RNBQ3R b kq -,e7e6 g1f3 g8f6 d1e2 f8b4 b5d3 d7d6 e1h1 b4c3 b2c3,Mate
rn1qkbnr/pbp1pppp/1p1p4/8/3P4/3BPN2/PPP2PPP/RNBQK2R b KQkq -,e7e6 e3e4 g8f6 d1e2 b8d7 e1h1 e6e5 f1d1 e5d4 f3d4,91
rnbqkb1r/ppp2ppp/4pn2/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq -,d8d1 e1d1 f6e4 c1e3 b8c6 g1f3 c8d7 b1d2 e4d6 c2c3,-197
r2qkb1r/p2n1ppp/2Q1pn2/3p1b2/2PP1B2/2N5/PP2PPPP/R3KBNR b KQkq -,d8c8 c6c8 a8c8 c4c5 e6e5 d4e5 d5d4 c3b5 f6d5 f4d2,269
r1bqkbnr/pppn1pp1/4p2p/3p4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq -,f8d6 f1d3 g8e7 e1h1 d6f4 e3f4 c7c5 f1e1 e8h8 b1d2,49
8/2k2P2/5K2/8/3R4/8/8/4r3 b - -,a7a5 c3c4 g8f6 c4d5 e6d5 b1c3 c7c6 h2h3 f8b4 f1d3,Mate
rnbqk1nr/pppp1ppp/3b4/8/3QP3/2P2N2/PP3PPP/RNB1KB1R b KQkq -,b8c6 d4g7 d8f6 g7f6 g8f6 f1d3 d6e7 c1f4 d7d6 e1h1,177
rnbqk1nr/pp3ppp/2pbp3/8/2BP4/2N1PN2/PP3PPP/R1BQK2R b KQkq -,b8d7 e3e4 g8e7 e1h1 e7g6 e4e5 d6e7 f1e1 e8h8 c4b3,169
r1bqkb1r/pppp1pp1/2n1pn1p/8/2PP3B/2N5/PP2PPPP/R2QKBNR b KQkq -,f8e7 g1f3 e8h8 e2e3 d7d6 f1d3 c6b4 d3b1 c7c5 d4c5,63
7k/pp4pp/2p5/8/4n3/5rPQ/P3Bq1P/5R1K b - -,f3f5 h3f5 f2f5 f1f5 g7g6 f5e5 e4c3 e2c4 b7b5 c4b3,707
rnbqkbnr/ppp1pp1p/6p1/3p4/3P4/P4N2/1PP1PPPP/RNBQKB1R b KQkq -,e7e6 c2c4 f8g7 b1c3 g8f6 c1g5 h7h6 g5h4 e8h8 e2e3,67
rnbqkbnr/ppp2ppp/3p4/8/3Pp3/2P1P3/PP1N1PPP/R1BQKBNR b KQkq -,d6d5 g1e2 f8d6 c3c4 c7c6 e2c3 g8f6 d1b3 d6c7 f2f3,-39
r1bqkb1r/1p1npppp/p2p1n2/6B1/3NP3/P1N5/1PP2PPP/R2QKB1R b KQkq -,b7b5 c3d5 f6d5 e4d5 c8b7 d4c6 b7c6 d5c6 d7e5 g5f4,54
r1bq1rk1/pppnppbp/3p1np1/8/3P1B2/2PBP3/PP1NNPPP/R2QK2R b KQ -,c7c5 h2h3 e7e5 f4g5 h7h6 g5h4 b7b6 d3e4 a8b8 e4c6,-39
r1bqk2r/pppn1ppp/3bpn2/3p2B1/3P4/2P2N2/PP1NPPPP/R2QKB1R b KQkq -,h7h6 g5f6 d7f6 e2e3 e8h8 f1d3 c7c5 e1h1 c5c4 d3c2,-36
rnbqkb1r/1p1p1ppp/p3pn2/2p5/P1B1P3/5N2/1PPPQPPP/RNB1K2R b KQkq -,f6e4 e2e4 d7d5 c4d5 d8d5 d2d3 b8c6 b1c3 d5e4 d3e4,-42
r1b1k1nr/ppp2ppp/2n5/3qp3/1b6/2NP1N2/PPPBQPPP/R3KB1R b KQkq -,d5d8 d3d4 g8e7 d4e5 b4c3 d2c3 e8h8 a1d1 e7d5 e2c4,122
rn2kbnr/pp2pppp/8/2pq4/6b1/2P2N1P/PP1P1PP1/RNBQKB1R b KQkq -,g4f5 d2d4 b8c6 c1e3 c5d4 f3d4 g8f6 d4f5 d5f5 d1b3,70
r1bqkbnr/pppp1pp1/2n1p2p/8/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq -,g8f6 e4e5 f6d5 c3e4 d7d6 d3d4 d5b6 c1d2 f8e7 f1b5,70
8/8/8/3K2Q1/5r2/6k1/8/8 b - -,g3f3 g5h5 f3e3 h5e5 e3f3 e5c3 f3g4 c3d3 f4f5 d5e4,711
r1bqkb1r/ppp2ppp/2N5/8/3P4/2n5/PP2PPPP/R1BQKB1R b KQkq -,d8d5 b2c3 d5c6 c1d2 f8e7 f2f3 c6g6 d2f4 c7c5 d4d5,213
rnb1k1nr/pppp1ppp/5q2/2bPp3/4P3/8/PPP1QPPP/RNB1KBNR b KQkq -,f6a6 e2f3 a6g6 f1d3 d7d6 b1c3 g8e7 h2h4 h7h5 g1e2,44
8/8/4r3/8/3Q1k2/3K4/8/8 b - -,f4f5 d4f2 f5e5 f2c5 e5f4 c5c7 f4f5 d3d4 e6e4 d4d5,6221
r1bqkbnr/1pp2ppp/p1np4/8/2B1P3/5N2/PPP2PPP/RNBQK2R b KQkq -,g7g6 b1c3 f8g7 c1g5 d8d7 e1h1 h7h6 g5h4 g8f6 a2a4,74
r1bq1rk1/ppp1bppp/2np1n2/4p1B1/2B1P3/2NP1N1P/PPP2PP1/R2Q1RK1 b - -,f6d7 g5e7 d8e7 f1e1 d7b6 c4b3 c8e6 c3d5 e6d5 b3d5,47
r1bqk2r/pppp1ppp/2n2n2/b3P3/8/2P1QN2/PP3PPP/RNB1KB1R b KQkq -,e8h8 f1e2 f8e8 e3f4 d8e7 e1h1 c6e5 f3e5 e7e5 e2f3,-198
rnbqkb1r/pp2pppp/3p1n2/2p5/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq -,b8d7 g1f3 e7e6 b1c3 f8e7 e1h1 e8h8 b2b3 c5d4 f3d4,96
rnbq1rk1/ppppp1bp/5np1/5p2/2PP1P2/2N1PN2/PP4PP/R1BQKB1R b KQ -,e7e6 b2b4 d8e7 b4b5 b7b6 f1e2 c8b7 e1h1 d7d6 d1b3,23
rn1qkbnr/pp3ppp/2p1p3/3p4/3P1Bb1/2N2N1P/PPP1PPP1/R2QKB1R b KQkq -,g7g5 f4g5 f7f6 h3g4 f6g5 d1d2 f8b4 f3g5 d8e7 e2e4,523
r2qkbnr/1b1ppppp/p1n5/1pp5/4P3/2N3P1/PPPPNPBP/R1BQ1RK1 b kq -,c6d4 a2a4 b5b4 c3d5 e7e6 d5e3 g8f6 d2d3 d7d5 c2c3,122
r2qkb1r/ppp2ppp/2Bp1n2/4p3/4P1b1/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,g4d7 c6b7 a8b8 b7a6 f8e7 e1h1 e8h8 h2h3 c7c6 a6c4,619
rnbqkbnr/ppp2ppp/8/4p3/2pP4/4P1P1/PP3P1P/RNBQKBNR b KQkq -,e5d4 e3d4 b8c6 g1f3 c8e6 f1g2 f8b4 b1c3 g8f6 e1h1,-147
r1bqkb1r/pp2pppp/2n2n2/2p5/3pN3/3P1NP1/PPP1PPBP/R1BQK2R b KQkq -,f6e4 d3e4 e7e5 e1h1 f8e7 e2e3 c8g4 e3d4 c5d4 h2h3,-95
8/8/4K3/8/8/2Q5/k7/8 b - -,f6e4 d3e4 e7e5 e1h1 f8e7 e2e3 c8g4 e3d4 c5d4 h2h3,Mate
rnbq1rk1/ppp1p1bp/3p1np1/5p2/4PP2/3P1NP1/PPP3BP/RNBQ1RK1 b - -,c7c5 b1d2 b8c6 c2c3 g8h8 d1e2 d8c7 a2a4 e7e5 f4e5,58
8/8/2kn4/8/3Q4/3K4/8/8 b - -,c7c5 b1d2 b8c6 c2c3 g8h8 d1e2 d8c7 a2a4 e7e5 f4e5,Mate
3k3Q/4r3/8/3K4/8/8/8/8 b - -,c7c5 b1d2 b8c6 c2c3 g8h8 d1e2 d8c7 a2a4 e7e5 f4e5,Mate
r1bqkb1r/pp1p1pp1/2n2n1p/2p1p3/4P2B/2NP1N2/PPP2PPP/R2QKB1R b KQkq -,g7g5 h4g3 d7d6 f1e2 c8e6 a2a4 d8d7 a4a5 f8g7 e1h1,-51
rnbqk1nr/pp2ppbp/3p2p1/2pPP3/5P2/2N2N2/PPP3PP/R1BQKB1R b KQkq -,d8c7 f1b5 c8d7 e1h1 g8h6 e5e6 f7e6 f3g5 g7c3 g5e6,186
r1bqkbnr/ppp1nppp/3p4/3Pp3/4P3/2P2P2/PP4PP/RNBQKBNR b KQkq -,c8d7 c3c4 f7f5 b1c3 f5e4 c3e4 e7f5 f1d3 c7c6 g1e2,50
r1bqkb1r/pppp1pp1/2n2n1p/8/2BPPB2/5N2/PPP3PP/RN1QK2R b KQkq -,c6a5 c4d3 c7c5 c2c3 c5d4 c3d4 f8b4 b1c3 d7d5 e4e5,132
2r3k1/pp2ppbp/3pbnp1/q7/3QPP2/2N2B1P/PPP3PK/R3R3 b - -,f6g4 f3g4 g7d4 g4e6 f7e6 a1d1 d4g7 e1f1 b7b5 a2a3,-735
r4rk1/pp1p1ppp/1qp2n2/8/4P3/1P1P2Q1/PBP2PPP/R4R1K b - -,f6e8 f2f4 f7f5 a1e1 b6a5 e4f5 f8f7 g3f2 a5f5 h2h3,330
r2qk2r/ppp2ppp/2nbpn2/3p1b2/3P4/3BPNB1/PPP2PPP/RN1Q1RK1 b kq -,e8h8 g3h4 f5d3 d1d3 e6e5 f3e5 c6e5 d4e5 d6e5 b1d2,33
r2qk2r/pppbbppp/2n1pn2/3p4/2PP1B2/P1N1PN2/1P3PPP/R2QKB1R b KQkq -,a7a6 d1c2 e8h8 h2h3 d5c4 f1c4 e7d6 f4e5 d7e8 a1d1,144
rnbqkbnr/p4ppp/2pp4/1p2p3/4P3/1BNP4/PPP2PPP/R1BQK1NR b KQkq -,b5b4 c3a4 g8f6 f2f4 e5f4 c1f4 f8e7 g1f3 e8h8 c2c3,70
rnbqr1k1/pp3ppp/2pb1n2/3pp3/4P3/1P1P1NP1/P1PN1PBP/R1BQ1RK1 b - -,c8g4 c1b2 a7a5 h2h3 g4h5 a2a3 b8d7 d1e1 a8c8 a1b1,-70
rnbqk2r/pp3ppp/3bpn2/1N1p4/3P4/4PN2/PP3PPP/R1BQKB1R b KQkq -,b8c6 b5d6 d8d6 f1d3 d6b4 f3d2 e8h8 e1h1 b4e7 b2b3,34
rnbqkbnr/p1pppppp/8/1p6/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq -,d7d5 e2e3 a7a6 g1f3 e7e6 a2a4 b5b4 b1d2 g8f6 b2b3,31
r1bqkbnr/ppp1pppp/8/3p4/1n1P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq -,g8f6 a2a3 b4a6 g1f3 f6h5 f4g5 f7f6 g5h4 g7g6 f1a6,164
rn1qk2r/ppp1bppp/5n2/3P4/4NPb1/5N2/PPPPQ1PP/R1B1KB1R b KQkq -,d8d5 e4f6 g7f6 e2b5 d5b5 f1b5 b8d7 e1f2 c7c6 b5e2,261
rnbQkb1r/ppp1pppp/8/4P3/8/2n5/PPP2PPP/R1B1KBNR b KQkq -,e8d8 b2c3 e7e6 c1e3 b8d7 a1d1 c7c6 f2f4 d8c7 g1f3,-5
rn1qkb1r/ppp2ppp/4pn2/3p3b/3P2P1/4PN1P/PPPN1P2/R1BQKB1R b KQkq -,c7c5 g4h5 b8c6 f3e5 c5d4 e5c6 b7c6 e3d4 f8d6 h5h6,690
r2qkbnr/ppp1pppp/2np4/8/3P2b1/2N1PN2/PPP2PPP/R1BQKB1R b KQkq -,g4h5 e3e4 g8f6 d4d5 c6e5 f3e5 h5d1 f1b5 c7c6 d5c6,86
r2qkb1r/pbpnpppp/1p3n2/3p4/3P4/3BPN2/PPPN1PPP/R1BQ1RK1 b kq -,a7a5 f1e1 e7e6 e3e4 d5e4 d2e4 b7e4 d3e4 f6e4 e1e4,35
r2qkb1r/ppp2ppp/2n1p3/3P1b2/3Pn3/P1N1PN2/1P3PPP/R1BQKB1R b KQkq -,c6b8 d5e6 f7e6 d1b3 e4c3 b2c3 f8e7 f1c4 b8c6 e3e4,335
rnbq1rk1/1pp1ppbp/p4np1/3p4/3PPB2/2NB1N2/PPP2PPP/R2QK2R b KQ -,d5e4 c3e4 f6e4 d3e4 b8d7 c2c3 c7c5 e4c2 c5d4 c3d4,-67
r1bqk1nr/ppp2ppp/2nb4/3pp3/8/1P1P1NP1/PBP1PP1P/RN1QKB1R b KQkq -,f7f5 f1g2 g8f6 e1h1 e5e4 f3d4 c6d4 b2d4 h7h5 d3e4,-65
rnb1k1nr/ppppqppp/8/2N1p3/2P5/6P1/PP1PPP1P/R1BQKBNR b KQkq -,b7b6 c5a4 c8b7 g1f3 e5e4 f3h4 b8c6 b2b3 d7d5 c4d5,819
rn1qk1nr/ppp1ppbp/3p2p1/8/2PP4/2N2P1P/PP2PP2/R1BQKB1R b KQkq -,g8f6 f3f4 b8d7 e2e4 c7c5 d4d5 f6h5 f1e2 g7c3 b2c3,75
1k2r3/pP3pp1/8/3P1B1p/2P5/N4b2/PP3Pp1/3R2K1 b - -,f3d1 g1g2 e8e2 a3b5 e2b2 f5e4 d1c2 e4f3 c2d3 d5d6,-288
rn1qkb1r/pp3ppp/2p2n2/3p1bB1/3P4/2N2N1P/PP2PPP1/R2QKB1R b KQkq -,b8d7 g5f4 f6e4 c3e4 f5e4 d1b3 d8b6 b3b6 a7b6 f3d2,-33
rnb1kbnr/ppp2ppp/4p3/3N4/8/8/PPPP1PPP/R1BQKBNR b KQkq -,e8d7 d5c3 b8c6 g1f3 f8d6 d2d4 g8f6 f1e2 a7a6 e1h1,1262
rnbqkbnr/pp3ppp/3p4/2p1p3/2B1P3/1PN5/P1PP1PPP/R1BQK1NR b KQkq -,f8e7 g1e2 g8f6 f2f4 c8g4 h2h3 g4e2 d1e2 e5f4 e1h1,68
rn1qkbnr/pp3ppp/2p5/3pp3/3PP1b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -,g4e6 d4e5 g8e7 f1e2 b8d7 e1h1 d8c7 f3g5 e8a8 f2f4,307
