6k1/8/6K1/3N4/8/8/8/1B6 b - -,a8b8 a2a4 f8e8 c1e3 d8e7 b2b3 a7a6 a5c4 e6c4 b3c4,Mate
8/r4k1R/7p/5K1P/5p2/5P2/8/8 b - -,b8d7 f1e1 b7b6 c4d5 e6d5 a1c1 f8e8 f3h4 d7f8 h2h3,Mate
rnbqk2r/1pp1ppbp/p5p1/3p2Bn/3P4/2N1P3/PPP2PP1/R2QKBNR b KQkq -,h7h6 h1h5 g6h5 g5h4 c8g4 f2f3 g4f5 g1e2 f5g6 d1d2,-108
2rq1rk1/pp2ppbp/3p2p1/3P1b2/2P2B2/6P1/PP2QPBP/R4RK1 b - -,b7b5 c4b5 c8c2 e2e3 d8d7 a1e1 g7f6 a2a4 c2c4 f4h6,-4
8/1Q3p1k/3q1bpp/8/3p4/P6P/4NPP1/6K1 b - -,h7g7 b7f3 d4d3 e2g3 d3d2 f3d1 f6c3 g3f1 d6a3 f1e3,-320
r1bqk2r/pp1p1ppp/2n1p3/3nP3/1b1P4/5N2/2PB1PPP/RN1QKB1R b KQkq -,e8h8 c2c4 d5e7 f1d3 h7h6 e1h1 d7d6 e5d6 d8d6 b1c3,-61
3r4/p1Rrb1k1/1pR2p1p/P4Pp1/1P1pN1P1/3P4/3P1K1P/8 b - -,g7h7 a5a6 h6h5 g4h5 h7h6 f2f3 h6h5 f3g3 b6b5 c7b7,493
8/8/1p6/2n5/2K2k2/4p3/8/3B4 b - -,f4g3 c4b5 c5d7 b5c6 g3f2 c6c7 e3e2 d1e2 f2e2 c7c6,-1372
r4rk1/2p2p2/p1npqbpp/1p2p3/1P2P3/N1PP1QP1/P4P1P/3RR1K1 b - -,f6g7 a3c2 e6a2 c2e3 a2e6 e3d5 e6d7 h2h4 h6h5 g3g4,-506
k2Rn3/6p1/1K3b1p/8/6Q1/8/8/8 b - -,f6g7 a3c2 e6a2 c2e3 a2e6 e3d5 e6d7 h2h4 h6h5 g3g4,Mate
2k5/1r6/2K5/8/6R1/8/8/8 b - -,,0
r1bqkbnr/ppp2ppp/2n5/3pp3/3P4/N1P2N2/PP2PPPP/R1BQKB1R b KQkq -,e5e4 f3d2 g8f6 e2e3 c6e7 c3c4 c7c6 b2b4 a7a6 a3c2,-96
rq2k2r/3pnpp1/p1bbp2p/1p1N3Q/4P3/2BB4/PPP2PPP/R3R1K1 b kq -,c6d5 e4d5 e8h8 d5e6 d7e6 e1e4 f8c8 e4g4 c8c3 b2c3,124
8/3R3p/6pk/5p2/4p2P/6P1/r4PK1/8 b - -,e4e3 g2f3 e3f2 f3g2 a2b2 d7e7 h6h5 e7h7 h5g4 h7g7,-21
r1bq1rk1/pp1p1ppp/2n1p3/3nP3/1bPP4/5N2/3B1PPP/RN1QKB1R b KQ -,d5e7 f1d3 h7h6 e1h1 d7d5 e5d6 d8d6 b1c3 f8d8 c3b5,-59
R7/P6k/5K1p/7P/r4p2/5P2/8/8 b - -,a4a6 f6f5 a6a4 a8e8 a4a7 f5f4 h7g7 f4g4 a7b7 e8e6,5
r1b2rk1/ppqn1pp1/2p2n1p/2Ppp3/1P1P4/2N1PN2/P3BPPP/R2Q1RK1 b - -,f8e8 b4b5 f6e4 c3e4 d5e4 f3d2 e5d4 e3d4 d7f6 d2c4,16
rnbqk2r/pppp1p2/4pn2/6pp/1bPP4/2N3BP/PP2PPP1/R2QKBNR b KQkq -,d7d6 d1c2 b8c6 g1f3 d8e7 e2e3 b4c3 b2c3 h5h4 g3h2,28
r4rk1/2p2p2/p1np1Qpp/4p3/1Pq1P3/2P3P1/5P1P/3RR1K1 b - -,a8e8 d1b1 c6b8 b1a1 b8d7 f6f3 f7f5 a1a5 g8g7 h2h4,-527
r1bq1rk1/pp1pnppp/2n1p3/4P3/1bPP4/3B1N2/3B1PPP/RN1QK2R b KQ -,h7h6 b1c3 d7d6 e5d6 d8d6 e1h1 f8d8 c3b5 d6b8 d2e3,-46
r4rk1/pp2ppbp/6p1/8/Qnq1P3/2N1BPPb/PP4NP/R1R3K1 b - -,h3g2 g1g2 a8c8 a4a7 b4d3 c1f1 c8a8 a7b6 d3b2 c3d5,-92
4R3/P6k/5K1p/r6P/5p2/5P2/8/8 b - -,a5a7 e8e7 a7e7 f6e7 h7g7 e7e6 g7f8 e6f6 f8e8 f6g6,1867
r1bq1rk1/pp1pnpp1/2n1p2p/4P3/1bPP4/2NB1N2/3B1PPP/R2QK2R b KQ -,d7d5 e5d6 d8d6 e1h1 f8d8 c3b5 d6b8 d2e3 a7a6 b5a3,-48
r4rk1/2p2p2/p1np1bpp/1p2p3/1PN1P3/2PP1QP1/q4P1P/3RR1K1 b - -,b5c4 f3f6 c4d3 d1d3 a8e8 f6f3 a2e6 e1a1 c6b8 f3e3,-513
8/p2r2k1/1pR2N1p/P4Pp1/1b1p2P1/3P4/3P1K1P/8 b - -,d7d6 f6e8 g7g8 e8d6 b6a5 d6e4 a5a4 c6c8 g8f7 c8c7,638
4k3/8/1pQ3p1/4P3/2bq3P/P3p3/6P1/2R4K b - -,d7d6 f6e8 g7g8 e8d6 b6a5 d6e4 a5a4 c6c8 g8f7 c8c7,Mate
r4r1k/2p5/p1pb1pQN/3p4/3P4/4q3/PPPN2PP/R1B2K2 b - -,a8e8 g6g7 h8g7 h6f5 g7g6 f5e3 e8e3 d2f3 e3e4 c1d2,-212
r4b2/p2R4/bp2p1k1/7p/4N3/4B3/PPP4P/2K5 b - -,a6e2 h2h3 f8g7 a2a4 e2f3 e4g5 f3d5 b2b3 a8c8 c2c4,-22
8/r3R2k/5K1p/7P/5p2/5P2/8/8 b - -,a6e2 h2h3 f8g7 a2a4 e2f3 e4g5 f3d5 b2b3 a8c8 c2c4,Mate
2rq2k1/pb1n1ppp/1p2rb2/1Bpp1QP1/3Pp2P/2P1P3/PP1N1P1B/2KR3R b - -,f6d4 c3d4 d7f8 c1b1 c5c4 d1c1 a7a6 b5a4 b6b5 a4c2,183
r1bq1rk1/pp2npp1/2nPp2p/8/1bPP4/2NB1N2/3B1PPP/R2QK2R b KQ -,d8d6 e1h1 f8d8 c3b5 d6b8 d2e3 a7a6 b5a3 b4d6 c4c5,-50
8/4K2k/7p/7P/5p2/5P2/8/8 b - -,d8d6 e1h1 f8d8 c3b5 d6b8 d2e3 a7a6 b5a3 b4d6 c4c5,Mate
2k5/2r5/8/3K4/6R1/8/8/8 b - -,,0
r1b2rk1/pp2npp1/2nqp2p/8/1bPP4/2NB1N2/3B1PPP/R2Q1RK1 b - -,f8d8 d3e4 c8d7 d1b3 a7a6 f1d1 c6a5 b3a2 a8c8 c4c5,-42
8/6k1/4K2p/7P/5p2/5P2/8/8 b - -,f8d8 d3e4 c8d7 d1b3 a7a6 f1d1 c6a5 b3a2 a8c8 c4c5,Mate
r4b2/p2R4/1p2p1k1/7p/4N3/4B2P/PPP1b3/2K5 b - -,f8g7 a2a4 e2f3 e4g5 f3d5 b2b3 a8c8 c1d2 g7f6 h3h4,-13
2R1Nk2/p4r2/Pp5p/5Pp1/1b1p2P1/3P4/3P1K1P/8 b - -,b4a5 e8d6 f8g7 d6f7 b6b5 f7d6 h6h5 c8b8 a5b4 b8b7,727
r4rk1/2p2p2/p1np1Qpp/4p3/1q2P3/5RP1/5P1P/3R2K1 b - -,c6d4 f3e3 a8e8 g1g2 e8e6 f6h4 g8g7 g3g4 g6g5 h4g3,-673
8/3n4/1p6/8/3K1k2/4p3/8/3B4 b - -,d7f8 d1h5 f8e6 d4c4 e6c7 c4d3 b6b5 d3d4 c7e6 d4d5,-1035
8/7k/7p/4K2P/5p2/5P2/8/8 b - -,d7c5 d1h5 c5e6 d4c4 f4g3 c4b5 e6d4 b5b6 d4f3 b6c7,Mate
2k5/3r4/8/8/2K3R1/8/8/8 b - -,,0
r3kb1r/1b1q2pp/p1n2p2/1pp1p3/6P1/N2P1N1Q/PPPB1P1P/2KR3R b kq -,c6d4 f3d4 c5d4 h1g1 a8c8 c1b1 f8a3 b2a3 b7d5 d2b4,-286
r1br2k1/pp2npp1/2nqp2p/8/1bPPB3/2N2N2/3B1PPP/R2Q1RK1 b - -,c6d4 c3b5 d4f3 d1f3 d6c5 d2b4 c5b4 b5a7 f7f5 a7c8,-40
r1b1k2r/1p1n1p2/p3p1p1/2qpP1R1/3R1p1P/3B4/PPP1NQ2/2K5 b kq -,f4f3 f2f3 c5e7 f3g2 e8d8 d4f4 d7c5 h4h5 c5d3 c2d3,50
7R/5k2/4N2p/8/3B4/7P/3r2PK/8 b - -,f7e6 h8h6 e6f5 h6f6 f5e4 h3h4 d2d3 f6f8 d3a3 g2g3,684
r3r1k1/p3q1pp/1p2pn2/3p4/3B4/2P5/PP3PPP/R2Q1RK1 b - -,e6e5 d4e3 a8d8 d1b3 f6g4 a1d1 e7h4 h2h3 g4e3 f2e3,5
3r2k1/pp1r1pbp/2pp2p1/4q3/PPB1P3/2P1R1P1/4QPP1/3R2K1 b - -,a7a5 c4b3 d8e8 f2f4 e5e7 b4a5 d7d8 g1h2 e7c7 e3d3,22
r1br2k1/pp2npp1/3qp2p/1N6/1bPnB3/5N2/3B1PPP/R2Q1RK1 b - -,d4f3 d1f3 d6c5 d2b4 c5b4 b5a7 b4c5 a7c8 a8c8 e4b7,-37
r2q1rk1/pp2b1pp/6b1/3pP3/5p2/1Q6/PPNB1PPP/R3R1K1 b - -,a7a5 c2d4 a5a4 b3b7 a8b8 b7c6 b8b2 d2c3 a4a3 c6e6,67
r5k1/p3Rpp1/1pp2p2/8/3P3p/2P4P/qP2QPP1/6K1 b - -,a7a5 e7e4 a5a4 e4h4 g7g5 h4e4 a2a1 g1h2 a4a3 e4e8,-12
8/4Pp2/8/2b3P1/8/4r3/8/k3BRK1 b - -,a1a2 e1f2 e3e7 f2c5 e7e5 f1f2 a2b3 f2f3 b3c4 c5e3,390
4Nr2/R3k3/Pp5p/5Pp1/1b1p2P1/3P4/3P1K1P/8 b - -,e7e8 a7b7 b4e7 a6a7 e8f7 b7b8 f8b8 a7b8q h6h5 f2f3,Mate
r4rk1/2p2p2/p2p1Qpp/4p3/1q1nP3/3R2P1/5P1P/3R2K1 b - -,a8e8 d3e3 e8e6 f6h4 g8g7 g3g4 b4b7 h4g3 g6g5 e3e1,-675
r1br2k1/pp2npp1/3qp2p/1N6/1bP1B3/5Q2/3B1PPP/R4RK1 b - -,d6c5 d2b4 c5b4 b5a7 b4c5 a7c8 a8c8 e4b7 c8b8 b7e4,-36
r1bq1rk1/pppn1p1p/2nbp1p1/3p2NP/3P1B2/2PBP3/PP1N1PP1/R2QK2R b KQ -,d6f4 e3f4 e6e5 g5h7 e5d4 h5g6 f7g6 h7f8 d7f8 d1f3,419
r1bqkbnr/ppp3pp/3p4/4Pp2/2B1P3/8/PPP2PPP/RNBQK2R b KQkq -,d8d7 e5e6 d7c6 c4d5 c6c5 c1e3 c5a5 e3d2 a5c5 e1h1,261
1r3rk1/2p2p2/p2p1Qpp/4p3/1q1nP1P1/3R4/5P1P/3R2K1 b - -,d4e2 g1g2 e2f4 f6f4 e5f4 f2f3 a6a5 d3d2 b4c3 d2f2,-786
3R2k1/pp5p/8/8/3P4/2P2PK1/PP2r2P/8 b - -,g8g7 d8d7 g7g6 d7b7 a7a6 b7b6 g6g7 a2a4 g7f7 h2h4,605
3r1rk1/3n1ppp/p1Bb4/6B1/P1pq4/6P1/2Q2P1P/1R3RK1 b - -,d7b8 g5d8 b8c6 b1d1 d4e5 f1e1 e5c5 d8b6 c5b6 d1d6,252
8/8/1p6/4n3/3K1k2/4p3/4B3/8 b - -,e5d7 e2h5 d7c5 h5d1 c5e6 d4d5 b6b5 d1h5 f4g3 d5e6,-1138
8/pp1R2kp/8/8/3P4/2P2PK1/PP2r2P/8 b - -,g7f6 d7b7 a7a5 a2a4 e2e1 b7a7 e1b1 a7a5 b1b2 a5b5,604
1r3rk1/2p2p2/p2p1Qpp/4p3/2qnP1P1/7R/5P1P/3R2K1 b - -,d4e2 g1h1 e2f4 f6f4 e5f4 h3d3 b8b2 e4e5 c4c2 d3d2,-1358
2k5/2r5/8/8/6R1/3K4/8/8 b - -,,0
3r3k/pp1r1pbp/2pp2p1/4q3/PPB1PP2/2P1R1P1/4Q1P1/3R2K1 b - -,e5f6 a4a5 d6d5 e4e5 f6e7 c4b3 c6c5 b4c5 e7c5 a5a6,54
r3k2r/1bq1bp1p/pp1pp3/4n1pQ/4P3/2N3B1/PPP2PPP/3RRBK1 b kq -,e7f6 g3e5 d6e5 h5h6 e8e7 e1e3 h8g8 e3d3 a8d8 d3d8,42
r1br2k1/pp2npp1/4p2p/1N6/1bP1B3/5Q2/3q1PPP/3R1RK1 b - -,,0
3k4/R7/Pp2Nr1p/5Pp1/1b1p2P1/3P4/3P1K1P/8 b - -,d8e8 a7b7 f6f7 a6a7 f7b7 a7a8q e8f7 a8b7 b4e7 f2f3,9605
r1bqk2r/ppp2ppp/3p4/1Nb1P3/3p1n2/2PP1B2/PP3PPP/R1BQK2R b KQkq -,c7c6 b5d6 c5d6 c1f4 d6c7 e1h1 e8h8 f4g3 c8f5 c3c4,139
8/7k/5p2/2QPnP1P/1pP5/1P3q2/2BK4/8 b - -,,0
r1bqk1nr/ppp2ppp/2np4/4p3/1b6/1P2P1P1/PBPP1PBP/RN1QK1NR b KQkq -,g8f6 a2a3 b4a5 c2c4 e8h8 b3b4 a5b6 d2d3 c8e6 b1c3,43
r1bqkb1r/ppp1pppp/2n2n2/4P3/P2P4/8/1P3PPP/RNBQKBNR b KQkq -,f6d5 g1f3 c8f5 f1c4 e7e6 e1h1 d5b4 a4a5 f5c2 d1e2,-64
2k5/6R1/Pp2Nr1p/5Pp1/1b1p2P1/3P4/3P1K1P/8 b - -,b4e7 g7e7 c8b8 e7b7 b8c8 b7b6 f6f7 f2f3 h6h5 h2h3,Mate
8/pp1R1k1p/8/8/3P4/2P2PK1/PP2r2P/8 b - -,f7g6 d7b7 a7a5 a2a4 e2e1 b7b5 e1b1 b5a5 b1b2 a5b5,631
8/1p2rp2/p4n1k/5Rp1/4p1Pp/4P2P/PPB1KP2/8 b - -,h6g6 f5c5 b7b6 c5c6 e7e6 c6c7 f6e8 c7a7 f7f5 g4f5,141
1r3rk1/2p2p2/p2p1Qpp/4p3/1q2P1P1/3R4/4nP1P/3R1K2 b - -,e2f4 g4g5 b4e4 f6f4 e4f4 f1g1 f4g4 g1h1 e5e4 g5h6,-1071
8/pp2r1k1/3p1p2/3Pr1p1/5nP1/7P/PP3RB1/3R3K b - -,e5e3 h1h2 f6f5 g4f5 g7f6 d1f1 e7c7 b2b4 b7b5 a2a3,-209
3r1rk1/ppq1bpp1/2p2n2/8/3P4/1BN1P1Q1/PP4PP/2R2RK1 b - -,c7g3 h2g3 d8d7 f1f3 e7d8 g1f2 f8e8 c1f1 f6g4 f2e2,4
r4rk1/2p1q3/p1pb1p1Q/3p4/3P2N1/4PN2/PPP3PP/R1B3K1 b - -,a8b8 h6g6 e7g7 g6g7 g8g7 b2b3 a6a5 g4f2 a5a4 f2d3,482
3r3k/pp1r1pbp/2pp1qp1/8/PPB1PP2/2P1R1P1/4Q1P1/5RK1 b - -,a7a5 b4a5 d8e8 a5a6 b7a6 c4a2 f6e7 e2a6 d6d5 e4e5,12
2k5/3r4/8/8/3R4/3K4/8/8 b - -,,0
rn1q1rk1/p5pp/1p1pp3/3b1p2/3P4/3BPN1P/PP3PP1/2RQ1RK1 b - -,d8e8 d3c4 d5c4 c1c4 b8d7 d4d5 e6e5 c4c6 d7c5 b2b4,92
2rqr1k1/pp2ppbp/3p2p1/3P1bB1/2P5/6P1/PP2QPBP/R4RK1 b - -,d8b6 g3g4 f5d7 h2h3 b6a6 f1c1 b7b5 g2f1 b5c4 c1c4,-54
r1bqk1nr/ppp3pp/2np4/4pp1Q/1b6/1P2P1P1/PBPP1PBP/RN2K1NR b KQkq -,e8d7 h5f5 d7e8 f5h5 g7g6 h5e2 b4a5 a2a3 d8e7 b3b4,241
8/3n4/1p6/8/5k2/3Kp3/4B3/8 b - -,d7c5 d3d4 c5e6 d4d5 b6b5 e2d1 f4g3 d5e6 b5b4 e6e5,-1138
1r3rk1/2p2p2/p2p1Qpp/4p3/1q2PnP1/5R2/5P1P/3R1K2 b - -,d7e5 d3d4 e5d7 e2h5 d7c5 h5d1 c5e6 d4c4 e6c7 c4d3,Mate
r1bqk2r/p2n1ppp/4p3/2ppP3/1b6/P1N1BP2/1PPQ2PP/R3KB1R b KQkq -,b4a5 b2b4 c5b4 a3b4 a5b4 f1b5 a7a5 e3d4 e8h8 e1h1,-178
3r1rk1/ppq1bpp1/2p2n2/8/3PP3/1BN5/PP4PP/2R1QRK1 b - -,c7d6 e4e5 d6d4 g1h1 f6g4 e1g3 g4h6 c1d1 d4b4 d1d8,14
r4rk1/pbqN1ppp/1p1bpn2/2pp4/3P4/1P1BPQ2/PBPN1PPP/R4RK1 b - -,f6g4 d7f8 g4h2 f3h3 g8f8 f1d1 f7f5 d4c5 b6c5 d2f1,451
r2qkbnr/pp1n1ppp/4p3/2pPPb2/2p5/5N2/PP2BPPP/RNBQ1RK1 b kq -,g7g6 b1a3 e6d5 d1d5 g8e7 d5b7 f8g7 f1d1 a8b8 b7a7,163
r1bqk1nr/ppp4p/2np2p1/4pp2/1b6/1P2P1P1/PBPPQPBP/RN2K1NR b KQkq -,b4a5 g2c6 b7c6 f2f4 g8f6 f4e5 d6e5 g1f3 e5e4 f3e5,80
r4rk1/pbqN1ppp/1p2pn2/2pp4/3P4/1P1BPQ2/PBPN1PPb/R4R1K b - -,f6e4 d2e4 d5e4 d3e4 b7e4 f3e4 c7d7 h1h2 a8c8 c2c4,476
2k5/8/8/8/3r4/8/2K5/8 b - -,f6e4 d2e4 d5e4 d3e4 b7e4 f3e4 c7d7 h1h2 a8c8 c2c4,Mate
8/pR5p/5k2/8/3P4/2P2PK1/PP2r2P/8 b - -,a7a5 a2a4 e2c2 h2h4 h7h6 b7b5 f6e7 b5e5 e7d8 e5a5,646
8/8/7k/3p1p1b/3P4/1KP1rP2/7R/6N1 b - -,h6g5 b3c2 h5f3 c2d2 f5f4 g1h3 g5g4 h3f4 e3e8 f4e2,25
r3k2r/1p1b1p2/pn2p1p1/2qpP3/3R1N1P/3B4/PPP2Q2/2K3R1 b kq -,b6a4 f4g6 h8g8 b2b3 a4c3 f2f6 a8c8 g1f1 f7g6 d4g4,76
r2qk2r/1pp2ppp/p1n2n2/4p3/4P1b1/2NP1NP1/PPPK3P/R2Q1B1R b kq -,e8h8 d2e1 d8d6 f1g2 c6d4 h1f1 c7c5 d1d2 a8d8 f1f2,-167
rn1q1rk1/pbp1b1pp/1p2pn2/5pN1/2P2B1P/P1N1P3/1P3PP1/R2QKB1R b KQ -,b7c8 d1f3 c7c6 a1d1 d8e8 c3b5 b8a6 b5d6 e8h5 d6c8,201
8/8/1p6/2n5/3K1k2/4p3/4B3/8 b - -,c5e6 d4c4 b6b5 c4c3 e6c7 c3d3 b5b4 d3c4 c7d5 e2d3,-1409
2r5/p4k1p/6pP/8/P7/5PK1/2R5/Rr6 b - -,,0
8/8/8/3p1pkb/3P4/2P1rP2/2K4R/6N1 b - -,h5f3 c2d2 f5f4 g1h3 g5g4 h3f4 e3e8 f4e2 e8b8 h2f2,19
8/8/6Q1/3k4/8/3BK3/8/8 b - -,h5f3 c2d2 f5f4 g1h3 g5g4 h3f4 e3e8 f4e2 e8b8 h2f2,Mate
r2qkb1r/pp1b1ppp/2p1pn2/8/2B5/2N5/PPPP1PPP/R1BQK2R b KQkq -,b7b5 c4e2 f8d6 d2d3 e8h8 c1g5 h7h6 g5h4 c6c5 c3e4,-50
8/pp2r3/3p1k2/3P1Pp1/5n2/4r2P/PP1R1RBK/8 b - -,e7h7 d2c2 f4h3 g2h3 e3h3 h2g2 h3h2 g2f1 h2f2 c2f2,-226
r5k1/1r1q2p1/3pp2p/5p2/ppRP1P2/P6P/QP3PP1/2R3K1 b - -,d6d5 c4b4 b7b4 a3b4 a8b8 a2a3 d7d6 a3a4 d6f4 c1d1,11
1r3rk1/2p2p2/p2p1Qpp/4p3/2q1PnP1/4R3/5P1P/3R2K1 b - -,c4c2 d1e1 b8b1 f6h4 b1e1 e3e1 c2c3 g1f1 c3e1 f1e1,-1658
r2qk1nr/ppp2ppp/2npb3/2b1p3/2B1P3/2P2N1P/PP1PQPP1/RNB1K2R b KQkq -,d8d7 e1h1 g8e7 c4e6 d7e6 d2d3 e8h8 b2b4 c5b6 a2a4,8
1r3rk1/2p2p2/p2p1Qpp/4p3/4PnP1/4R3/2q2P1P/4R1K1 b - -,b8b1 f6h4 b1e1 e3e1 c2c3 g1f1 c3e1 f1e1 f4g2 e1e2,-3471
r2qr1k1/pp1nbppp/2p2n2/3p1b2/8/1P1PPN2/PB1NBPPP/R2QR1K1 b - -,h7h6 a2a3 a7a5 d2f1 f5h7 f1g3 e7f8 a1b1 d8b6 e2f1,-18
3r3k/pp1r1pbp/5qp1/3p4/PPB2P2/2P1R1P1/4Q1P1/3R2K1 b - -,h7h5 c4b3 h8h7 g1h2 f6f5 e3d3 d5d4 b3c2 f5g4 e2f3,-9
8/R7/5k2/7p/3P4/2P2PK1/PP2r2P/8 b - -,e2b2 a7a6 f6f7 a6a5 f7g6 a2a4 b2a2 h2h4 a2a3 a5g5,628
2r1r1k1/pp2ppbp/1q1p2p1/3P1bB1/2P5/6P1/PP2QPBP/2R2RK1 b - -,b6b2 f1e1 b7b6 g2f1 b2e2 e1e2 c8c7 a2a4 f5d3 e2a2,-145
8/5p2/8/6r1/3B4/8/6R1/k5K1 b - -,a1b1 g2g5 b1c2 d4f2 c2d3 g5f5 d3e4 f5f7 e4e5 f7d7,3256
3r1rk1/ppq1bpp1/2p2n2/8/3P4/PBN1P3/1P4PP/2R1QRK1 b - -,c6c5 f1f3 g7g6 c3a4 b7b6 e1c3 c7d6 d4c5 b6c5 f3f4,65
rnb1k2r/ppq2ppp/2pb1p2/8/3P4/5N2/PPPBBPPP/R2QK2R b KQkq -,e8h8 e1h1 f8e8 c2c4 b8d7 h2h3 d7f8 e2d3 a7a5 f1e1,29
r1bqkb1r/pp3ppp/2pp1n2/4p3/P1BnP3/2N2N2/1PPP1PPP/R1BQ1RK1 b kq -,h7h6 h2h3 f8e7 d2d3 d4f3 d1f3 e8h8 c3e2 d6d5 c4b3,16
8/8/R4k2/7p/3P4/2P2PK1/Pr5P/8 b - -,f6g7 a2a4 h5h4 g3h4 b2h2 h4g4 h2c2 a6c6 c2a2 g4f5,652
5rk1/2p2p2/p2p2pp/4p3/4PnPQ/4R3/2q2P1P/1r2R1K1 b - -,f6g7 a2a4 h5h4 g3h4 b2h2 h4g4 h2c2 a6c6 c2a2 g4f5,Mate
rnq2rk1/pbp1b1pp/1p2pn2/2P2pN1/5B1P/P1N1P3/1P3PP1/R2QKB1R b KQ -,g8h8 f1c4 e6e5 f4e5 b8d7 e5f6 d7f6 c3e2 b7g2 h1g1,125
8/8/8/3p2k1/3P1p2/2P1rb1N/3K3R/8 b - -,g5g4 h3f4 e3e8 f4e2 e8b8 h2f2 b8b7 e2c1 b7b2 d2e3,22
8/5p2/8/6R1/3B4/8/8/1k4K1 b - -,g5g4 h3f4 e3e8 f4e2 e8b8 h2f2 b8b7 e2c1 b7b2 d2e3,Mate
r2qkb1r/pp3ppp/2pp1n2/4p3/P2nP1b1/2N2N2/1PPPBPPP/R1BQ1RK1 b kq -,d4e6 d2d3 g4f3 e2f3 g7g6 a4a5 f8g7 g2g3 h7h5 h2h4,13
8/p1r2k1p/6pP/8/P7/5PK1/8/3R4 b - -,g6g5 g3g4 f7e6 g4g5 c7c5 g5g4 c5c4 f3f4 c4a4 d1c1,1
5rk1/2p2p2/p2p2pp/4p3/4PnPQ/8/2q2P1P/4R1K1 b - -,g6g5 g3g4 f7e6 g4g5 c7c5 g5g4 c5c4 f3f4 c4a4 d1c1,Mate
8/8/8/R5kp/3P4/2P2PK1/Pr5P/8 b - -,g5h6 a2a4 b2a2 a5a6 h6g7 h2h4 a2a3 a6c6 a3a4 g3f4,651
rnb2rk1/ppq2ppp/2pb1p2/8/3P4/5N2/PPPBBPPP/R2Q1RK1 b - -,c8f5 c2c4 b8d7 f1e1 f8e8 c4c5 d6e7 b2b4 d7f8 a2a4,32
1r4k1/2p2p2/p2p2pp/4p3/4PnP1/6Q1/2q2P1P/4R1K1 b - -,c8f5 c2c4 b8d7 f1e1 f8e8 c4c5 d6e7 b2b4 d7f8 a2a4,Mate
r1b1r3/ppp2kpp/n4n2/4P3/8/5N2/PB1N1PPP/R3K2R b KQ -,f7g8 e1h1 f6d5 d2e4 d5f4 a1d1 a6b4 d1d2 c8f5 e4g3,-78
1br2r1k/ppqbn2p/4pp2/2Pp2p1/3P2P1/P2BP2P/1PQNR3/4NRK1 b - -,c7g3 e2g2 g3e3 g2f2 e3h3 f2g2 e6e5 d4e5 b8e5 e1f3,-387
r4rk1/1p1nppbp/3p2p1/q2P4/p1P3P1/4BP2/PP1QB2P/3R1RK1 b - -,,0
r1bqkb1r/pp1ppppp/2n2n2/8/4PB2/5P2/PPP2QPP/RN2KBNR b KQkq -,e7e5 f4d2 d7d5 g1e2 f8e7 e4d5 f6d5 e2c3 d5b4 b1a3,-96
r4rk1/pp1b1p2/5Rq1/4n3/7Q/4P3/PPPN2PP/R5K1 b - -,a8e8 f6g6 f7g6 a1f1 f8f1 d2f1 d7e6 h4e4 e6c4 f1d2,473
6k1/2p2p2/p2p2pp/4p3/4PQP1/8/2q2P1P/1r2R1K1 b - -,a8e8 f6g6 f7g6 a1f1 f8f1 d2f1 d7e6 h4e4 e6c4 f1d2,Mate
rnq2rk1/pbp3pp/1p2pn2/2b2pN1/2B2B1P/P1N1P3/1P3PP1/R2QK2R b KQ -,f8e8 d1b3 b8c6 c4e6 e8e6 g5e6 g8h8 e6c5 b6c5 e1h1,331
r1bqkb1r/pp2p1pp/2np4/P7/1nPp4/8/1P1B1PPP/RN1QKB1R b KQkq -,e7e6 f1e2 f8e7 a1a4 d6d5 e2h5 g7g6 e1h1 e8h8 b1a3,-457
r2qkb1r/pp1nnppp/4b3/2p1P3/2p5/N4N2/PP2BPPP/R1BQ1RK1 b kq -,e7f5 a3c4 d7b6 d1c2 f5d4 f3d4 c5d4 c4d6 f8d6 e2b5,68
3R4/p1r4p/4k1pP/8/P7/5PK1/8/8 b - -,,0
6k1/2p2p2/p2p2pp/4p3/4PQP1/8/2q2PKP/4r3 b - -,c7f7 d8c8 g6g5 g3g4 f7f4 g4g5 f4a4 c8c6 e6d7 c6c5,Mate
3r3k/pp1r1pb1/5qp1/1B1p3p/PP3P2/2P1R1P1/4Q1P1/3R2K1 b - -,d7c7 e3e8 h8h7 e8d8 f6d8 e2f3 g7c3 f3d5 d8d5 d1d5,-38
r2qkb1r/ppp1pppp/2n2n2/8/P2PPBb1/5P2/1P4PP/RN1QKBNR b KQkq -,d8d4 d1c1 g4d7 g1e2 d4b6 a4a5 c6a5 f4e3 c7c5 c1c3,-96
1br2r1k/ppqbn2p/4pp2/2Pp2p1/3P2P1/P2BPN1P/1PQN2R1/5RK1 b - -,h7h5 g4h5 e7f5 f1e1 b7b6 b2b4 d7e8 d3f5 e6f5 c2f5,-28
4Rrk1/p4pp1/1pp2p2/8/3P3p/2P4P/qP2QPP1/6K1 b - -,g7g5 e8e7 g8g7 f2f4 a2b1 g1h2 b1f5 f4g5 f6g5 e7a7,-3
8/4R3/7p/3Q2nk/P4ppP/6P1/1P4PK/8 b - -,f8e8 e2e8 g8h7 e8e4 g7g6 e4c6 a2b2 c6f6 b2b3 f6h4,Mate
